,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X601991.SH,X600688.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X600352.SH,X002110.SZ,X002460.SZ,X000553.SZ,X600299.SH,X000786.SZ,X300072.SZ,X000932.SZ,X600808.SH,X600801.SH,X000709.SZ,X600426.SH,X000883.SZ,X600339.SH,X600583.SH,X601158.SH,X600219.SH,X600985.SH,X601699.SH,X000830.SZ,X601003.SH,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600302094086309,0,0,0,0,0,0,0.0390653389160748,0,0,0,0,0,0.0426765111153993,0,0,0,0.0107833590447404,0.0728845423389991,0.214822418568437,0,0,0,0,0.00942486016421555,0.0215655069112778,0,0,0,0,0,0
X600028.SH,0.0815284351459714,0,0.1882668326863,0,0,0,0,0,0,0.103611956898067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852466205946552,0,-0.109382760388321,-0.009090091042392,0,0,0.00813713317681519,0,0,0,0,0,0,0.02392852176435,0,0,0,0,0,0,0,0,0,0,0.00920415903057381,0.0185561344888714,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236226273380332,0,0,0.339570626351789,0,0,0,0,0,0,0,0,0,0,0,-0.0096543493657763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663828907197004,0,0,0,0,0,-0.00265303972650051,-0.0208396386873915,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.10642033095946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594151967749882,0,0,0,0,0,0,0,0,0,0,0,0.278439144493534,0,0,0,0.272900129306157,0,0,0,0,0.00459419535232938,0,0,0,0,0,0,0,0,0,0,0.00706148056528121,0,0,0,0,0,0
X600019.SH,0,0,0.021761071467179,0.0798309794166292,0,0.0789711421871225,0,0,0,0,0,0,0,0,0,0,0,0,0.0378845845719224,0,0,0,0,0,0,0,0.235543416624249,0,0,0,0,0,0.0753146162427123,0,0,0,0,0,0,0,0,0,0,0,0,0.127427596253429,0,0,0,0.00705919145617305,0.000287698405415251,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264108575289148,0,0,0,0,0,0,-0.0405395873598012,0,0,0.137367609690007,0.209779867319723,0,0,-0.226455124140825,0.0330602696096626,0,0.143356889477587,0,0,0,0,0,0,0,0.146399218370615,0,0,0,0,0.0107076633642866,0.0241596184491058,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083298896354451,0.122396057520166,0,0.674804624080403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07698276161453,0,0,0,-0.031808599401038,0,0,-0.00569810335796951,0.010475714044292,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156871372243478,0,0,0.0672469629145193,0,0,0,0,0,0,0,0,0,0,0.163770807674941,0,0,0,0,0,0,0,0,0.081756449532933,0,0.207378997787598,0,0.188538502710316,0,0,-1.0842021724855e-19,-0.0202261151127681,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.219689790383545,0,0,0,0,0,0,0,0,0,0,0,0.0755275536404119,0,0.00333360432748113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030572164844348,0,0,0,0.0538737990225298,0.103139694219019,0.120384727703054,0.0907560134394724,0,0,0,-0.0070603355540355,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13467215846035,0,0,0.0445941002326354,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0176288849796578,0,0,0,0,0,0,0,0,0,0,0,0,0.0150438608007768,0.0566546758018087,0,0,0,0,0,0
