,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600623.SH,X601991.SH,X600027.SH,X600188.SH,X600111.SH,X600157.SH,X600362.SH,X601992.SH,X002466.SZ,X600547.SH,X600886.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X600489.SH,X601158.SH,X000792.SZ,X600583.SH,X300072.SZ,X600352.SH,X000883.SZ,X000898.SZ,X000539.SZ,X000027.SZ,X000630.SZ,X000983.SZ,X000723.SZ,X002470.SZ,X600549.SH,X002460.SZ,X002407.SZ,X000629.SZ,X600176.SH,X600021.SH,X000012.SZ,X000060.SZ,X000959.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0393655419151505,0,0,0,0.00116598731235255,0,0,0.0196724293346709,0.0186150521873445,0,0,0,0,0,0,0,0,0.192829500562806,0,0,0,0,0.0853671099640252,0,0,0,0,0,0,0,0,0,0,0.0018323590726539,0,0.0252556705579132,0,0,0,0,0,0,0,0,0.0126637914913342,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.15122492434543,0,0,0,0,0,0,0.0676233981079303,0,0,0,0,0,0,0,0,0,0.0763043090063014,0,0,0,0,0.142642449423517,0,0.0263398974450976,0,0,0,0,0,0,0,0,0.0124732874252197,0,-0.00440142759100215,4.33680868994202e-19,0,0,0,0,0,0,0,0.00537765347590672,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.120631128964934,0,0.142503660731491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137439255666537,0,0,0,0,0.0131137333952963,0,0,0,0,0,0,0,0,0.125377945709309,0,0,0,0,0.0703541745125591,0,0,0,0,0,0,0,-0.0112103758079471,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.00794677600280574,0.0271544319792848,0,0,0,-1.73472347597681e-18,0,0.462111232723191,0,0,0,0,0,0,-0.00371887129174709,0,0,0,0.083295623033835,0,0,0,0,0.0619799965311479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222336923066704,0,0,0,0,0.014823627755805,0,0,0,0,0.21184169453812,0,0,0.0346273849742315,0,0,0,0,0.258906517677625,0,0,0,0,-8.67361737988404e-19,0,0.0599478973975577,0.0448585846491712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0309755110670993,0,0,0,0.0469765419967442,0,0,0,0,0,0,0,-0.0152176023545498,0,0,0,0,0,0.0295555648662081,0,0,0.0601224598705204,0,0,0,0,0.257144587281078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19108799892033,0,0,0.0035635592597966,0,0,0,0,0,0,0
X600585.SH,0,0,0.0633092819240005,0,0,0,0,0,0,0,0,0.148689885326281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183825762899196,0,0,0,0,0,0,0,0,0,0,0.163403792987399,0,0,0,0,0,0,0,0,0,0,-0.0248421527119991,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125935704175758,0,0,0,0,0,2.16840434497101e-19,0,0.104536407579513,0,0,0,0.023816225779216,0.0968699139146396,0,0,0.116344370883541,0,0,0,0,0,0,0,0,0,0,0,0,0.2132618293791,0.0390097608694603,0,0,0.0144645730605446,0,0,0,-0.0707033871974605,0.0129970583774837,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801921197034219,0,0.00719305582475753,0,0,0,0,0,0.0730181899978786,0,0,0,0,0,0.16973333095155,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0767985101435624,0,0.0193447162354137,0,0,0.0555537557038824,0,0,4.33680868994202e-19,0,0.156528998337248,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0510360737084009,0,0,0,0,0,0,0.139910674258777,0,0,0,0,0.0135392008281956,0,0,0,0,0,0,0,0,0.0442586085624551,0,0,0.168253840566838,0,0,0,0,0,0,0.161249910282089,0,0.180068535192752,0,0,0,0,0,0,0.0109505779808185,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0190730689205577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247951941628996,0,0,0,0,0,0,0.124627680724205,0,0,0,0.122432735518391,0,0,0,0,0,0,0,0.0158657522948249,0.00500339781961844,0.0511044595199376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156494812577202,0.00771118400021953,0,0.275798038564447,0.0122669353462826,0,0,0,0,0,0,0,0.183839155036924,0,0.222366698844522,0,0,0,0,0,0,0,0,0,0.0557112405391593,0,0,-0.00293867293435226,0.16474576209363,0.221840415073894,0,0,0,0,0,-0.0358639700132148,0,0,0.185714161535972,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431049023979465,0,0,0.00920213388681927,0,0,0.107490877115566,0,0,0,0,0,0,0.0969602877211309,0,0.041343261627453,0,0,0,0,0,0.0561931750106871,0,0,0,0,0.0392494668655881,0,0.127768034870254,0,0,0,0,0,0,-0.0275100037284907,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.00398577900170462,0,0,0,0,0,0,0,0,0,0,0.0252549445363956,0,0,0,0,0,0,0.0474936402463665,0,0,0,0.0189404283819416,0,0,0,0,0,0,0.047056953372593,0,0.029763247293016,0.0313400761616624,0,0,0.0399277285111006,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.1014085565529,0,0,0,0,0,0,0,0.0939234162138642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449572592093108,0,0,0.0475508978358709,0,0,0.135226321943123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.173327730620249,0,0.0883644756216801,0,0,0,0,0.00911474132868408,0,0,0,0,0,0,0,0,0,0,0,0,0.0128896302852042,0.0160992057909984,0.0189299663522313,0,0,0,0,0.0682541075496565,0,0.117825272420912,0,0.146928381377181,0,0,0.00664590467026363,0,0.262174670082333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785475070717615,0,0,0,0,0,0.00776894646192942,0,0,0.130226894267452,0,0,0,0,0,0,0.00662683612473516,0.195392620969271,0,0,0.0389253378744799,0,0,0,0.143907337772014,0,0,0,0,-0.01278752091773,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0648449252528271,0,0,0,0.0842654786946259,0,0,0.0384942550878824,0,0,0,0,0.0506411783715601,0,0,0,0,0.0979191438481557,0,0.153960070604922,0,0,0,0,0,0,0,0,0,0.0999160517411642,0,0,0,0,0,0,0,0,0,0.0301778014006365,0.186539497052549,0,0,0,-0.0263752591955328,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.115763656466911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365338473595828,0,0,0,0,0.181202674205752,0,0,0,0,0,0.140725534654367,0,0,0,0,-0.082714895343132,0,0.142855206897043,0.0884973042593027,0,0,0,0,0,0,0,-0.0546261567119971,-0.000962433920120916,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.159585475345965,0,0,0,0.172465727720409,0,0,0,0,0,0,0,0,-0.0183803705214044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546844669626636,0,0,0,0.612003113536896,0.224546302832291,0,0,0,0,0,0,0,0,0,0.0202020969016759,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0475995879676803,0,-0.0506211107791375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879527592895221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776743598064032,0,0,0,0,-0.0674553871855945,0.0919159140271656,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.00817221678517498,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0305205181531482,0,0,0.0223370764589564,0,0,0,0,0,0.0544945407864791,0.158500905832562,0,0.192855774945832,0,0,0,0.0294691470712822,0,0,0,0,0.0577953219202419,0,0,0,0.0328710709950194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
