,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X002460.SZ,X600886.SH,X000792.SZ,X002466.SZ,X000708.SZ,X600111.SH,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X600803.SH,X000983.SZ,X600489.SH,X600027.SH,X600176.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X000408.SZ,X600219.SH,X600985.SH,X600688.SH,X000629.SZ,X300037.SZ,X002128.SZ,X002353.SZ,X600157.SH,X600612.SH,X601168.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.611536804634887,0,0,0,0,0,0.249074296599721,-0.00919981986409092,0,0,0,0,0,0,0.0597444138442648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805201438844977,0,0.032847763824627,-0.00311570261586137,0,0.0716445951281004,0,0,0,0,0
X600028.SH,0.509459420526101,0,0,0,0,0.0560365705772627,0,0,0,0,0,0,0,0,-0.118931030720704,0,0,0,0,0,0,0.0405494378051265,0,0,0,0,0.0540481749866329,0,0.069368589300297,0,0,0,0.0490026676504448,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378294707427759,0,0,0,0,0,0.010403934970682,-0.0117756171749356,0,0,0,0,0,0
X601088.SH,0.054071684229875,0.0461762332468499,0,0,0.123846012873812,0,0,0.246752505422172,0,0,0,0,-0.0279086867897146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362830693564413,0.000763006545212466,0.125443581178446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409133159058381,0,0,0,0,0,0,0
X600309.SH,0.0517220395701652,0,0,0,0.0137179282614845,0.0459642168436732,0,0,0,0,0.0992039512301837,0,0,0.0721393334724887,0,0.0177561111102331,0,0.135259208961684,0,0,0,0.0424437728280538,0,0,0,0,0,0,0,0,0,0,0,0,0.0356375791181434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991194460495869,0.0108425770592205,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0685386769463225,0,0.190488899545783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776505382228419,0.41360668471536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433704312792534,0,0.0625723397474875,0,-0.0191050459079193,0,0,0,0,-0.00315586858909459,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368802836598051,0,0,0,0,0,0.0509538250352916,0,0,0,0,0,0,0,0,0,0,0.142422162497559,0.139663382433041,0,0,0,0.0456974987566332,0,0,0,0,-0.0919140109237957,0,0,0,0,0,0,0,0.0127276731263892,0.0180852741120577,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0684669424865694,0,0,0,0,0.241102067023899,0,0,0,0,-0.0668183321550656,0.0814236537151718,0,0,0,0,0,0.183039383411133,0,0.14166103706595,0,0,0,0,-0.116934300998111,0,0.00615159709541783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108544361780227,0,0,0,-0.101534142399318,0.00771259011097992,0,0.0107833682006004,0,0,0,0,0,0
X601898.SH,0.126781062515309,0,0,0,0.165558185760706,0.0579334069494737,0,0,0,0,0,0,0,0,0,0.0232541801978677,0,0,0,0,0,0,0,0,0,0,0.0637994838641984,0.128752540869711,0,0,0,0,0,0,0,0,0,0,0.00334086074778157,0,0.162918629854558,0,0,0,0,0,0,0,0.113878281488166,0,0,0,0,0,0,0,0,0,0
X600011.SH,-0.0491150528163475,0,0,0,-0.185418028166113,0,0,0,0,0,0,0,0,0.255559019410844,0,0,0,0,0,0,0,0,0,0,-0.0804836152666376,0,0,0,0,0.856555290541357,0,0,0,-1.38777878078145e-17,0,0,0.0669743032508997,0,0,0,0,0,-0.0811459357400272,0.0122897166480801,0,0,0,0,0,0,0,0,-0.00230250120045167,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0712922130702668,0,0,0,-0.0448299364671174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842985187388669,0,0.537762509411786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855180953812923,0,0,0,-0.0219505454607627,-0.00188546214390495,0,0,0,0,0,0
