,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X002271.SZ,X002466.SZ,X600547.SH,X000786.SZ,X600176.SH,X000301.SZ,X600362.SH,X600111.SH,X600426.SH,X600011.SH,X600886.SH,X601600.SH,X601898.SH,X600010.SH,X600486.SH,X600352.SH,X600188.SH,X002080.SZ,X601991.SH,X002353.SZ,X600801.SH,X600803.SH,X600489.SH,X600795.SH,X600219.SH,X300037.SZ,X600688.SH,X600299.SH,X600516.SH,X600027.SH,X601168.SH,X002409.SZ,X600157.SH,X601992.SH,X600399.SH,X000932.SZ,X002497.SZ,X000723.SZ,X000898.SZ,X000027.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.00839162065158392,0,0,0,0,0.0177177164348696,0.0848778915212115,0,0,0,0,0,0,0,0,0,0.0279295486039027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490630236318156,0,0,0,0,0,0,0,0,0,0,0,-0.00402008766052515,0,0,0,0,-0.000290189244540529,0,0
X600028.SH,0,0,0,0,0,0,0,-0.0245067113933392,0,0,0,0,0,0,0,0,0,0.0636924249681992,0,0,0,0,0,0,0,0,0.0154421323544967,0,-0.0395392666555186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197893190946591,0,0,0,-0.00454194163631795,0,0,0,0,-0.0107877120036828,0,0
X600309.SH,0,0,0,0,0,0.0225311757588839,0,0.110536408609617,0,0.0418908347064504,0,0,0,0,0.111598368995637,0,0,6.93889390390723e-18,0,0,0,0,0,0.0844643894390001,0,0,0.12440932635826,-0.25499513588115,0,0,0,0,0,-0.0103117478004615,0,0,0,0.106982396508294,0,-8.67361737988404e-19,0.0265701769026918,0,0,0.0485545336723968,0,0,0,0.109789206959832,0,0,0,0,0.0176286462511459,0,0,0,0.0209848457720673,0,0
X601088.SH,0,0,0,0,0,0,0.0842185940444091,0,0,0,0,0,0,0,0,0.115343382746364,0,0,0,0,0,0.0510928174977954,0,0,0,0.278500397953822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209379854512032,0.00454383020746401,0,0,0,-0.0222251800606299,0,0
X600585.SH,0,0,0,0,0,0.0842428875579588,0,0,0,0,0,0,0,-0.00652089662863627,0,0.0239802924313245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224629991248428,0,0,0,0,-0.0150163961083614,0,-0.00502868985678369,0,0,0.047586579610338,-0.0206924525840569,0,0,0,0,0,0,0,0,0,0,-0.0214449346275987,0.0211758843839504,0,0,0,0.00635364101422734,0,0
X002460.SZ,0,0,0,0,0,0,0,0.315078624373858,0,0.0872012445289024,0.377762726160103,0,0.11267672194204,0,0,0,0,0,0,0,0,-0.124765762126387,0,0,0,0,0,0,0,0,0,0,0,0,0.210669316945713,0,0,0,0,0.163530562498453,0,0,0,0,0,0.243268489039891,0,0,0,0,0,-0.0378391000772931,-0.0279662942352772,0,0,0,0.0210725565501082,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.126366292297022,0,0,0,0,0,0,0,0.222147649200276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163765120462667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315191259389826,0,0,-0.0307423400300279,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.100050862470985,0,0,0,0,0,0,0,0,0.0217956169990012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119751525748695,0,0,0.125144017345222,0,0.0990473541464676,-0.166779624040741,0,0,-0.0576784152241757,0,0,-0.0283812197467124,0,0,0,0.00552886129435752,0,0
X000708.SZ,0,0,0,0,0,0,0.0527367472858589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308906931377693,0,0,0,0,-0.0527489129494106,0,0,0,0,0,0,0.114991081192823,0,0,0,0,0,0.0718564568216238,0,0,0,0,0,0,0,0,0,0,0,0,0.00292216910453646,0,0,0,-0.00318532096268719,0,0
X002271.SZ,0,0,0,0,0,0,0,0.226938216321116,0,0,0.0509250944805779,0,0,0.120843524830417,0,0,0,0.0198056984639627,0,0,0,0,0,0,0,0,0.0452916831061181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609560231555791,0,0,0,0,0,0,0,-0.0279870316223963,0,0,0,0,0.0201253792265776,0,0
