,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X000539.SZ,X002075.SZ,X601158.SH,X600352.SH,X601992.SH,X600309.SH,X000027.SZ,X600021.SH,X000898.SZ,X000883.SZ,X002353.SZ,X002470.SZ,X000629.SZ,X600808.SH,X600863.SH,X000792.SZ,X600660.SH,X600307.SH,X601918.SH,X600098.SH,X000060.SZ,X000878.SZ,X600578.SH,X000825.SZ,X600489.SH,X300072.SZ,X600008.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.655449333073436,0.08466075792397,0,0.0303761701972721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521767473938994,-6.93889390390723e-18,0,0,0,0,0.0681245400664789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703571984253023,-2.16840434497101e-19,0,0,0,0,0,0
X600028.SH,0.28879250913911,0,0.0828866673608079,0,0,0.188452830329457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785130072161613,0,0,0,0,0,0,0,0,0,0,0,0.0448168149062871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0380403326035713,0,0,0.159955521208824,0,0.0998967865293056,0.164967121624506,0,0,0,0,0,0,0,0,0,0,0,0.0117676646055126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639047909403593,0,0,0,0,0,0,0,0,-0.018860695061592,-0.00294796367274357,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0559126882389373,0,0,0,0,0,0,0,0,0,0,0,0,0.0616183451817353,0,0,0,0,0,0,0,0,0.10308820999517,0.0655461286902928,0,0,0,0,0.243975394199133,0,0,0,0,0,0,0.121449236222459,0,0,0,0,0,0,0.0217180801130016,0,0.00692919204506611,-0.0176197451048314,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0804195547142724,0.119539110862079,0,0,0,0,0.166923819812276,0,0.0851618215185495,0,0,0,0,0,0,0,0,0,0,0,0.00950277768527782,0,0,0,0,0,0,0,0,0,0,0,0,0.00157855258178782,0,0,0,0.387727294028138,0,0,0,0,0,0,-0.00148112037221449,0.00166070667262826,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.111891502020267,0,0,0,0,0,0,0,0.00176721693789256,0.148970912339817,0,0,0,0,0,0.0126849704074133,0,0,0,0,0,0,0.0163072507748466,-1.38777878078145e-17,0.273118901542814,0,0,0,0,0,0,0,0,0,0.118805592039686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0967181664700312,0,0.156187103127099,0.0934064071377418,0,0,0,0,0,0.157629000740482,0.111631878233342,0,0,0,0.0336265315958577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218174845002341,0,0,0,0.181342065301765,0,0,0,0,0,0,0.00384051350655891,0,0,0,0,0,0,0
X600585.SH,0,0,0.0557575071259295,0,0.0232602953515445,0.270902441434612,0,0,0,0.0154780111593003,0,6.93889390390723e-18,0,0,0,0,0.208700666337737,0,0.00494273264568412,0,0,0,0,0,0,0,0,0,0.0015519465002166,0,0,0,0,0,0,0,0.0673963239013609,0,0,0,0,0,0,0,0,0,0,0,0,-0.00948678345536005,-0.0192163515429837,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0671578413118502,0,0.00762001886195439,0.013933197997434,0.0889761184481649,0,0,0,0,0,0.0412704217536039,0,0,0,0,0,0,0,0.19642564323941,0,0,0,0,0,0,0.277658057925899,0,0,0,0.00984366857290687,0,0,0,0.0864315479882227,0,0,0,0,0,0,0,-0.00225864701231826,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0315243246853857,0,0.0609443995986155,0,0,0,0,0,0.0752382791316964,0.166279817605928,0,0,0,0.0733377961205442,0,0,0,0,0,0,0.0269721948884486,0,0.0689035378437163,0,0.0758376715565444,0,0,0,0,0.0338383000501103,0,0,0,0,0,0,0.0215060301298473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
