,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X002271.SZ,X600010.SH,X000877.SZ,X600660.SH,X600188.SH,X601600.SH,X000708.SZ,X000301.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000408.SZ,X000723.SZ,X600176.SH,X600426.SH,X000786.SZ,X601991.SH,X002080.SZ,X600219.SH,X600803.SH,X600795.SH,X600027.SH,X600399.SH,X300037.SZ,X600688.SH,X300073.SZ,X002326.SZ,X600141.SH,X600516.SH,X600378.SH,X600486.SH,X600352.SH,X000825.SZ,X600801.SH,X600489.SH,X000959.SZ,X600157.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.436539359043979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553185075913632,0,0,0.065422909266565,0,0,0,0,0,0,0,0.0778240607296026,0,0,0,0,0.0106895027358042,0,0.074140885527702,0,0,0.0185106198923503,0,0,0,0.0429730605195665,0,0,0,0,0,0,0,0,0,0,-0.0201882679063201,0,0,0,0,0,0,0
X600028.SH,0.0455623065301244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072184807105805,0,0,0,0.0549548817134283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.0116473882387553,0.0297366687904118,0,-0.0254758460320793,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.135878667781357,0.0679622537271656,0,0,0,0,0.318185021042099,0,0,0,0.0450460117398278,0,0,0,0,0.0260134981908424,0,0,0,0,0,0,0,0,0,0,0,0.0626979774578267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332262610012284,0,0,0,0,0,0,0
X600309.SH,0.0645880601798779,0,0,0,0,0.0368450345343227,0,0,0,0,0,0.021811281957263,0,0,0.00131937157049038,0,0,0,0,0.0496860130381703,0,0,0,0,0,0,0,0.148697295264185,0,0.0472900817687624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166066342631719,0,0,0,0,0.0107483022929412,0,0,0,-0.0259017356143392,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0561386278478597,0.0206987804248282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161164863200397,0,0.120089605293985,0,-0.0508023404535502,0,0,0,0,0,0,0,0.0314006425119064,-0.0355337833144357,0,0,0,0,0,0,0.248740351259457,0,0,0,0,0,-0.00276825794274551,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.36545104098854,0,0,0,0,0.0932176252309423,0,0,0,0,0,0,0,0,0.138760776314402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926397290155173,0,0,0,0,0,0,0,0,0,0,0,0.00112341232459629,-8.67361737988404e-19,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.172792103185123,0,0,0,0.0780463981018566,0,-0.114221653354326,0.127240020642082,0,0,0,0,0,0,0,0,0,0,0.275867240865433,0.0692805247675104,0,0,0,0,0.0408698615500811,0,0,0,0,0,0,0,0,0,0,0,0.159035179576202,0,0,0,0,0,0,-0.08297134224919,0,0,0,0.0202931185819774,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.331578027638903,0.0585137763366208,0,0.330456708210543,0,0,0,0,0,0.110321538477884,0,0,0,0,0,0,0,0.0611746252241334,0,0,0,0,0,0,0,0,0,0,0.0375994427114144,0.0486660603092953,0,0,0,0,0,0,0,0,0,0,0.0521620675262114,0,-0.0133692370452269,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0803280466008859,0,0,0,0,0.10381979315286,0.00626253521545396,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0308646578210174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14839482276129,0,0,0.0147780047143342,0,0,0,-0.0150480437129093,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.462912765003983,0.195543029921781,0.10810949256312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155833028332204,0,0,0,0,0,0.12839713923536,0,0,0,0,0,0,0,0.0397190935124929,0.0159177308745247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.157863042712194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395661162709901,0,0,0.105637156019908,0,-0.0430952974420301,0,0,0,-0.11553593310175,0.0995412227930627,0.0629478531593768,0,0,0,0.527280997765793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151985062066794,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,-0.0427941868869996,0,0,0,0.109071637706781,0,0,0,0,0,0,0,0,0,0,0,0,0.81495162325032,0,0,0,0,0,0,0,0,0,-0.0551359105532256,0,-0.0158702367441433,-0.0669740842795798,0,0,0,0,0,0,0,0,0,0,-0.0139707977552177,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.500005557866045,0,0,0,0,0,0,0,0,0.0647166708253784,0,0.0232719801323099,0,0,0,0,0.00370053891937933,0,0,0,0,0,0.0419880797531049,0,0,0,0,0,0,0,0,0,0,0.0638200537317669,0,0,0,0,0,0,0.105250542505318,0,0,0,0,0.0238869686800872,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0555219541631191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117805282780877,0,0,0,0,0,0.345758773077048,0,0.0290745310956505,0,0,0,0,0.0203841523055954,0,0,0,0,0,0
