,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X601158.SH,X600188.SH,X600583.SH,X000027.SZ,X601992.SH,X000539.SZ,X600309.SH,X000709.SZ,X000898.SZ,X600352.SH,X600021.SH,X000883.SZ,X600660.SH,X601918.SH,X002470.SZ,X000792.SZ,X600098.SH,X600489.SH,X600623.SH,X600022.SH,X600307.SH,X000629.SZ,X600863.SH,X600547.SH,X600808.SH,X002353.SZ,X600008.SH,X000060.SZ,X300072.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.658965357039233,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00474784224217357,0,0,0,0,0,0.0289991786661594,0,0,0,0,0,0,0,0,0,0.0159815097131862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456567701211692,0,0.0508248970799294,0,0,0,0,0
X600028.SH,0.29396628617206,0,0,0,0.0583770795755763,0,0,0,0,0,0,0,0,0,0,0,0,0.0682838908251092,0,0,0.0457198901731488,0,0.0319719099960657,0,0,0,0,0.12797194237262,0,0,0,0.0859530304515753,0,0,0,0,0,0.00212222599580851,0,0,0,0,0,0,0,0,0,0,-0.0244572568554181,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.422687264479957,0,0,0,0,0,0,0,0.19938543728765,0,0,0,0,0,0,0,0,0,0,0,0,0.116290256973297,0,0,0,0,0,0,0,0,0,0,0,0,0.00277715734215337,0,0,-0.0421921779703471,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.465755472860142,0.122226064404674,0,0,0,0,0,0.0815465498528189,0,0,0.0420266819104326,0,0.102199552053272,0,0.0885580643978024,0,0,0,0,0,0,0,-0.0228000295051259,0,0,0,-0.00504835076161294,0,0,0,0,0,0,0,0,0,0,-0.0217650562602479,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.10857961965938,0,0.0012964467475013,0,3.46944695195361e-18,0,0,0,0,0.233288293391987,0,0.262415789925481,0.000368341359168241,0,0,0,0,0,0.0564356718430354,0,0.0268617869775741,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0843440895308471,0.0608990791526152,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,8.67361737988404e-19,0,0.0758708634965491,0,0,0.159060160667545,0,0,0,0.266774883928957,0,0,0,0,0.0595942256375111,0.0360899636152726,0,0,0,0.0230770502660564,0,0,0,0,0.0430624175038496,0,0,0,0,0,0.0289608912023464,0,0,0,0,0,0,0,0,0.0981200219710954,0,0,0,0,0,0,-0.0237675071397721,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0762452205892752,0.202274445699549,0,0,0.146427853377813,0,0.0688234497399508,0,0,0,0,0,0.0788611937524697,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0382663507081672,0,0,0,-0.0121978104610561,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.562391750524047,0,0,0,0,0,0,0.0784930657788472,0,0.187982580023926,0,0,0,0,0,0,0,0.0636616943418192,0,0,0.161178086864622,0,0,0,0,0,-0.0274555660084426,0,0,0,0,0,0,0,0,0,0,0,-0.0184728018243702,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.00191728650354046,0,0,0.0146123840643775,0.168691018574505,0.201354855263286,0,0,0,0.107918583537463,0,0,0,0.0668822587127479,0.134960292098731,0,0,0,0,0,0.0120356642106786,0,0,0,0,0,0,0,0.0310714029087788,0,0,0,0.0214955230734587,0,0,0,0.0205468429594652,0,0,0.0673185822442274,0,-0.0129752402293475,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0889526825104224,0,0,0,0,0,0,0.189024202263484,0,0,0,0,0,0,0.091289152981716,0.126090123977539,0,0,0,0,0,0,0,0.195683228225889,0,0,0.0862125683728617,0,0,0,0,0.0894080582226163,0,0,0,0.0422351115047334,0,0,0,0,0,0.0613668444953462,0,0,-0.0479148767871528,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.206761865321693,0,0,0,0,0,0,0,0,0,0.13215121631067,0,0,0,0,0,0,0,0,0,0.0288325154911255,0,0,0.00629591695750451,0,0,0,0.0225646823184236,0.155895657582687,0,0,0.0295433561024714,0,0,0,0,0,0,0,0.234998953479225,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.355218735324252,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0324690530051649,0,0,0,0,0,0.196847558616096,0,0,0.130741872628582,0,0,0,0,0,0,0,0,0,0,0,0,0.0545360427039327,0.0338620370888417,0,0,0,0,0,0,0,0,0,0.0298303138883749,0.037245490055459,0,-0.0110488117822762,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.436726139985119,0,0,0,0,0.00418577132471686,0,0,0,0,0.0972753741694429,0,0,0,0,0,0,0.136714445578666,0,0,0.0404721609202299,0,0,0,0,0,0,0,0.0842230272118824,0,0,0,0,0,0,0,0,-0.033303883740332,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038376893393495,0,0,0.167774698208224,-0.0584779247663339,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0.607351813041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707409498943146,0,0,0,0,0,0.0755272426170479,0,0,0,0.0100634953240224,0,0,-0.0229025055261682,0,0,0,0,-0.0145842693167097,0,0.0465802296324864,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0817361472370739,0,0,0,0,0,0,0,0,0,0.0891471688490274,0.0845092469040151,0.130734139266154,0,-6.93889390390723e-18,0,0.0210174796077683,0,0,0,0,0.0312559413698438,0,0,0,0,0,0,0.157460327768822,0,0,0,0,0,0,0,0,0.200260394898999,0,0,0,0,0,0,0,0,0,0,0
