,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600688.SH,X600352.SH,X600111.SH,X600801.SH,X600027.SH,X000723.SZ,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X600299.SH,X601158.SH,X000883.SZ,X600426.SH,X002466.SZ,X000629.SZ,X600612.SH,X600219.SH,X000027.SZ,X000630.SZ,X002353.SZ,X600315.SH,X600583.SH,X000553.SZ,X601699.SH,X000401.SZ,X600021.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772617940445304,0.0208978744136891,0,0,0,0,0.000624179758811008,0,0.0294237818496735,0,0,0,0.0234845828666575,0.0066435462866319,0,0.0116858087698852,0,0,0,0.0211773009993341,0.0739769231353996,0,0,0,0,0.00620628158254463,0,0.133460729264781,0,0,0,0,0,0,-0.0041716943872896,0.00903902266993986,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0487777244696292,0,-0.0091892617249526,0,0,0,0,0,0,0,0,0,0.0249663826634999,0,0.0250374136894561,-0.0116771089092136,0,0,0.00440362334955461,0.0473587118997262,0,0.01608254622875,0,0,0,0,0,0,0.0495408470903809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199187209243972,0.0201944110188649,0,0,0,0,0,0
X601088.SH,0,0,0,0.121215685535745,0.00722563600914804,0,0,0,0,0,0,0,0,0,0,0,0.164332405180738,0,0.0426374871423814,-0.0605464896292449,0.0533102468050275,0,-1.73472347597681e-18,0,0,0,0.0704145091146511,0,0,0,0,0,0.00876498656856592,0,0.109896757556613,0,0,0.080662295572501,0,0,0,0,-0.149715683240622,0,0,0,0,0,0,0,0,-0.0017615740007709,0.0353037519023502,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485986506874358,0,0.409019372313666,0,0.0094797221509038,0,0,0,0.278047020334936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00187075214416161,0.00244276337215316,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.228462623702345,0,0,0,0,0,0,0,0,0,0,0,0.267583582835317,0,0.0264879104603738,0,0,0.0458806876527615,0,0,0,0,0,0,0,0,0,0,0,0,-0.060186889278535,0,0,0,-0.0869638746852402,0,0,0.136652105428706,0,0,0,0,0,-0.00208640211603803,0.00833072675623934,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0787360260599909,0,0,0,0.0145464149349748,0,0.0941140898381518,0,0,0,0.0437939479570121,0,0,0,0,0.0243773686435044,0,0,0.0656272234370721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784566881532951,0,0,0,0,0,0,0,0,0,0,0.0272705515511601,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913827358533653,0,0,0,0,0,0.730201181135329,0,0,0,0,0,-0.0235353387223838,0,0,0,0,0,0,0,0.014251971763187,0,0,0,0,-0.12696909832751,0,0,0,0,0,0,0,-0.0407595473544465,0.0266659953000801,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.230715292248238,0,0,0,0,0,0,0,0,-0.0602030751765694,0,0,0.312414684187074,-0.00130560510818924,0,-0.0797493354267162,0.0116932072267259,-0.0535661729649215,0,0,0,0,0,0,0,0,0,0,0,-0.00651406640043464,0,0,0,0,0.0101968002767994,0,-0.0837389485864209,0,0,0,0,0,-0.0105873098513286,0.018148906552953,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0246584726447396,0,0,0,0,0,0,0,0,0,0.0419423303632541,0,0,0.184614421779466,0,0,0.0985844772962939,0,0,0.12412293819251,0,0.0423988072399405,0,0.0802446215311728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00944202284978938,0.0113125521164701,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107072680192085,0,0,0.0332871251922733,0,0,0,-0.0562896719978737,0.0979432704502183,0,0,0,0,0,0,0,0.0473381814504426,0,0,0,0.00935291699656187,0,0,0,0,0.102692512096021,0,0,0,0,-0.0102895580000263,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902277770442784,0,0.0631622863540811,0.125308102330045,0,0.0836308177978144,0,0,0.0518219755337384,0,0,0,0,0,0,0,0.0875425405487666,0,0,0,0,0.15214462690324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429253931899828,0.00665265477345918,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.000817169200320927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600025023337937,0.128894420008674,0,0,0,0,0,0.0200856588977057,0.0816788160484302,0,0.0354538093593444,0,0.13265934627516,0,0,0.133195443748726,0,0,0,0,0.0419194440378324,0,0,0,0,0,0,0,0,0.0232521358242245,-0.00692985759212663,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0866317615696489,0,0,0,0,0,0,0.0825350009035436,0,0.0611185131708743,0,0,0,0,0,0,0,0.0903220523341763,0.174707206454474,0,0.0253581110911422,0,0,0.00993089848831346,0,0,0,0,0,0,0,0,0,0,0,0,0.0079865519186584,0,0,0,0,0,-1.0842021724855e-19,-0.00832760397223527,0,0,0,0,0,0
