,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X601992.SH,X600027.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X600583.SH,X000630.SZ,X000792.SZ,X002466.SZ,X600098.SH,X600219.SH,X000825.SZ,X600352.SH,X000408.SZ,X000883.SZ,X000723.SZ,X000983.SZ,X000539.SZ,X601699.SH,X600021.SH,X002092.SZ,X000027.SZ,X000937.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.312213068206704,0,0,0,0,0,0,0.0109126492163356,0,0,0,0,0,0,0,0,0,0.0479831182745042,0,0.056287290058028,0,0,8.67361737988404e-19,0.0356481016899172,0,0,0,0.00843013263337824,0,0,0,0,0,0,0,0.0503366806275498,0,0,0,0,0,0,0,0,0.0354974561123821,0,0,0,0,-0.000285572219353048,-0.00536292065796275,0,0,0,0,0,0
X600028.SH,0.786292361147774,0,0,0,0,0,0,0,0,0.0612110329356718,0,0,0,0.0171225945826492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959810739853311,0,-0.08039667343836,0.0292068060621726,-0.0107718235691666,0,0,0,0,0,0
X601088.SH,0,0.0382615751274022,0,0,0,0,0,0.0238730574786302,0.0392981863804162,0,0,0,0,0,0,0,0,0,0,0,0.0464307237894655,0,0,0.121196928870201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160064904113169,0,0,0,0,0.00730728626071352,0,-0.0285967698535742,0.0146444608575146,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0158063323048806,0.0288786231111081,0.165204741527696,-0.0111468786505789,0,0,0,0,0,0,0,0,0,-0.0798591393611649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12132151506872,0,0,0,0.0134466864857329,-0.0165177058673174,0.0160977032823599,0,0,0,0,0,0
X600019.SH,0,0,0.375283015974453,0.197612678182965,0,0,0,0,0,0,-0.174013787802508,0,0,-0.0341505496847885,0,-0.0751745157560282,0,0,-0.244537314869657,0,0,0,0,0.191042120271541,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207058146712521,0,0,0,0,0,0,0,0.0821885662283477,0,0,0,0,0.00680571826285851,-0.00375567357135816,0.0144105871931686,0,0,0,0,0,0
X600585.SH,0,0.0559449070876264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135311761680593,0,0,0.161461256996562,-0.0494066494655226,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114503009236072,0,-0.00888233197772393,0,0,0,0,0,0,0,-0.0412864350022865,-0.201362522914837,-0.00725256863355379,0.00995218890408069,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0547410903174524,0,0,0.0911559255572633,0,0,0.052047670799521,0,0,0,0.058386223227065,0,0,0,0,0.142239121165721,0,0,0,0,0,0,0.0401247979053366,0,0,0,0.123805996564855,0,0,0,0,0,-0.00925798504356442,0,0,0,0,0,0.112894478302923,0,0,0,-0.0292373246845182,0.0116026937543837,0,0,0,0,0,0
X601898.SH,0,0,0.130093344233194,0,0,0,0,0,0,0,0,0,0,0,0,0.123878105307731,0,0,0,0,0,0,0,0,0,0.126725025989975,0,0,0,0,0.123848621578703,0,0,0,0,0,0,0,0,0,-0.053375678982372,0.0923316498515296,0,0,0,0,0,0.0584328278716968,0.0696557773038022,0,-0.0301520493424722,0.0112795993841823,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.147354463640408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112968952461183,0,0,0,0,0.157908957664951,0,0,0,0,0,0,0,0,-0.0334319161706772,0,0,0,0,0,0,0,0.138193932657904,-0.153807011334469,-0.0148065508986657,0.0062545797886259,0,0,0,0,0,0
X600688.SH,0,0.426676149541819,0,0,0.00178304697735159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333698523883069,0,0,0.0414285845418563,0,0,0.193162720841039,0,0,0,0,0.0961065492698357,-0.0240285714150647,0,0,0,0,0,0,0,0.0214121717674079,0.0945720758814585,0,0,0.0350436539988698,-0.021007144475008,0,-0.00120954554456033,0,0,0,0,0,0
