,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601600.SH,X601991.SH,X600111.SH,X600362.SH,X600188.SH,X600010.SH,X600795.SH,X600886.SH,X601992.SH,X600027.SH,X600688.SH,X600309.SH,X600583.SH,X601158.SH,X000792.SZ,X000898.SZ,X000709.SZ,X000883.SZ,X002353.SZ,X600489.SH,X600547.SH,X000629.SZ,X000539.SZ,X000831.SZ,X000825.SZ,X601699.SH,X000630.SZ,X600315.SH,X000027.SZ,X600660.SH,X600352.SH,X600549.SH,X000983.SZ,X002470.SZ,X000937.SZ,X600808.SH,X000959.SZ,X600578.SH,X600307.SH,X000960.SZ,X600008.SH,X600490.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0622954089498602,0,0.0659812252108831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280574700418661,0.0174752557953373,0,0.0146410616226391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.00362493281306285,-0.0013553698303387,0,0,0,-0.0149961568227499,0,0
X600028.SH,0,0,0,0.0177384010213646,0.0642803728690406,0.0881596667540618,0,0,0,0,0,0.0195498888896933,0,0,0,0,0,0,0,0,0,0,0.0580366323820643,0,0,0.110356843550911,0,0,0,0,0,0,0,0,0,0,0.0224017371149003,0,0,0,0,0,0,0,0.0171541872683835,0,0.133204514540869,0,0,6.7762635780344e-21,0,-0.00660143807998403,-0.00551523211165215,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0884087944464304,0.118529527672597,0,0,0,0.183547565211025,0,0,0,0,0,0,0,0,0,0,0,0.00315462620281219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755981793284211,0,0,0,0,0,0.00349302084315053,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.167133980633234,0,0,0,8.67361737988404e-19,0.109496655592391,0,0,0,0,0,0,0,0,0,0,0.00387942634705774,0,0.0492046129349684,0,0,0.0370871401993169,0,0.0587013083266696,0,0,0,0,0,0,0,0,0,0,0.00211111169906267,0,0,0,0,0,0,0,0,0,-0.0172800142330339,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.194173588676916,0.0191892486529413,0,0,0,0,0,0.0607859306990277,0,1.73472347597681e-18,0,0.247168181981896,0.0754875499866226,0,0,0,0,0,0,-0.0391613884036563,0,0,0,0,0,0.0510620753354621,-0.0329435615018356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031865201294479,0,0,0.00768947269057911,-0.0053853405141734,0,0,0,0,0,0
X600019.SH,0,0,0,0.186084002211442,0.151269098022849,0,0,0,0,0,0,0.0740325675467444,0,0,0,0,0,0,0,0,0,0,0,0.295978218657071,0,0,0,0,0.0946146426107227,0,0,-0.0136804496980706,0,0,0,0,0,0,0,0,-0.0383559559101972,0,0,0.0550143583926827,0,0.0296094373367909,0,0,0,0,0,-0.00757695465300933,0.00375438119058557,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.292569765747368,0,0,0,0.16523401931433,0,0,0,0.0532934531344458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145301794347001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00802172358764355,0,0.0449094358661186,0,0,0,0,-0.00959498336062161,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0731328642217156,0,0,0,0.454041364407422,0,0.00202240200086787,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0323351028775458,0,0,0,0,0.0772152181005101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609743455338517,0,0,0,0,0.0340506873066815,0.0544956566935,0,0.00123587699741441,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0340676232378262,0,0,0,0.00692158093775629,0,0,0,0,0.110897878094466,0,0,0,0,0,0,0,0,0,0,0,0.151599646507375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121443286952667,0,0,0.0673284644222103,0.00778269599384881,0,0,0.00286773989873203,-0.0168571995652906,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709959424684548,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0408468953049944,0,0,0.0410093107298172,0,0,0.0810160990524961,0.0340220324502596,0,0,0,0,0,0.285010182530818,0,0,0,0,0.0220901311352458,0,0,0.0575126312631329,0,0,0.0190323071311724,0,-0.00679881988899336,0.00183109395042172,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177332909244973,0,0,0,0,0,0,0,0.113341532648655,0,0,0.162499900344161,0,0,0,0,0,0,0,0,0.0147619210441673,0,0.0505884178322477,0,0,0,0,0.110139647274769,0,0,-0.0090306884853104,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228254401473697,0,0,0.216798411307496,0,0,0,0,0,0.0300279290574409,0,0,0,0,0,0,0,0,0,0,0.0686943174962911,0,0,0,0,0,0,0.616326947449092,0,0,0,0,0,0,0.0382467736754736,0,0,-0.0175936088015337,0.0259529777292451,0,0,0,0,0,0
