,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X600362.SH,X000301.SZ,X600011.SH,X600426.SH,X600886.SH,X601600.SH,X601898.SH,X600111.SH,X600010.SH,X600352.SH,X600188.SH,X600486.SH,X002080.SZ,X601991.SH,X002353.SZ,X600801.SH,X600219.SH,X600795.SH,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X600299.SH,X600157.SH,X601168.SH,X002409.SZ,X600027.SH,X601992.SH,X000932.SZ,X002497.SZ,X600399.SH,X600516.SH,X000898.SZ,X000027.SZ,X300073.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0207537334802791,0,0,0,0,0,0,0,0.0514015362506746,0.0233190923422582,0.0462004023746825,0,0,0,0,0,0,0,0.0733207636162747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466254121811615,0,0.0144652055674774,0,0,0,0,0,0.00515920405848306,0,0,-0.00365430542105784,0,-0.00183085019745721,0,0,0,0,0.00122498866982814,0,0
X600028.SH,0,0,0,0,0,-0.0576544118422704,0,0,0.0232288624571613,0,0,-0.000772531661625319,0,0,0,0,0.0903950649253243,0.0875913745850268,0.101962973979706,0,0.0887300877117154,0,0,0,0,0,0.0113494171261518,0,-0.0152817139757296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893818351100639,0,0,-0.0447110988118437,0,-0.00902905481669078,0,0,0,0,-0.000564215512047353,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941861920550334,0,0,0,0,0,0.113810634014561,0,0,0,0.395974701322213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110706072591854,0,0,0,0,-0.00656055004107896,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341238775035123,0,0.149851675188945,0,0,0,0,0,0,0,0.28527012562655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006090383180947,0.0360395272746937,0,0,0,0.0011369192348191,0,0
X600585.SH,0,0,0,0,0,0.0749838982093153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180536061179472,0,0,0,0,0,0,0,0,0,0,0,0.0669911200838405,0,0,0,0,0,0,0,0,0,0,0,0,-0.00618108168644754,0,0,0,0,0.0071069113364536,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0936471824876801,0,0,0,0.268093994247436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10080734189309,0,0,0.0334368216499997,0,0,0,0,0.363724126586366,0,0,0,0,0.217953458455802,0,0,0,-0.0698810285877878,0,0,0,-0.00418205650879292,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.207775571905055,0,0,0,0,0,0,0,0,0,0,0,0,0.232635554984336,0,0,0,0,0.009948378813293,0,0,0,0.141003237358972,0,0,0,0,0,0,0,0,0,0,0,0.000402009945903798,0,0,0,0,0,0,0,0,0,-0.0349281669183636,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0998458310061625,0,0,-0.0207635111693331,0.0509419174284815,0,-0.0336335772775671,0,0,0,0.0584446201733504,0,0,0,-0.0461053037714723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366976204705975,0,0,0,0,0.0597847025814031,0,0,0.0214555237629179,0,0.058825051831254,0,0,-0.0342417420164882,0,0,0,0.0240633183302476,0,0
X000708.SZ,0,0,0,0,0,0,0.0116797743145065,0,0,0,0,0,0,0,0.00471934988329854,0,0,0,0,0,0.0192134305590299,0,0,0,0,0,-0.0381190197997103,0,0,0.0888926498860657,0.170819322253336,0,0,0,0,0,0,0,0.0409167905884162,0,0,0,0,0,0,0,0.0366630804007274,0,0,0,0,-0.0163363050325004,0.023743974625597,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0.00615287066873868,0,0.207309981200825,0,0,0,0.0972981822009915,0,0.211353014379281,-0.0294837132268225,0,0,0,0,0,0,0,0,0,0,0,0.019141897128484,0,0,0,0,0,0,0,0,0,0,0,0,-0.080119247083248,0,0,0,0,0.181872423220465,0,0,0,0,0,0,-0.0130498950725426,0,0,0,0,0.0103765226033035,0,0
X600547.SH,0,0,0,0.0420165026951106,0,0.122698794642878,0,0,0,0,0,0,0,0,0.00265018969878148,0,0,0,0,0,0.000288468048291971,0,0,0,0,0,0.00760205093453149,0,0,0,0,0,0.419657310214529,0,0,0,0,0,0,0,0,0,0,0,0.0852261564347577,0,0,0,0,0,0,0,-0.00445318661681759,0,0,0,0.00268447479162817,0,0
X002466.SZ,0,0,0,0,0,0,-0.349990287294873,0,-0.364437991224398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10710190781784,-0.133567368309124,0,0,0,0,0,0.242294077671746,0,0,0,0,0,0,0,0.128808567894138,0,0,0,0,0.0768765976013452,0.180979823744889,0,0,0,0,0,0,0.0612055596022813,0,0
X000786.SZ,0,0,0,0,0,0.0407445183279257,0,0,0.121550549516243,0,0,0,0,0,0,0,-0.0698714990727523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332216550552979,0,0,0,0,-0.0335297231569694,0,0,0,0,0.0625660674883288,0,0.0463586037578463,0,0,0,0,0.00989830032726386,0,0,0,0,0.00332306646744018,0,0
