,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600801.SH,X002466.SZ,X600795.SH,X000786.SZ,X600352.SH,X002271.SZ,X601991.SH,X600688.SH,X002353.SZ,X600176.SH,X600111.SH,X601992.SH,X600027.SH,X600583.SH,X600426.SH,X000723.SZ,X600299.SH,X600516.SH,X600489.SH,X000898.SZ,X601158.SH,X600219.SH,X000883.SZ,X600612.SH,X000709.SZ,X000792.SZ,X002080.SZ,X000553.SZ,X000027.SZ,X000630.SZ,X600808.SH,X000818.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.00278146378369382,0,0.057246760732928,0,0,0,0,0.0163452387540882,0.0130892114869436,0.0285287259444587,0,0,0,0,0,0.249140379721913,0,0,0,0,0,0,0,0,0,0.0591430013147918,0.169500569186358,0,0,0,0,0,0,0,0.0146918456071994,0,0,0,0,0.0158852109767476,0,0,0,0.00356764935183227,0,0,0,0,0,0
X600028.SH,0.0481331291863868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651992349212745,0,0.033951365186378,0,0,0,0.307744686438032,0,0,0,0,0,0.0154605411627299,0,0,0,0,0.0105403972475418,0,0,0,0,0,0,0,0,0.0191140721187019,0,0,0,0.0107939482002983,0,0,-0.000153861902037232,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0139173379935474,0,0.0654046298960468,0,0,0,0,0.238919198831748,0.0243541708010388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104999055942077,0,0,0,0,0,0,0,0,0,0,0.00719737590313771,0.0260486035152911,0,0,0,0.00237449178522389,0,0,-0.00112723755616407,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.028792334622679,0,0,0,0,0,0,0,0,0,0,0,0.016009294250492,0.40294839267945,0,0,0,0,0.0123470507663582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363360098972863,0,0,0,0,0,0,0,0.0115443743530659,0,0,0,0,0.0442937067956017,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812418449263308,0,0.306671417128517,-0.0684409523912688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354094237550319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943378870944199,0.0456595245425998,0,-0.00723017483893404,-0.00494654947167218,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0388035304078419,0,0,0,0,0.135128699488071,0,0.0424570480448741,0.113190912036377,0.0521544792920388,0,0,0,0,0,0,0,0.0333571457111508,0,0,0,0.126265388460185,0,0,0,0,0,0,0.0658477760874335,0,0,0,0,0,0,0.0192397276763167,0,0,0,0,0,0,0,0.00520095280947829,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0508426344861354,0,0,0,0,0,0,-0.10186856673714,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282966177204693,0,0,0,0,0,0.831697368695002,0,0,0,0,0.25889284648414,0,0.00171310203939883,-0.0278729139931736,0,0,0,0,0,1.73472347597681e-18,0,0,0.0280784476728638,0,0,0,0.0440434389695099,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.152828030071109,0,0,0,0.0888429020010698,0.322593797936702,0.0279165571829772,0,0.111237801096359,0,0,0,0,0,0,0,0,0,0,0.018970525459154,0.053006162137961,0,0,0,0.0347559336048151,0,0,0,-0.00214853269120908,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.03567993258129,0,0,-0.0481636196486952,0,0,0,0,0,0,0,0.247956845410321,0,0,0,0.245415044531653,0,0,0,0.147700508410538,0,0,0,0,0,0,0.150867929972706,0.166179168142342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660045690590759,0,0,0.0126543498920684,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326002171850648,0.31318970658476,0,0,0,0.20020479882211,0,0,0,0,0.178133470334062,0,0,0.146116811265298,0,0,0.0701462278347678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434094903322967,0,0,0,0,0.0727535414202223,0,0
