,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600547.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600111.SH,X600176.SH,X600516.SH,X002466.SZ,X000629.SZ,X600299.SH,X000709.SZ,X002460.SZ,X600808.SH,X600352.SH,X600219.SH,X300072.SZ,X000825.SZ,X600801.SH,X600339.SH,X601158.SH,X002110.SZ,X000553.SZ,X600489.SH,X600583.SH,X000883.SZ,X000786.SZ,X601699.SH,X600426.SH,X000301.SZ,X000630.SZ,X000792.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.178557362615407,0,0,0,0.0761373913060348,0,0,0,0.0870452418477639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292511158786882,0,0,0,0,0,0,0,0,0,0.120746161030869,0,0,0,0,0,0.0321177542557851,0,0,0,0,0,0
X600028.SH,0.0986479733274625,0,0,0,0.180158589734933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562263993646654,0,0,0.0476632720500056,0,0,0,0,0,0.0509163813096246,0,0,0,0.0484499709487004,0,0,0,0.0690265330103863,0,0,0.0798396978404902,0,0.0265724848612667,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X601088.SH,0.106299506102167,0,0,0.0910441964936941,0,0,0,0,0.219560996917252,0,0,0,0,0.0564808488592027,0,0.105234309268605,0,0,0,0,0,0,0.00611515510717647,0,0,0.0331299274033115,0,0,0,0,0,0,0,0,0,0.0263376839279555,0,0,0,0,0,0,0,0,0,0.0228284851346577,0,0,0.0599393178121341,0,0,-2.01946524354885e-05,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0820024376568115,0.0367033949351722,0,0,0,0,0,0,0,0,0,0,0,0,0.0771734224652742,0,0,0,0,0.0903138341238284,0,0,0,0,0,0,0,0,0,0.49514573807384,0,0,0,0,0,0,0,0,0.0235365329901386,0.0582653331671533,0,0,0.0507447210886718,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0358198179692964,0,0,0,0,0,0,0,0,0,0,0,0,0.561446814178281,0,0,0,0,0,0,0,0,0,0,0.0277402993028909,0,0,0,0.0718330512964311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303676444097663,0,-0.0137125133204951,0,0,0,0,0,0,0
X600011.SH,0,0.048144539842715,0,0.0391949792482167,0,0,0.0165415148581912,0,0,0,0,0,0,0,0,0,0,0,0.78780188269555,0,0,0,0,0,0.0233376533736616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171334380134909,0,0,0,0,0,0,0,0.0315748716342316,0,0,-0.0222442568701238,0.0603672742436655,0,-0.00338492154721857,0,0,0,0
X600309.SH,0,0,0,0.256522487405884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072979366993794,0,0,0,0,0,1.38777878078145e-17,-0.300186317058192,0.0566624452227932,0,0,0,0,0,0,0.188826118131293,0,3.46944695195361e-18,0,0,0,-0.345552310173007,0,0,0,0,0.312564211360718,0,0,0,0.0973362267658577,0,-0.0230601906940768,0.101166795724873,0,0,0,0,0,0
X600010.SH,0.120276564108645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227333857301417,0,0,0,0,0,0.19312099497649,0,0,0,0,0,0,0,0,0.0891709088057205,0.0501686548729385,0.022057455740035,0,0,0,0,0,0,0,0,0,0,0,0.0927677695914156,0.0859939322969247,0,-0.0071465668918901,0,0,0,0,0,0,0
X601898.SH,0.0620342650002644,1.73472347597681e-18,0.0643735030026813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220239200460819,0,0,-0.0962567941028965,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.242705760212202,0.0243987968301521,0,0.116078323195324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0556681169973417,0,0.0804447653456464,-0.0270868169344388,0,0,0,0,0,0,0,0,0,0.101827931190754,0,0,0,0,0,0,0.0555594854717713,0,0.086888834774173,0,0,-0.0131445304377993,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0456921690024515,0.028323258630791,0,0,0,0,0.0839613746267045,0,0,0,0,0,0,0.0970100754794641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444024355665168,0.0170850851177454,0,0,0,0,0,0,0.0445575130698396,0,0,0,0.34702875293557,0,0,0,0,0.0252959697247935,0,0.0504567354055253,0,0,0,0,0,0
