,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000877.SZ,X600886.SH,X601600.SH,X600547.SH,X002271.SZ,X600795.SH,X600803.SH,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X601991.SH,X600027.SH,X000629.SZ,X600348.SH,X601699.SH,X000723.SZ,X600096.SH,X000408.SZ,X600160.SH,X600141.SH,X000786.SZ,X600219.SH,X300073.SZ,X002353.SZ,X000933.SZ,X002080.SZ,X600157.SH,X000807.SZ,X600295.SH,X600549.SH,X600378.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.011088297415601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307461416744467,-0.066558082949448,0,0,0,0.00768303099231278,0,0,0,0,0,-0.0912098436555371,0,0,0,0,0,0,0.0836715353244076,0,0,0,0,0,0,0,0,0,0,-0.0242726049337433,0,0
X601088.SH,0,0,0,0,0.273807547342189,0.149997007120306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101522660408471,0,0,0,0,0,0,0,-0.11922545405912,0,0.0810885154663576,0,0,0,0,0,0,0,0,0,0.0759998062300944,0,0,0,0,0,0,0,0,0,-0.0488776906584959,0,0,0,0,0,0
X600028.SH,0,0,0,0.0658935071100813,0,0,0,0,0,0,0.0166549281739518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412216800514419,0,0,0,0,0,0,0,0,0,0,0,0.00915683137407402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376608008865092,0,0
X600309.SH,0,0.0738475694884048,0,0,0.0153702252063257,0,0,0,0,0.106104003185848,0,0,0,0,0,0,0.0431278765747789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515421644330476,0,0.0184060840429369,0,0,0.0113750658244625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.0666603953864835,0,0,0,-0.00947438007611138,0,0,0,0.51703013768029,0,0,0,-0.0113471546511951,0,0,0,-0.0631731855776269,0,0,0,0,0,0,0,0,0,0.245951197641699,0,0,0,0,-6.93889390390723e-18,0,0.0239271936426499,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0104382151873716,0,0,0,0,0,-0.0265702778624946,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.748359287248411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692736738028897,-0.174368324804191,0,0,0,0.0589632795022671,0.174620107489895,0,0.0784169771401957,0,0,0,0.00250260798973107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534653546735921,0,0
X002460.SZ,0,0,0,0,0,0.359966882958781,0,0,0,0,0,0.0445200535226919,0,0,0,0.0691238069073827,0,0,0,0,0,0.0672894942169391,0,0,0,0,0,0,0,-0.136491477748367,0,0.0230810116072493,0,0,0,0,0,0.125970594010887,0,0,0.0977387659175078,0,0,3.46944695195361e-18,0,0,0,0,-0.073764904995392,0,0,0,-6.65136898088444e-05,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.155330124590129,-0.0118784580852654,-0.0961075627320483,0,0,0,0,0,0,0,0,0,0,0,0,0.0588175625744297,0,0.076211405249877,0,0,0,0,0,0,0.157147008491039,0,0.0536392547995634,0.0232159851038865,0,0,0.00107465176567795,0,0,0,0.25652636623278,0,0,0,0,0,0,0,0,-0.00776319753110755,0,0,0,0,0.00412526566814209,0,0,0,-0.0323138762237843,0,0
X000792.SZ,0,0,0,0.0237060208659933,0,0.295857613377239,0.0221790197124391,0,0,0,0.107308551976362,0,0,0,0,0.0729694208169363,0.0186686695128633,0,0,0.0729456805081509,0,0,0,0,0,0,0,0,0,0,0,0.0836254282994183,0,0,0,0,0,0,0,0.217825590240858,0,0,0,-8.67361737988404e-19,0,0,-0.0344183348314236,0,0,0,0,0,0,0,0,0,-0.0499075760287295,0,0
X601898.SH,0,0,0,0,0.147187270887301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352176071321355,0,0,0,0,0,0,0.213051658961451,0,0,0,0,0,0,0.0957633016081736,0,-0.00551398601154981,0,0,0,0,0,0,0,0,-0.0366852658579267,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0609749756886976,0,0,0,0.284253157272005,0,0,0,0,0,0,0.299104719770395,0,0,0,0,0,0.363751905410627,0.204166092509669,0.0346959595004468,-0.0375658856050236,0,0,0,0,0,0,0.175623587626744,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0679913504801141,0,0,0,-0.0382926205956065,0,0
X000301.SZ,0,0,0,-0.0915595442616113,0,0,0,0,0,0,0,0,0,0,0,0,0.0399227395889717,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347882236978511,0.0493916610682617,0,0,0,0.145281681234227,0,3.46944695195361e-18,-0.148972952030608,0,0,0,0,0.366505421926049,0,0,0,0,0,0,0,0,-0.0550422430646531,0,0,0,0.135097331676775,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0608578701946945,0.0705529464807522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732658428045569,0,0.00726827626093115,0,0,0,0,0,0.215000446418935,0,0,0,0.155822136840094,0,0,0,0,0,0,0,0,0,-0.044298483398772,0,0,0,0.0479003094017712,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144814513175102,0,0,0,0,0,0,0,0.0496619869286711,0,0,0,0,0.0546148180909027,0,-0.0596251058347923,0,0,0.0493953683143639,0,0.409012121645671,0.0562439754881344,0,0,0.0738706967147815,0,0,-0.0294120486790692,0,0,0,0,0.191670119964584,0,0,0,0,-0.0542259861426346,0,0,0,0.0623777492155012,0,0
