,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X600362.SH,X600011.SH,X600426.SH,X000301.SZ,X600886.SH,X601898.SH,X601600.SH,X600010.SH,X600111.SH,X600188.SH,X600352.SH,X601991.SH,X600486.SH,X002080.SZ,X600801.SH,X002353.SZ,X600219.SH,X600795.SH,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X600027.SH,X002409.SZ,X601168.SH,X600157.SH,X601992.SH,X600299.SH,X600399.SH,X600516.SH,X000932.SZ,X002497.SZ,X000027.SZ,X000830.SZ,X000898.SZ,X600529.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0104364565016476,0,0,0,0,0,0,0,0.0687904775734449,0.0301308799363772,0,0.0238951206916964,0,0,0,0,0,0.0680472715694441,0,0,0,0,0,0,0,0,0,0,0,0,0.0227653646314091,0,0.0331995401897078,0,0,0,0,0,0,0,0,0,0,0,0,-0.00199291505610407,0,0,0,0,0.000520979082345591,0,0
X600028.SH,0,0,0,0,0,-0.0204333548835702,0,0,0,-0.050350263532226,0,-0.00635298719697355,0,0,0,0.0482222772728245,0.0513153075933531,0,0.142670184296696,0.131254974960786,0,0,0,0,0,0,0,4.15680051218652e-05,0,-0.0279487315204111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173170754247321,0.0773739935430048,0,0,-0.00905009413197645,-4.33680868994202e-19,0,0,0,-0.00112981029981843,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894227354438082,0,0,0,0,0.120045638043766,0,0,0,0.392602248779741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105748698301226,0,0,0,0,-0.00657493642979613,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319137314631556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12108651546548,0,-0.174416132551397,0,0,0.0115463783047126,0,0,0,0.0110675392665648,0,0
X600585.SH,0,0,0,0,0,0.0438058403433998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090556631729449,0,0,0,0,0,0,0,0,-0.0272291046118763,0,0,0,0,-0.00120307795820934,0,0,0,0.00535058117796222,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.237798643478923,0.126909908064323,0,0.424243444793917,0.0995936753461328,0,0,0,0,0,0,0,-0.128307827839922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226742238092992,0,0,0.107975511542835,0,0,0,0.00923891869424153,0,0,0.298833825051544,0,0,0,0,0,-0.0164094869183048,-0.0668380935982974,0,0,0,0.00836802833635114,0,0
X600019.SH,0,0,0,0,0,0,0,0.223362030120324,0,0,0,-0.0356886611645753,0,0,0,0,0,0,0,0,0,0,0.27470682550102,0,0,0,0,0,0,0,0.126475182567925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178934888475447,0,0,-0.0661669548882403,0,-0.0464337245351574,0,0,-0.0378262397618928,0,0,0,0.00606423253309994,0,0
X000708.SZ,0,0,0,0,0,0,0.017012974957581,0,0,0,0,0,0,0,0.00927698862146948,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980354148900575,0.0963004363998125,0,0.175485689416853,0,0,0,0,0,0,0,0.0503236346579486,0,0,0,0,0,0,0,0,0,0.119678228358029,0,0,-0.0114239019484861,0.0198233344812597,0,0,0,0.000576756125481156,0,0
X600660.SH,0,0,0,0,0,0.0408001706264536,0,0,0,0,0,-0.00418122994030886,0,0,0,0,0,0.0347113515677121,0,0,-0.0153527940450029,0,0,0,0,0,0,0,-0.0853151058922771,0,0,0,0,0,0,0,0,-0.032817216220061,-0.0435012482286406,0,0,0,0.0803526522728516,0,0,0,0.0363264791344121,0.146099757916808,0,0,0,0,-0.0246718524662236,0,0,0,0.0177050149703151,0,0
X002271.SZ,0,0,0,0,0,0.0266221268850726,0,0,0.0909096340685054,0,0,0.0482963226044869,0,0.144696294202233,-0.0399872015828431,0,0.0429973356521322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114827407038843,-0.0122329590549015,0,0,0,0.00978742306583351,0,0
