,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002271.SZ,X000708.SZ,X002460.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X601600.SH,X000301.SZ,X600886.SH,X600111.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X600803.SH,X601991.SH,X002466.SZ,X000932.SZ,X600801.SH,X000027.SZ,X600352.SH,X600795.SH,X000898.SZ,X600219.SH,X600489.SH,X600688.SH,X000883.SZ,X000723.SZ,X002080.SZ,X600486.SH,X600157.SH,X600027.SH,X600516.SH,X600299.SH,X000807.SZ,X000825.SZ,X300037.SZ,X002353.SZ,X601992.SH,X600315.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.304717540043598,0,0,0,0.0191970269867097,0,0,0,0,0,0,0,0,0.0102195815288454,0.0562444874050609,0.00512768241890305,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042807777953797,0,0.0128374938638878,0,0,-0.00108240883023797,4.33680868994202e-19,0,0,0,-0.00978735541221755,0,0
X600028.SH,0,0,0,0,0,0,0,0.0299309928911613,0,0,0,0,0,0,0,0.0328715137096094,0,0,0.000889036803486262,0,0,0,0.130454341716387,0,-0.0590857834520372,0.0216471042078873,0,0,0,0,0,0.119895492891808,0,0,0,0,0,0,0,0,0,0,0,0.0365661307113643,0,0,0,0,0,0,0,0,-0.0236047232736822,0,0,0,1.0842021724855e-19,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0875928823113915,0,0,0,0,0,0,0,0,0,0,0,0.115262333458568,0,0,-0.0379818692359446,0,0.0290959239798751,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0356795336710381,0,0,0,0,0,0,0,0.135685334940187,0,0,0,0,0,0,0,0.0164079767077318,0,0,0,0,0.00236193845567283,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0629373045838868,0,0,0,0.0989588895273429,0,0,0,0.0303920697933714,0,0.0824971531059239,0,0,0,0,0,0,0.21237759020349,0,0,0,0,0,0,0.0120390844056486,0,0,-0.00677830957034519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293235525558649,0,0,0,0.0276279682167438,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682489349542465,2.16840434497101e-19,0.0902424551508531,0,0,0,0.066083817167155,0.0684339215082122,0,0,0,0,0,0,0,0,0,-0.0162949471200863,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,-0.0213352775976522,8.67361737988404e-19,0,0,0,-0.0363152436381152,0,0
X600019.SH,0,0,0,0.0182555853933164,0,0,0,0,0,0,0,0,0,0,0,0.0213684775500861,0,0,0.129195768273921,0,0.126681544902211,0,0,0.108588750845833,0,0,0.297915673163604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115715338658982,0,0,0.301128449909709,0,0,0,0,0,0,0.00770984823129114,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.141581672044832,0,-0.2675761504271,0,0,0,0.112495974170646,0,0,0,0,0,0,0,0,0,0,0,0,0.043209383260824,0,0,0,0,0,0,0.0817184424580829,0,0,0,-0.15158685043272,0,0,0,0,0,0,0,0.0516503662092992,0,0,0,0,0,0,0,0,0,-0.0270080251808783,0,0,0,0,-0.0276501640350354,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127828473269572,0,0,0,0,0,0,0,0,0,0,0,0,0.295730614844137,-0.359689590502032,0,0,0,0.00713054372296836,0,0,0,0,0,0.249829100145589,0,0,0,0.222572329106064,0,0,0,0,0,-0.0817980431903531,0,0,0,-0.0634546560413967,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.117292214586326,0,0,0,0.216769513622156,0,0,0,0,0.14834292138204,0,0.0840304849599543,0,0.0556826452750958,0.212633142176073,0,0,0,0,0,0.0519413728854197,0,0,0,0,0,0.333263955103359,0,0,0,0,0,0,0.163038118695617,0,0,0,0,-0.0408600678711068,0,0,0,0,0,-0.00163914593805438,0,0
X600660.SH,0,0,0,0,0,0,0.0443207739340556,0,0.109909912965543,0,0,-0.0739348796985372,0,0,0,0,0.110252733045286,0,-0.0720209219494022,0,0,0.0129519169018796,0,0.0277350240159294,0,0,0,0,0,0,0,0,0,0,0,0,-0.00815525921528899,0.152964555189318,0.390496405132735,0,0,0,0,0,0,0.0532157585721818,0,0,0,0,0,0,-0.00884100364856405,0,0,0,-0.0396393401056305,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0415568070450394,0,0,0,0,0.0662776222758812,0,0,0,0,0,0.125799416988098,0,0.0322012125280268,0,0,0,0,0,0,0,0.0817270368364616,0,0,0,0,0.221681542112681,0,0.0248949835897234,0,0,0,0,0,0,0,0,0.0313333338687349,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.185443839686074,0,0,0.203581379943946,-0.0549020241652866,0,-0.0107367385491033,0,0.0516522181054166,0,0,0,0,0.082925017062893,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0859270538299651,0,0,0,0,0,0,-0.0178340764425618,-0.0298305415331389,0.0382215497186475,0,0,0,-0.00895719066265652,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.16090927612176,0,0,0,0,0,0.167620126417627,0,0,0,0,0.0528076373252775,0,0,0.0419663962108699,0,0,0,0,-0.160207692797324,0,0,0,0.176601597568898,0,0,0,0,0.296317322388706,0,0,0,0,0,0.0525525475520966,0,0.07706298278722,0,0,0,0,0,-0.00851489608186971,0,0,0,0,-0.0036759204176917,0,0
X000786.SZ,0,0,0,0,0,0,0,-0.121477990453177,0,0.0749823364147969,0,0,0.0298805560004216,0,0,0,0.176804722096464,0,0,0,0,0.144721587729309,0,0,-0.106085726747295,0.00434015918921604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149002690447649,0,0,0,0,0,-0.0422729046728563,0,0,0,0.00344880104801036,0,0
X600010.SH,0,0,0,0,0,0,-0.0119092002787143,0,0,0,0,0,0,0,0,0,0,-0.0575448403843766,0.0322836704701574,0,0,0,0,0,0,0.0268042494399565,0,0,0.0609066557813184,0,0,0.251483927472788,0,0,0,0,0.183744315875621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00562724300675796,0,0,0,0,0.0206934587176072,0,0
