,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X600886.SH,X601600.SH,X600801.SH,X601898.SH,X000786.SZ,X600362.SH,X600010.SH,X600352.SH,X600188.SH,X600111.SH,X600489.SH,X601991.SH,X002466.SZ,X600688.SH,X600176.SH,X600795.SH,X600426.SH,X600027.SH,X601992.SH,X600299.SH,X600529.SH,X002080.SZ,X600219.SH,X600612.SH,X002353.SZ,X600315.SH,X002409.SZ,X000301.SZ,X000932.SZ,X000027.SZ,X600126.SH,X000723.SZ,X600486.SH,X600516.SH,X601158.SH,X000883.SZ,X000401.SZ,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0193634884879094,0,0,0,0,0.0090565483228574,0,0,0,0,0,0,0,0.104740091405064,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.00949392648360519,0,0,0.0770839033543493,0,0,0,0,0,0,0.0402316577681547,0,0.0498064212906519,0,0,0,0,0,-0.00187078750677824,-0.00881728096247208,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637791002973391,0,0,0,0,0,0.0163207112064014,0,0,0.00805000042352775,0.0946723736235457,0,0,0,0,0,0,0.0272193026899682,0,0,0.0370638178242735,0,0,0,0,0,0,0.0298366451939094,0,0.0716290002782098,0,0,0,0,0,-0.00493771900685775,0.00905344890947652,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0847770091248056,0.0960575300799844,0,0,0,0,0,0.240846255101904,0,0,0,0,0.0391747184443957,0,0,0,0,0.00431239118881836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264528282436414,0,0,0,0,0,0.289360972268012,0,-0.0494277361011253,0,2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0849708781302112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218075836441476,0,0,0,-0.0269166358100458,0,0.0936950332671278,0,0,0,0,0,-0.0228297297539728,0,0,0,0.033497374890708,0,0.0244542192471791,0,0,0,0,0,0,0,0,0,0,0,-0.00895631418649469,0.00573330876634288,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0573175878652932,0,0.0344463222615935,0,0,0.056463176892426,0,0,0,0,0,0,0,0,0,0,0,0.12087187474764,0,0.138407946041689,0,0,0,0,0,0,0,0,0,0.043326843416027,0,0,0,0,0,0,0,0,0,0,0,0,-0.0072218828489729,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.070081671569459,0.0179953176948213,0,0,0,0,0,0,0,0,0,0,0,0,0.775675380817107,0,0.0283349213695133,0,0,0,0,0,0,0,0.0632462684902335,0.0381509354773889,0,0.0554524945888911,0,0,0,0,0,0,-0.0689236250787843,0,0,0,0,0,0,0,-0.0145855971890256,0,-0.0128407783674294,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0434191509360802,0,0.246795056946986,0,0,0,0.0227172938740617,0,0,0,0.0239545282973182,0,0,0,0,0.0166658788875894,0,0,0,0,0,0,0,0,0,0.00450148252888844,0,0,0,0,0,0,0.145918621196072,0,0,0,0,0,0,0,0.000654517848936172,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578986377702213,0,0,0,0,0.0220858395362733,0,0,0,0,0,-0.0102890494803028,0,0,0,-0.103378757209775,0,0,0,-0.00314926527593762,0,0,0,0,0,-0.0327170606493372,0,0,0,0.100396125941665,0,0,0,0,0,0,0,0,-0.00359588122532762,-0.0119277585903538,0,0,0,0,0,0
X002271.SZ,0,0,0.0777356412009449,0,0.0523112676197561,0,0,0,0,0,0,0,0,0,0,0,0.242418812227335,0,0,0,0,0,0,0,0.0645470882670837,0,0,0,0,0,0,0,0,0,0,0,-0.0212353886224507,0.075798406917052,0,0,0,-0.0103593224710716,0,0,0.179433248242929,0,0,0,0,0,0,-0.018817938654377,-0.0152218167103883,0,-0.0536580854948091,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861083683514943,0,0,0,0,0,0,0,0.296972512236474,0.163705342425427,0,0,0,0.0168564320186862,0.0610572203677206,0,0,0.0843630977629409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0363672084774244,0,0,0,0.0184044923813668,0,0,0,0.0254644120726578,0,0,0,0,0,0,0,0,0,0.0309546478511709,8.67361737988404e-19,0.0499337155692602,0,0,0,0.154887970947311,0,0,0,0,0,0,0.0465109908012425,0.011050537562351,0.0208318800812741,0,0,0,0,0,0,0,0,0,0,0,0,-0.00876507048014718,0.0179511038066031,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129547774422671,0.0363629943245065,0.0389675457558932,0,0,0,0,0,0,0,0,0,0,0,0,0.0131122995319306,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527103153343817,0,0,0,0.167000030940216,0,0,0,0,0.0323998132451784,0,0,0,0,0,0,0.0396575403307481,0,0,0,0,0,0,0,0.0252963557478054,0,0,0,0,0.0170771658905838,0,0,0,0,0,0,0,0,0.000797883415133471,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160673741642576,0,0,0.0850726410812007,0,0.023231526795779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456964978560178,0,0,0,0,0,0,0.19442758206418,0,0.0945015030687385,0,0,0,0,0,0.00671642899072323,-0.0104920785561743,0,0,0,0,0,0
X600801.SH,0,0,0.166626329411639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153337245804291,0,0,0,0,0,0,0,0,0,0.0223986807575531,0,0,0,0,0,0,0,0,0.0574376263463751,0,0,0.4175069004681,0,0,0,0.0145242728188044,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112869104848785,0,0,0.25911335854447,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0866335448902975,0,0,0,0,0,0,0,0,0,0,0.0872051150499671,0,0,0,0,0,0,0,0.00250934939277407,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144609681407673,0,0,0.0179463742440551,0,0,0,0.142718760516041,0,0,0,-0.0504654876765923,0,0,0,0,0.0183721141509228,0,0,0,0,0.0912578776289926,0.0956373779274613,0,0,0,0,0,0,0.0320284337299606,-0.0302135195655651,0.0168733843381865,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621643877364264,0,0,0,0,0,0,0.221446966897302,0,0.00206565576198218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765671839003272,0,0,0,0,0,0,0.0400470343132145,0,0.0215753192425218,0,0,0,0,0,0.0137127697846275,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.186902603463836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650787848726651,0,0.020063349149939,0,0,0,0,0,0,0,-0.00614492368645334,0,0,0,0,0,0,0,0,-0.0603788220775985,0,0.0594487882177576,0,0,0,0,0,0.247951034258744,0,0.000282444239603277,-0.0116291237193305,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0052206994121896,0,0,0,0,0,0.0498655150012392,0,0,0,0.00735738251353615,0,0.00331890946344488,0,0,0,0,0,0,0,0,0.0486852217297641,0,0,0,0,0,0,0,0.0534426097017094,0,0.125896033134263,0,0,0.0692301126891734,0,0,0.00172807041493755,0.00706452231975514,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376257112916951,0,0.194875386347721,0,0.154332484893551,0,0,0,0.00505113816358289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111475174026712,-0.00614499670097409,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0542588992621179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11214730538345,0.153404153087474,0,0,0,0.0195371225651501,0,0,0.455129438025738,0,0,0,0.15685267095851,0,8.67361737988404e-19,0.00960592203793348,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.72028300556127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228444814842865,0,0,0,0,0,0.0400053909284735,0,0,0.061494565805888,0,0,0,0,0,-0.0111915580766127,0.00303536304932484,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500050916098863,0,0,0,0,0.0967337805852161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329640878275402,0,0.0218218568941953,0,0,0,0,0.0611821031909452,0,0.0950794819438974,0,0,0,0,0,0.00639475391514938,-0.021141561900661,0,0,0,0,0,0
