,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601991.SH,X600688.SH,X600886.SH,X600157.SH,X600362.SH,X600027.SH,X600188.SH,X600111.SH,X000539.SZ,X600583.SH,X000709.SZ,X000027.SZ,X601158.SH,X000883.SZ,X601992.SH,X600309.SH,X002075.SZ,X000898.SZ,X000629.SZ,X600021.SH,X000060.SZ,X600352.SH,X000792.SZ,X600307.SH,X600489.SH,X600547.SH,X600808.SH,X600863.SH,X000825.SZ,X002353.SZ,X600098.SH,X600022.SH,X600008.SH,X600578.SH,X600660.SH,X002470.SZ,X601918.SH,X000878.SZ,X600623.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.384164843863364,0,0,0.0344457344559527,0,0,0,0,0,0,0,0,0.0346007514592051,0,0,0.0746523522680348,0,0,0,0,0.0842789637462018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113894495470337,0,0,0,0,0,0,0,0,0.0168155444045197,0.0173394226275341,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.247769905729895,0,0,0,0,0.0414272834608305,0,0,0,0,0.0542313223086795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00846028753881762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960155648246451,0,0,0,0,-0.00853047571551406,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.174914391255534,0,0,0,0,0,0,0,0,0,0,0.0331747600447401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225780336051108,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479299484092635,0,0,0,0,-0.0198844809025243,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0173802163788488,0,0,0,0,0,0,0.260170062039026,0,0,0,0,0.0681472884178631,0.110271605853243,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.17587410508653,0,0,0,0,0,0,0,0,0,0,0,0.014949178089646,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0359974610741799,0.0876462614438758,0,0,0,0.136973197908447,0,0,0,0,0.0583879769133725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575344223232642,0,0,0,0,0,0,0,0,0.0917317332348076,0,0,0,0,0.294498648319245,0,0,0,0,0,0,0,-0.0060082952202929,0,0,0,0,0,0,0
X601898.SH,0,0,0.204803220210061,0,0,0,0.25325958768331,0,0.105963876951993,0,0.0673332480632903,0.0592972483581159,0,0,0,0,0.00889009017253733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553442873548821,0,0,0,0,0,0,0,0,-0.00737780204018353,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0785703974381676,0,0,0.0290951734109608,0,0,0,0,0,0,0.0125508206896802,0,0,0,0,0.211065655234897,0,0,0,0,0,0,0.148086894821268,0,0.0509216217286438,0.119923424362164,0,0,0,0,0,0.0564805679774097,0,0,0,0,0.0441546819895929,0,0,0,0,0.0505088240351163,0,0,0,0,-0.000931199693399071,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.145947056283041,0,0,0,0.106718533954443,0,0,0,0,0.0969459567736158,0,0.0651770791302374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114706951887871,0,0,0,0,0,0,0,0.285544215696792,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00126850854328625,0.0130796616212835,0,0,0,0,0,0
X601600.SH,0,0.0681585044757049,0,0,0,0,0,0,0,0,0.0482799260909664,0.04999644477236,0,0.100156148833108,0,0,0,0,0,0,0,0,0,0,0.212538521482766,0,0,0.0250291649709499,0,0,0.0879691038180086,0,0,0,0,0,0.169719931134232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.00500067970689575,0,0,0,0,0,0
X600585.SH,0,0,0.152621790649693,0,0,0,0,0,0.063324477472548,0,0,0,0.215048925629091,0,0,0,0,0,0,0.0506866540649885,0,0,0,0.0826012374675424,0.104809194125231,0.105630641529947,0.0207964615323416,0,0,0,0,0,0,0,0,0,0,0,-0.0302820046916038,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244011688960099,-0.0217343226951601,0,0,0,0,0,0
