,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X601600.SH,X600547.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600010.SH,X002460.SZ,X600111.SH,X600027.SH,X600160.SH,X000301.SZ,X002466.SZ,X600426.SH,X601699.SH,X600489.SH,X000983.SZ,X600803.SH,X601991.SH,X000786.SZ,X000877.SZ,X600985.SH,X000933.SZ,X600176.SH,X000807.SZ,X000630.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X002271.SZ,X000883.SZ,X000932.SZ,X000027.SZ,X600348.SH,X600282.SH,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0871912739244093,0.329451086931443,0,0,0,0,0,0,0.161178697294474,0,0,0,-0.156968102810288,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0391041397845545,0,0,0.0878572534347053,-0.0369965578486849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553120815437002,0,0.0131967260629394,0,0,0,0,0,0
X601088.SH,0.0940204578637722,0,0,0,0.124750728862695,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.036324226158473,0,0.0985848172634323,0,0,0,0,0,0,0.0782571964065238,0,0,0,0,0.0129910395154492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187490883008012,0,0,-0.0267439023880779,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.161582198325875,0,0,0,0,0,0,0,0,0.0147364652046648,0,0,0,-0.161523455193476,0,0.00288167186103047,1.73472347597681e-18,0,0,0,0,0.0746773387688445,0,0,0,-0.113604946234232,0,0,0,0,0.109787700955216,0,0,0.035441345799186,0,0,0,0,-0.0364974524630255,0,0,0,0,0,0,0,0.00673161818100965,0.0216987858859951,-0.0335057730330182,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326824548609416,0,0.0347036217320365,-1.38777878078145e-17,0.025098753929705,0,0,0,0.109153561998321,0,-0.0344130518824281,0,0,0,0,0.203552498051551,0,0,0,0.0975795013734689,0.00114820305352378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295249140566327,0,0,0,0,0,0
X600188.SH,0.0177546627827848,0,0,0,0,0.196631110762828,0,0,0,0,0.0663365174589049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252809017548983,0,0,0,0,-0.117386638549156,0,0,0.06496244076227,0,0,0,0.0460857685985102,0,0,0,0,0,-0.0646838995282601,0,0,0,0.0369719742063323,0,0,0,-0.00776806535471423,-0.0320505476891726,0,0,0,0,0,0
X601898.SH,0.0879455589562519,0,0,0,0.231471722940779,0,0,0.0986298805535552,0,0,0,0,0,0,0,0,0,0,0,0,0.13405995837266,0,-0.02058420208908,0,0,0.114377021265873,0,0,0,0,0,0,0.414325311562699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0878002815474592,-0.109734950884317,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0152961329486014,0,0,0,0,0,0.0608454083348431,0,0,0,0,0,0.107355372387869,0,0,0,0.0299869924083401,0,0,0,0,0,0,0,0.0564098162657059,0,0,0,0,0,0,0,0,0,0.0934550407353202,0,0,-0.0941269139972205,0,0,0,0.0244336101411345,0,0,0,0,-0.0555898383597182,0,0.0161768274644764,0,0,0,0,0,0
X600011.SH,0.0666709352440449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433570177436329,0,0.0295332636211967,0,-0.00380450385430473,0,0.141307327129849,0,0,0,0,0,0,0,0,0.209759407058639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113299207565949,0,0,0,0,0,0
X600660.SH,0,0,0.0123644255746061,0,0.0150712308298611,0,0,0,0,0,0,0,0.0165257509464123,0,0,0,0,-0.0132005740852762,0,0,0,0.0471853503918266,0,0,0.229444025382839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575629393541415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0780428553630719,0,0,0,0,0,0,0,0,0,0,0.170827583170653,0,0,0,0.184732936114649,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.100810114565426,0,0.122315057095605,0.0393089350141703,0.189313898043164,0,0,0.138933085725762,0.0355955518951998,0,0.0833150702008434,0,0,0,0,0,0.0143826851521241,0.0829120282778063,0,0,0,0,0.0932373583713023,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0238120460094277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684342341901598,0,0,0,0,0,0,0.103755269972689,0,0,0,-0.0784961440542264,0.0152026639285662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346839663798449,-0.0357305241959352,0,0,0,0,0
X600585.SH,0,0,0,0.110727870392461,0,0.123555072184589,0,0,0,0,0.0191759302774951,0,0,0,0,0,0,0.0570073156946966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105197703326422,0,0,0,0,0,0,0,0.0226156233481987,0.153340495435437,0,0,0,0,0,0,0,-0.0116784439463783,0,-0.0539309000023328,0,0,0,0,0
X600886.SH,0,0,0,0,0.0393246075967737,0.0490426346873075,0,0,0,0,0,0,0,0,0.334864048314324,0,0,0,0,0,0.0191950735747755,0,0,-0.0215013174203004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178727716898472,0,0,0,0,-0.0890800653666671,0,0,0,0,0,0,0,-0.0267977662843662,0,0,0,0,0,0,0
