,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X000883.SZ,X002353.SZ,X601158.SH,X000898.SZ,X000709.SZ,X600489.SH,X000629.SZ,X000539.SZ,X000825.SZ,X000831.SZ,X600315.SH,X601699.SH,X002470.SZ,X600352.SH,X600660.SH,X000027.SZ,X000630.SZ,X000959.SZ,X600808.SH,X600549.SH,X000983.SZ,X600578.SH,X600490.SH,X600307.SH,X000937.SZ,X600516.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.305640741464132,0,0,0.0630045005422526,0,0,0,0.0726827020709047,0,0,0,0,0.0231655639020333,0,0,0,0,0,0,0,0,0.0557124207622171,0,0,0.0318114858908516,0,0,0,0,0.0419661821701752,0,0,-0.0214619993602828,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249101459187111,0.0062968886160305,0,0,0,-0.0110905324068947,0,0,0,0,0,0
X600028.SH,0,0,0.10119293963266,0.120764622118615,0,0.0414226398891713,0,0,0,0,0.00545630459749139,0.0163144441883321,0.0389501147327563,0,0,0,0,0,0,0,0,0,0.15048176077224,0,0.0098216723641094,0,0,0,0,0,0,0,0,0,0,0,0.00372828442568771,0,0,0,0,0,0,0,0,0,0,0.0223879741886801,0.10812416444846,0,-0.00305501969153172,-0.0221377009948062,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0643724953180694,0,0.182443631834166,0,0,0,0,0,0.163738174329482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00733817022812073,0,0,0,0.0149031844011882,0,0,0.069130509533857,0,8.67361737988404e-19,0,0,0,0,0,-0.00214084047655531,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.164284207481944,0,0,0,0,0,0.0550606015527243,0,0.0473251368936227,0,0.279711957147336,0.0935515319167941,0,0,0,0,-0.0682663969493753,0,0,0,0,0,0,0,-0.0576645579642064,0.157248818820956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120102160293374,-0.0197197253111481,0,0,0,0,0,0
X600585.SH,0,0,0.0753880425331323,0,0,0.182773970329626,0,0,0,0,0,0,0,0.0955398592213507,0.0887139080881843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126066176482794,0,0,0,-0.00377531433436268,0,0,0,0,0,0,0,0.0352596994112114,0,0,0,0,0,0,0,0,-0.000319054896163008,0.00172925759782918,0,0,0,0,0,0
X600019.SH,0,0,0,0.1320403444083,0,0,0.0869308848343618,0,0.0221806057130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130269819270278,0,0.223237365153904,0,0,0,0,0,0,0,0,0,0,0.0908335808190769,0.0138767674663465,0,0,0,0.0576105296083405,0,0,0,0,0,0,-0.0115931095738017,0.0304235225526434,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.41353174174026,0,0,0,0,0,0.115888142649751,0,0,0,0.101569719641983,0,0,0,0,0,0,0,0.00589779761744524,0,0,0,0.0935211649327696,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352573079063882,0,0.0128963504710504,0,0,0,0.00767081602733142,-0.0158180583791183,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0234937087233316,0,0,0,0,0,0.0134951145074322,0.205394752138687,0,0,0,0.0426786113740166,0,0.0203536496894434,0,0,0,0,0,0.113718923322909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138464794142841,0,0.0185854531953818,0,0,0,0,0,0.0120315813821895,-0.0253525230213979,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.434289432969084,0,0,0,0.0404395838691539,0,0,0,0,0,0,0,0,0,0,0,0,0.104985047745294,0,0.00535252717004473,0,0,0.00609838137401001,0,0,0,0,0,0.104297876082471,0,0,0,0,0.0343322893295151,0.00401926647461981,0,0,0,0.0840701005548778,0,-0.00269908672357579,0,0,0,0,0.0161704308369307,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0139030701874457,0,0,0,0,0,0,0,0,0,0,0.0418960410401777,0.0349642043219357,0,-4.33680868994202e-19,0,0,0.0395818689306278,0,0.0699666593276705,0.0215147812920887,0,0,0,0,0,0,0,0.0113298335686086,0,0.305960195019614,0,0,0,0.018020185025764,0,0,0,0.143850585206441,0,-0.00401179604330168,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.150958986801923,0,0,0,0,0,0.000338663409377103,0,0,0,0,0,0,0,0,0,0.193245086604068,0,0,0,0,0,0.128692965552259,0,0,0,0,0,0,0.137530671365988,0,0,0,0,0,0.0274503591148,0,0,0,0,0.0872211202418662,0,0,-0.0108798385230077,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461396962644983,0,0.185772568716038,0,0,0,0.0359961819304867,0,0,0,0,0,0,0,0,0,0.042696335841592,0,0,0,0.0407548568015572,0.129462999550589,0,0,0,0,0,0,0,0,0,0,0.0184832394302641,0.0775189605051562,0,0,-0.00608761758864291,0.00483841220990565,0,0,0,0,0,0
