,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600547.SH,X600019.SH,X600886.SH,X600660.SH,X601600.SH,X600011.SH,X600585.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X002466.SZ,X000786.SZ,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X000408.SZ,X000933.SZ,X000877.SZ,X000883.SZ,X000027.SZ,X600995.SH,X600378.SH,X002353.SZ,X600299.SH,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.197383686865653,0,0,0,0,0,0,0.360969999676689,0,0,0,0,0,0,0.0227447969821418,0.218704833125729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525464886736731,0,0,0,0.101440739857383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235899838294226,0,0
X600028.SH,0.251704775827774,0,0.181418152288197,0,0.062047218867156,0,0,0.128272862238896,0,0,0,0,0,0,0,-0.0140498997181262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481826109529328,0,0,0,0.166747698128317,0,0,0,0,0,0,0,0.116176416256644,0,0,0,0,0,0.0296609347764876,0,0
X601088.SH,0,0.35629225888548,0,0,0,0.210892595029321,0,0,0,0,0.0294720781792762,0,0,0,0,0,0,0,0,0,0,0,-0.016365166598091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00536800520141949,0,0,0,-0.0046755941569867,0,0
X600309.SH,0,0,0,0,-0.0626023620516375,0,-0.0191255549897816,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249181282777714,0.252808025727185,0,0,0,0,0.158330984538379,0,0,0,0,0,0,0.349124409563053,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.110839675958452,0,0,0,0,-0.0782021873975869,-0.0364101266055699,-0.0346518146882072,0,0,0,-0.0120532734505559,0,0
X601898.SH,0,0.265603623487457,0.030009671966157,0,0,0.179025928302304,0,0,0.0537406364499991,0,0.186269155989359,0,0,0,0,0,0,0,0,0,0.129196935256082,0,0,0,0,0,0,0,0,0.0999609558435119,-0.0110046847055076,0,0,0,0,0,0,0.053638354989198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00783171667546136,0,0
X600188.SH,0,0,0,0,0.105598799543788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624629555093908,0,0,0,0,0,0,-0.0174709136876255,0,0.202856460937834,0,0,0,0,0,0,-0.0230878833380282,0,0,0,0,0,0,0.0201813175709372,0,0,0,-0.0050061818954415,0,0
X600547.SH,0,0,0,-0.0144736559013607,0,0,0,0,0,0,0,0,0,0,0,0.686138698441758,0,0,0.0774075874111641,0,0,0,0,0,0,0.0464678513620019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100019607561487,0,0,0.0946872785401359,-0.0416265874859779,0,0,0,0,0.019415440499393,0,0
X600019.SH,0,0.421748658329371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241408270933937,0,-0.00844559614360106,0,0,0,0,0,0,0.0427385374047096,0,0,0,0,0,0,0,0,0.0750193829098639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958163683258834,0,-0.0452724935639167,0,0,-0.023629359388371,0,0
X600886.SH,0.213741356757316,0,0,0,0.125710871988177,0,0,0,0,0,0,0,0,0.01145482198951,0,0,0,0,0,0,0,0,0,0.0774558373341936,0,0,0,0,0,0,0,-0.0924763231596938,-0.18508706892522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034851083189958,0,0
X600660.SH,0,0,0,0.0336670013892813,0,0,0,-0.0819539031264812,0,0,0,0,0,0,0.194353027611879,-0.126443896351181,0,0,0,0,0.0923043567028703,0.0420190371511906,0,0,0,0,0.102779034904899,0,0,0,0.123931324587996,0.233508565572844,0,0,0,0,0,-0.0341813309976876,0,0,0,-0.0551421016199082,0,0,0,0,-0.109240323008712,0,0,0,0,0,-0.0441219445380048,-0.0427744762929827,0,0,-0.0446759226770436,0,0
X601600.SH,0,0,0,0,0,0.0110709122392458,0,0,0,0,0,0,0,0,0,0,0.450140874544844,0,0,0,0.0628370560874897,0,0,0,0,0.0173736965825131,0,0,0,0,0,0,0,0.231745969054654,0,0.184496655490759,0,0.131694020183715,0,0,0.0761689880385488,0,0.0914190440435438,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0
X600011.SH,0.0402161601268878,0,0.0280788072700479,0,0,0,0,0,0,0,0,0,0,0.148514418480541,0,0,0,0,0,0,0.220977334652409,0,0,0.218889625280221,0,-0.14047843398105,0,0,0.0948203959392629,-0.0891196292814333,0,0,0,0,0,0,0,0,0,0.0739531752271838,0,-0.023098075401539,0.12135022800032,0,0,0,0,0,0,0,0,0,0,-0.134082616434473,0,0,-0.0647542681354842,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115244652936074,0,0,0,0,0,0,0,0,0,0.275395848302896,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302128357173511,0.131462795913858,0,0,0,0,0,0,0.0163498817466074,-0.026266234212386,0.101780350687166,0,-0.0155038534606157,0,0,1.0842021724855e-19,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.20071727286695,0,0,0,0,0,0,0,0,0.147546554436979,0,-0.0767317918934244,0,0,0,0,0,0,0,0,-0.0533664927180166,0,0,0,0,-0.0565949718190161,0,0,0,0,0,0.301837109186801,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180252639406377,0,0
X000792.SZ,0,0,0,0,0,0,0,0,-0.0270808029613672,0.0370493733230681,0,0,0,0,0,0.0653892089906245,0,0,0,0,0,0,0.0228309241882523,0,0.159273195983516,0,0.0239465980843242,0,0,0,0.332328100747337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125869969304292,0.049858801364647,0.0540722916438948,0,0,-0.0714076029500606,0,0,0,0,0,-0.0159956069832593,0,0
X600489.SH,0.220389245634112,0,0,0,0,0,0.56399934817749,0,0,-0.14195498094966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197232012069299,0,0,0,0,0,0,0,0,0,0,0,0.040206187878801,0,0,0,0,0,0,0,0,0,-0.0455344253891116,0,0.00610258670792725,0,-0.147736798246711,0,0,0,0,0,0,-0.0419995591739568,0,0
X600362.SH,0,0,0,0,0,0,0.0468942022673673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195081206803897,0,0,0,0,0,0,0.0474090163180751,0,0,0,0,0,0.0256998469814521,0.0516448351124674,0.390919919165187,0,0.251554406066061,0.0350321814706871,0.0175867260590576,0.0246241387134082,0,0,0,0,0,0,0,0,0,0,0.0214779161333632,0,-0.0160101640281613,0,0,0,0,0
X600010.SH,0,0,-0.0347172939306678,0,0,0,0,0,0,0,0,0,0,0,0,0.0267271235454546,0,0,0.135452421706031,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0459078626297199,0,0,0,0,0,0,0.125947820019252,0,0,-0.00921752126211565,0,0,0,0,0.0170000486313521,0,0
X600111.SH,0,0,0,0,0,0,0.12008842229997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145993259527355,0,0,0,0,0.0183386404131576,0.111391539470775,0.0591698711921186,0,0,0,0,0,0,0,0.0920849949376098,0,0,0,0,0,0,-0.00670734405383381,0,0,0,0.0571223806342452,0,0
