,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X000723.SZ,X600352.SH,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600801.SH,X601992.SH,X600027.SH,X600111.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X002271.SZ,X600299.SH,X600489.SH,X000629.SZ,X601158.SH,X002110.SZ,X600219.SH,X000990.SZ,X600808.SH,X000883.SZ,X600985.SH,X000553.SZ,X000630.SZ,X000027.SZ,X600583.SH,X000825.SZ,X600157.SH,X600339.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.12670943768887,0,0.00181714936928811,0,0,0,0,0,0,0,0.0188983024263842,0.0328159736704876,0,0,0,0,0,0,0,0,0,0.0234946419634144,0,0,0,0,0,0,0,0,0,0,0.0526145615467324,0,0,0,0,0,0.00664349986223688,0.00993376713098498,0,0,-0.0114221597501171,-0.00604018814521413,0,0,0,0,0,0
X600028.SH,0,0,0.05676116198809,0,0,0,0,0,0,0.0942708829682754,0,0,0,0,0,0,0,0,0,0,0.121154124084403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0131389009901244,0,0,0,0,0.0127948013247723,0,0,0,0.0527489967990461,0.0336157888067472,0,0,0.00249815681928694,-0.0300968987562837,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0498208135008909,0,0,0,0,0,0,0.112651458762376,0,0,0,0.11567951072499,0,0,0.0378965824932309,0,0,0.0045114019069196,0.00795809018538325,0,0,0.0268662877930774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149460587721872,0,0,0,0,-0.0476830065257405,0,0,0,4.33680868994202e-19,0,0
X600585.SH,0,0,0,0,0,0.10245377205465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494885318587731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00504633258496468,0,0,0,0,-0.0094527738193762,0,0
X600019.SH,0,0,0.0375340007930353,0,0,0,0,0,0,0.105759750375738,0,0.0400380751744882,0,0,0,0,0,0,0,0.00591080111317668,0.143763057812088,0,0,0,0,0,0.0843681001905859,0,0,0,0,0,0.0323714904295137,0,0,0,0,0,0,0,0,0.0680108183984418,0,0,0,0,0,0.0919507601147595,0,0,0,0.010541536316231,-0.0086233527289387,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.131702220109361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450361397144079,0,0.0858028030529519,0,0,0,0,0,0,0,0,0,0,0,0,0.0559072396516076,-0.0314743591614717,0,0,0,-0.0546346867838123,0,0
X600011.SH,0,0,0,0,0,0.0475474311134518,0,0,0,0.070407575918009,0,0,0.116726930271669,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.368931676790561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727254492321135,0,0,0,0,0.0614036161732094,0,0,0,0.00220169886992563,0,0,0,0.0323233284145165,0,0,0,0,0.0317447177345344,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.16415347536191,0,0,0.0122914229848912,0,0,0,0,0,0,0,0,0,0,0.0401569128098871,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.015793551523889,0,0,0.184256470777887,0,0,0,0,0,0,0,0,0,0.203645381611075,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0449296152959269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113367179941332,0.549022098125707,0,0,0,0,0.0227090780998987,0,0,0,0,0,0,0,0,0.0596140517016396,0,0,-0.0115757302647236,-0.00804357841608712,0,0,0,0,0.0237875119745591,0,0
X601600.SH,0,0,0,0,0,0,0,0.14917194876133,0,0,0,0.00627710959290416,0,0,0,0,0,0,0,0.085384569004295,0.0855244716937304,0,0,0.108371410449138,0,0,0,0,0,0,0,0,0,0,0.0464396773348035,0,0,0.251054971500203,0,0,0,0,0.0959533206317421,0,0,0,0,0.00171207703513,0,0,0,0,-0.00268367515062674,0,0,0,0,0,0
