,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601898.SH,X600309.SH,X601600.SH,X600688.SH,X600795.SH,X600188.SH,X601992.SH,X600362.SH,X002466.SZ,X600660.SH,X600547.SH,X601991.SH,X300072.SZ,X600886.SH,X600111.SH,X000709.SZ,X600157.SH,X600027.SH,X000898.SZ,X600339.SH,X000959.SZ,X002460.SZ,X600516.SH,X600489.SH,X600808.SH,X601158.SH,X600352.SH,X600219.SH,X000723.SZ,X000983.SZ,X002271.SZ,X000883.SZ,X000630.SZ,X600176.SH,X600299.SH,X002092.SZ,X600578.SH,X600549.SH,X000408.SZ,X000539.SZ,X000792.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.147370846719272,0,0,0,0,0,0,0,0,0,0.00276968332564426,0,0,0,0,0,0,0,0,0,0.00879376776688674,0,0,0,0,0,0,0.0130923550888148,0,0,0,0,0,-0.0531182584816039,0,0.00593137704185897,0,0,0,0,0,-0.017391311709124,-0.00252053572211386,0,0,0,0,0,0
X600028.SH,0,0,0,0.0346806460167645,0.102981506498985,0,0,0,0.00638678850214692,0,0,0,0.00784152833646253,0,0,0,0,-0.119430719848834,0,-0.0861616988818002,0,0,0,0,-0.0190451331217461,0,-0.0341489214049921,0,0,0,-0.0774681622053471,0,0,0,0,-0.0151067472824794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011211450132083,0,-0.135599359161346,0,0,0,0,0
X601088.SH,0,0,0,0.0561622492009265,0,0,0,0,0,0.0153541670360111,0,0,0,0,0.00636235404408018,0,0,0.0399609311182253,-0.00444380143805078,0,0,0,-0.0360888693916269,0,0,0,0,0,0,0.0159455818595245,0,0,0,0,0,0,0,-0.0210684478994864,0,0,0,0,0,0,0.015872498665313,0,0,0,0,0,-0.00914175400804371,-0.00178014027465259,0,0,0,0.0251793069538713,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0478229544334204,0,0,-0.00468166997681615,0.0234131067752578,0,0,0,0,0,0,0,0,0.4648203515964,0,0,0,-0.0618283160353159,0,0.312294228324013,0,0,0,0,0,0,0,0,0,0,0,0,0.0238985043594839,0,0,0,0,0,-0.0101382409670569,0.0231962894315986,0,0,0,0,0,0
X600585.SH,0,0.138828925867464,0,0.24833019263898,0,0,0,0,0,0,0,0,-0.106660143503043,0,0,0,0.202641258971214,0,-0.083945233469018,0,0.459742291991498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152764091905647,0,0,0,0.0243507634386079,0,0,0,0,0.0404311600102839,0,0,0,0,-0.00209854840302382,-0.0039255259298525,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244511645978488,0,0,-0.0608915152952942,0,0,0.0105073826798578,0,0.0643630951831776,0.114559196248209,0,0,0.216291199116842,0,0,0,0,0,0,0,0,0,0,0.0356770043115296,0,0,0,0,0,0,0,0,0,0,0,0.0341526632955432,0,-0.0110980869463943,8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332485507570034,0,0,0,0.0134595644099605,0.276625525153611,0,0,0,0,0,0.267122468958244,0,0.083715553599766,0,0.0526298430189744,0,0,-0.121304694683622,0,0,0,0,0,0,0,0,0.0476180863773149,0,0,0,0,-0.0581706334333944,0,0,0,0,0.0188296986734917,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190971815029672,0,0,0.0360656573315421,0,0,0,0,0,0,0,0.153238186464049,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0060780983963412,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.32450059105145,0,0,0.0389235052309546,0.138686893471217,0,0,0.186106550079827,0,-0.0689928290866272,0,0,0,0,0,0,0,0.0242755616867322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00887184212404968,-0.0580841555815444,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0715974660417807,0,0,0,0,0,0,0,0.0223320489622927,0,0,0,0,0,0,0,0,0,0,0.147702143826216,0.123832108187899,0.0468934413349048,0.19680330998108,0,0,0,0,0,0,0,0,0.218249215956307,0,0,0,0,0,0,0,0.0513027021323329,0,0,0,0,0,-0.00381717372738856,-0.0284737488241455,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.118253236379721,0,0,0,0,0,0,0,-0.00163476282960017,0,0,0,0,-0.0831506065558441,-5.42101086242752e-20,-0.0251993806149219,0.0643910977283551,0,0,0,0,0,0,0,0,-0.0252992655990835,0,0,0,0,0,0,0,0.0533066230491711,0,0,0,0,0,0,0,0,0,0,0,-0.0138223143003944,-0.0120183810742803,-0.0170486080127284,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0136362711621854,0,0,0,0,0,0,0,0,0.079822044896304,0,0,0,0,0.0250768690094649,0,0.0187340977979466,0,-0.0394301979604946,0.0828494709351996,-0.0275798496624413,0,0,0,0,0,0,0,0.046473184774567,0,0,0,0,0,0,0,0,0,0.0376475619969555,0,0,0,-0.0114216989474133,-0.00814570709154077,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835455992612453,0,0,0,0,0,0,0.0301424839819408,0,0,0,0,0,0.00223437710586126,0,0,0.00998302658014122,0,0,0,0,0.330740289846748,0,0,0,0.0610439373580962,0,0,0,0,0,0,0,0,0,-0.0137924375315194,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787387848310568,0,0,0.756313260533521,0,0,0,0.106426463201135,0.105374881901111,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.19039660201863,0,0,0,0,0,0,-0.040761773448571,-0.0177580670712434,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0595634690947168,0,0,0,0,0,0,0,0,0,0,0,0,0.248688272561743,0,0,0.0564658501230323,0,0,0,0,0,0,0,0.150978846594668,0,0,0,0,0,0,0,0.0296867453265581,0,0,0,0.00155027328100127,0,-0.0141360136936481,-0.00550065427612601,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0825413306607503,0,0,0,0,0,0,0,0,0.578792103553292,0,0,0,0,0,0,0,0.0344796083499188,-0.160238224489271,0,0,0,0,0,0,0,0,0,0.100762512309509,0,0,-0.0163176663856661,0,0,0,0,0,0,0
