,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X002466.SZ,X600160.SH,X000301.SZ,X000786.SZ,X601991.SH,X000807.SZ,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X600985.SH,X000630.SZ,X600176.SH,X601168.SH,X002128.SZ,X000933.SZ,X600096.SH,X000408.SZ,X000877.SZ,X002353.SZ,X600352.SH,X000027.SZ,X000883.SZ,X600378.SH,X600995.SH,X002271.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.24187435442904,0,0,0,0,0,0.158864896043568,0,0,0.0251339356754381,0,0,0.221962867025442,0,0,0,0.307216592488057,0,0,0,0,0,0,0,-0.0233234235543723,0,0,0,0,0.0518455452885161,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.170666757166763,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.327384475683738,0,0,0.0671692722998822,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629892519912225,0,0,0,0,0,0,0,0,0,0,0,0,0.146779036820999,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174124581183679,0,0,0,0,0,0
X600028.SH,0.408978192270463,0.0116571845230762,0,0,0.244173563441777,0,0,0,0,0,0,0,0,0,0.12632106533905,0,0,0,0,0,0,0,0,-0.0929621098682794,0,0,0,0,0,0,0,0,0,0,0,0,-0.0636315800591554,0,-0.0496458160113058,0,0,0.0344603494814875,0,0,0.0781059207960355,0,0,0,0,0,0,0,0,0.086159621697064,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00882740357646078,0,0,0,0,0,0,0,0,0,0,0.193024392080532,0.0827239838683323,0,0,0,0,0.0437855844158368,0,0,0.41679550150212,0,0,0,0,0,0,0,0.00905774812085183,0,0,0,0,0.165372777316366,0,0,0,0,0,0,0,0,-0.0936219137058073,-0.0241910532697648,0,0,0,0,0,0
X601898.SH,0,0.510547881155112,0.147369496588076,0,0,0.134142242440828,0,0,0,0,0.0199105408146652,0,0,0,0,0,0,0,0.086408035243243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.037883253239149,0,0,0,0,0,0.159301613742973,0,0,-0.0106632984229887,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0871350445885681,0,0,0,0.0281112402167089,0,0,0,0,-0.117518045750607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765132852379338,0,0,0,0,0,0,-0.0236398013541586,0,0,0,0,0.23667225279191,0,0,0,0,0,0,0,-0.0139743665479112,0.123904912134106,0,0,0.0240342208093525,0,0
X600660.SH,0,0,0,0.176971494239742,0,0,0,0,0.178176528818346,0,0,0,0.00872469850955274,0,0,0,0,0.0966139801667037,0,-0.200598368582452,0,0,0,0,0.0256090933419622,0,0.226704797221883,0,0,0,0,0,0,0,0,0,-0.166776116775951,0,0,0,0,-0.387130946771001,0,0,0,0,0,0,0.221661781727311,0,0.220282269686157,0,-0.0392720744372331,-0.129255717806018,0,0,0,0,0
X600019.SH,0,0,0.332184349817547,0,0,0,0,0,0,0,0,0,0,0.0220858715721483,0,0,0.0831652777340354,0,0.122494719144736,0.221482725604625,0,0.0252086096719163,0,0,0,0.121707063700651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125710767134676,0,0,0,0,0,0,0,0,0,-0.0111765505633499,0,0,0,0,0,0,0
X601600.SH,3.46944695195361e-18,0,0,0,0,0.136300702353682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397000746432816,0,0.058561616633836,0,0,0,0,0,0.204023359156838,0,0,0,0,0,0,0,0.400599059855326,0.10519061951371,0.0734196087069625,0,0.115785220739521,-0.0267038387096727,0,0,0,0.0357989447952392,0,0,0,0,0,0,-0.000398694704858195,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.108197019956285,0,0,0,0,0,0.222251451355478,0,0,0.0355169469207128,0,0,0,0,0,0,0,0,0.0182402388373589,0.216624730979786,0.103994149350876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194596271937103,0,0,0,0,0,0,0,0,0,0.0744624011524021,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0310442502091766,0,0.0342195262499755,0,0,0,0,0,0,0,-0.0353049898757822,0,0,0,0.0242085272832909,0.675721208660329,0,0,0.0126207285361639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874439969651315,0,0,0,0,0.00686651072581286,0,0,0.117720117921256,0,0,0,0,-0.164373912289874,0,-0.00958668886347841,0.0137826238297722,0,0,0,0.0083134933198337,0,0
X600886.SH,0,0.165612886428056,0,0,0,0,0,0,0,0,0,0,0,0,0.12873933548613,0,0,0,0,0,-0.142022396488832,0.128016605874213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612805261931423,0,0,-0.0373507444813767,0,0,0,0.162233790098264,0,0,-0.0981226355543571,0,0,0,0.0974355338780378,0.105879309753811,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.148804859428689,0,0,0.0316030939829053,0,0,0,0,0.0997883338576614,0,0,0,0,0.0614998456557618,-0.055201768979026,0,0.137938817508146,0,0,0,0,0.14577745889368,0,0.0251500934377457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160580350429869,0.0776460783332099,0,0,0,0,0,-0.0507988076483815,0,0,0,0,0,0,0
