,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X600362.SH,X600352.SH,X600188.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X600489.SH,X002271.SZ,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X000786.SZ,X002466.SZ,X600299.SH,X000629.SZ,X601158.SH,X600219.SH,X000883.SZ,X600808.SH,X000553.SZ,X000401.SZ,X600985.SH,X000630.SZ,X000027.SZ,X601699.SH,X600426.SH,X600583.SH,X000825.SZ,X600339.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356018680636292,0,0,0,0,0.00621132101601063,0,0,0,0,0,0,0,0,0,0,0.0220619834719183,0.0332713968959927,0.0470773008424876,0,0,0,0,0,0,0.0762392565545018,0,0,0,0,0.0754571450402266,4.33680868994202e-19,0,0,0,-0.00440908242728021,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0287495797065299,0,0,0,0,0,0,0,0,0,0,0.0158368424317947,0,0,0.0277183687860407,0.0140779364159006,0.0122440143530539,0,0,0,0,0,0,0.0138552257700295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109425094590563,0.030919566392651,0,0,0.0213809396291167,0,0,-0.0110702171772867,0,0,0,0,2.16840434497101e-19,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142510530341286,0,0.029615047966867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166392074777774,0,0,0,0,0,0,0,0,0,0,0,-0.0436819593406583,0,0,0,0.00525672687886653,0,0
X600585.SH,0,0,0,0,0,0.0501949702068001,0,0,0,0,0,0,0,0,0,0,0.0369466129052454,0,0,0.374387563487026,0,0.0571265229507327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00669521693561296,0,0,0,0,0.0401327119941909,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194988733945679,0,0.0669093852296266,0,0,0,-0.0149978186716327,0,0,0,0,0,0,0,0.0540896639294628,0,0,0,0,0,0,0,0.0559758256002799,0,0,0,0,0,0,0,0,0,-0.00633603407033338,0,0,0,0,0.00950971447295728,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215095093718463,0,0,0,0.0469877410225631,0.0127722680008189,0,0,0,0,0,0.105552980576662,0,0,0,0,0,0,0,0,0,0,0.0468272213402897,0.124671023380751,0,0,0,0,0,0,0,0,0,0.0467625924264602,0,0,0,0,0,0,0.048687424318208,0,0
X600011.SH,0,0,0,0,0,0.011553406744861,0,0,0,0,0,0,0,0.0216973549956049,0,0,0,0,0,0,0,0.0723660338768625,0,0,0,0,-0.144847539425656,0,0,0,0,0,0,0,0.0904811226139929,0,0,0,3.46944695195361e-18,0,0,0.152678916068674,0,0,0,0,0,0,0,0,0,0,-0.0637333399648983,0,-0.0233369032409975,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.120223504007259,0,0,0,0,0,0,0,0,0,0,0,0,-0.0789791821612034,0,-0.0122658900954305,0,0,0,0.772856565509737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104550933369357,0,0,0,0,0,0,0,0,-0.107236690151644,0.105167792502038,0,-0.0916961374459532,0.0971096230995055,0,0,0,-0.0418945561004253,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.245561633260391,0,0,0,0,0,0.115308471268786,8.67361737988404e-19,0,0,0.136874964826289,0.123889108431657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248577862764103,0,0,0,0,0,0,0.0204045239944465,0,0,4.33680868994202e-19,-0.0200450978477055,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122389192219047,0,0,0,0.0791940026144109,0,0.0458384099614673,0,0,0,0,0,0,0.0486530821771332,0,0,0,0,0.0255304169080576,0,0,0,0,0,0,0,0.000606074103348855,0,0,0,0.220756870794037,0,0,0,0,0,-0.00914692882842968,-0.0011216972813138,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.110078393226671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129589680237517,0,0,0,0.0349579213608051,0,0,0,0.0226093240693978,0,0.0623928792808367,0,0,0,0,0,0,0.174776356206241,0,0,0,0,0,0,0,0,0,0,-0.00270066870792059,1.73472347597681e-18,0,0,0,0,0,0
