,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601600.SH,X601898.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600547.SH,X600516.SH,X002460.SZ,X300072.SZ,X600886.SH,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X000786.SZ,X000553.SZ,X600352.SH,X600027.SH,X600299.SH,X000709.SZ,X000792.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X600489.SH,X601158.SH,X600426.SH,X601699.SH,X600157.SH,X600808.SH,X600219.SH,X002470.SZ,X000830.SZ,X000883.SZ,X000630.SZ,X600315.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.140932472594191,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0311123828933882,0,0,0,0,0.0943757979830567,0.125269633856884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183134788646945,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600028.SH,0,0,0.223537206095047,0,0,0,0,0,0,0,0,0,0,0,0.0626508081451777,0,0.143793919362852,0,0,0,0,0,0.032890506120859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283543927940859,0.0213994023483605,0,0,0,0,0,0
X601088.SH,0,0.0588132997390497,0,0.335911141586739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0966291216226282,0,0,0,0,0,0,0,0,0.355494561495098,0,0,0,0,0,0,0,0,0,0,0.00708923589754587,-0.0215101840141938,0,0,0,0,0,0
X600019.SH,0,0,0.441689728523254,0,0,0,0,0.202827856048413,0,0,0,0,0,0,0,0,0,-0.0608404690852805,0,0,0,0,0,0,0,0,0,0,-0.0533339383601207,-0.0905982354069035,0,0,0.103914623329904,-0.109421041948972,0.0270898317174432,0,0,0,0,0,0.150222621115488,0,-0.0240733896659417,-0.0364639337597633,0,0,0,0,0,0.0145646370257559,0,0,0,0,0,0,0
X600585.SH,0,0,0.194663857513896,0.176505587400584,0,0,0,0.176036370753226,0,0,0,0,0,0,0,0,0,0,0.0446751785725821,0,0,0,0.0832708769095057,0,0,0.17396793847244,0,0,0,0,0,0.0458526146671673,0,0,0,0,0,0,0,0.0260734603043624,0,0,0,0,0,0,0,0,0,-0.00341013920624667,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.128866940161145,0,0,0,0,0,0,0,0,0,0,0,0,0.0372958509632872,0.00894035273370816,0.0608120179944212,0,0.103118903958623,0,1.73472347597681e-18,0,0,0.15873954093125,0,0.200670982734261,0,0,0,0,0.0407719416968623,0,0,0,0,0.0740441773709102,0,0,0,0,0,0,0,0,0,0,-0.00125602961883994,-0.0437119689914966,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.106659457732757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17517394252433,0,0.00669832408388587,0,0.0529250949476786,0,0.0471586819740501,0,0,0,0,0.0290899701041094,0,0,0,0,0,0,0,0,0,0.077010755800204,0,0,0,0,0,0,-0.0226902893662723,0.0121721714661797,0,0,0,0,0,0
X600188.SH,0,0,0,0.576163931039554,0,0,0,0,0.0608384072050867,0,0,0,0,0,0,0,0,0,0.0551982651263417,0,0,0,0,0,0.464431547676905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106407752131363,0,0,0,0,0.123188353772206,0,0,0,0,0,-0.00105378640545671,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.81027598335442,0,0,0,0,0,0,0,0,0.296888300999891,-0.200724726508325,0,-0.148978366005645,0,0,0,0,0,0,-0.0730093981711179,-0.300103471482473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.415347990228847,0,0,0,0,-0.171354388891865,0,0.0434579955531674,0,0,0,0,0,0,0
X601898.SH,0,0.0226197923850176,0,0,0,0,0,0.0252091559531673,0,0,0,0,0,0,0.400245253577504,0,0,0,0,0,0,0,0,0,0,0,0.0586947619696801,0.0078768608832563,0,0,0,0.0636278136753323,0,0,0,0,0,0,0,0,0.114646067729377,0,0.0446504165921969,0.0673783819265172,0,0,0,0,0,0.0118047054799362,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072659837148396,0.0926667829248821,0.486965290308839,0,0,0.0579982682201646,0,0,0,-0.0260513285919813,0,0,0,0,0,-0.00700976450737753,0,0,0,0,0,0,0,0,0,0,0.0421196596516237,0,0,0,0,0,0,0.0139030087112659,0,0,0,0,0,0,0
X600688.SH,0,0.363744617743637,0.0392030782011276,0,0,0.0242435873376059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191519019182251,0,0,0,0,0,0,0,0,0.040717186944063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659495893377592,0.0412951927606584,0,0,0,0,0,0.0368428586655875,0.0205237881725113,0,0,0,0,0,0
