,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002460.SZ,X600011.SH,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X002466.SZ,X600362.SH,X600801.SH,X600188.SH,X000786.SZ,X002271.SZ,X600795.SH,X600352.SH,X601991.SH,X002353.SZ,X600688.SH,X600111.SH,X600176.SH,X601992.SH,X000723.SZ,X600027.SH,X600426.SH,X600583.SH,X600489.SH,X600299.SH,X600516.SH,X000898.SZ,X601158.SH,X000932.SZ,X600219.SH,X000883.SZ,X600612.SH,X000792.SZ,X000709.SZ,X000553.SZ,X002080.SZ,X600486.SH,X000401.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.00645079211378486,0,0,0,0.0851367577796119,0,0,0,0.0255467746142883,0,0,0,0,0,0,0,0,0,0.250362061409222,0,0,0,0,0,0,0,0.160085129097564,0,0,0,0,0,0,0,0,0,0,0,0.0420866004364738,0,0,0,0,0,-0.00123382851004125,-2.16840434497101e-19,0,0,0,0,0,0
X600028.SH,0.255689916934057,0,0,0,0,0,0,0,0,0.000183687401399471,0,0,0,0,0,0.0153178711719759,0,0,0,0.0108845968460598,0,0,0,0,0,0.254373651519364,0,0,0,0,0.0283187078581796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00604611704912488,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0608389341339911,0,0,0,0.0108929476552767,0,0.0355299330395044,0.249108516293702,0,0,0,0,0,0,0,0,0,0,0.107401336759201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408849041903902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456225313928443,0,0,0.0395588900678176,0,0,0,0,-0.0141134059464212,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.00395473961460877,0,0,0,0,0,0,0,0,0,0.027959306301462,0,0,0,0.0672801071427594,0,0
X600309.SH,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.070362865957724,0.0585768635142248,0.238942367126756,0.0501485642641701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169482511356262,0,0,0,0,0,0,0,0,0,0,0.0752579852893524,0,0,0,0,-0.00369090560756769,-0.00308861908807046,0,0,0,0.000184432126575512,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0211232735533086,0,0,0,0,0,0.0138040219555727,0,0.104826098885066,0.0842348780776909,0,0,0,0,0,0.0145465862695653,0,0,0,0,0,0,0,0,0,0,0.123999126814858,0,0,0.0379356874121062,0,0,0,0,0,0,0.0287428971478078,0,0,0,0,0,0.00872232233695491,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117856976434302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874119441717656,0,0,0,0,0,0,0,0.0587021583280517,0.0297584746245439,0,0,0,-0.0189019543579094,0,0,0,0,0.00381313139312799,0,0,0,0,0.0232632125349266,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25867681240409,0,0,0,0,0.161722920013135,0,0,0,0,0,0.262505142431151,0,0,0,0,0,0.0827639546768213,0,0.179670967423356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187405096040856,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0356608280825771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23210779571626,0,0,0,0.0483958412221851,0.188686169728973,0,0,0,0,0,0,0,0.144250329430846,0,0,0,0,0,0.0833020310684793,0.0796080726682757,0,0,0,0,0,0,-0.0114666338169191,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.0058926243454596,0,0,0,0,0,0,0.0790613553805527,0,0,0,0,0,0,0,0,0.0851578494970021,0,0.222768874569579,0,0,0,0,0,0,0,0,0,0.152498177827658,0,0,0,0.218543641119624,0,0,0,0,0,0,0.154631274938591,0,0.0166276792971657,0,0,0,-0.1629959566963,0.167143099884106,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.14831216271348,0,0.00947129506643814,0,0,0,0,0,0.128376210847641,0,0,0,0,0.103174964918401,0,0,0,0.0384563171833683,0,-0.0053118036264105,0,0,0,0.0617739697083592,0,0,0,0,0,0,0,0.132889637947911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257510565679165,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0136647231305927,0,0,0,0,0,0,0,0.00606823835754432,0,0.0548609962945028,0.435451867046386,0,0,0,0,0,0,0,0,0.00708814787584711,0,0,0,0,0,0,0.0500463765301817,0.0509927398564218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00742163453133028,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.119979120901339,0,0,0,0,0.0464573021313189,0,0,0,0,0,0.118143723836884,0.0078074820396802,0,0,0,0.249376572988957,0,0,0,0,0.0268700197121374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840813304337113,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00468860697440751,0,0
X600010.SH,0,0,0,0,0,0.0316893765519747,0,0.0619500983952352,0,0.111489504187976,0,0,0,0,0,0,0,0,0.113881020703767,0,0,0,0.0320635773409017,0,0,0,0,0,0,0,0,0,0,0,0,0.13143862167447,0,0,0,0,0,0.00131466343257971,0,0,0,0.00723007215534614,0,0,0,0,0,0.00981307454194102,0.013054178363446,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063946998698528,0,0.205414551013257,0,0,0,0.0651312565172303,0,0.0567740066421901,0,0,0,0,0,0,0,0,0,0.0836753153726542,0,0,0,0,0,0,0,0,0.0383435680904429,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.439989798502363,0,0,0,0,0,-0.0112193039292682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128997772957588,0,0,0,0,0,0,0,-0.180460028042931,0,0,0,0,0,0,0,0,0,0.172352838328143,0,0.175094758604623,0,0,0,0.0227839001694581,-0.0185987034805282,0,0,0,0.0641554451204002,0,0
X600362.SH,0,0,0,0,0,0.110645701257064,0,0,0,0.0152412603876718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581918464640219,0,0,0.103642240275674,0,0,0,0,0,0.076181211758556,0,0,0,0.218782688436611,0,0,0,0,0,0.0954556080972859,0,0,0,0.0242205137805755,0,0,-0.0241304735660932,0,0,0,2.16840434497101e-19,0,0
X600801.SH,0,0,0,0.508073191802142,0,0,0,0,0,0,0,0,0,0,0,0.0325475049819387,0,0,0,0,0,0,0.186739105660848,0,0,0,0,0,0,0,0,0,0.0959568049112587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226957073362453,0,0,0,0,0.00475258646618862,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.498620939484088,0,0.144265228431107,0,0,0,0,0,0,0,0,0.0786365317756556,0,0,0,0,0,0,0,0,0,0,0,0.058798775424849,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0.109977601259019,0,0,0,0,0,0.0729201291646656,0,0,0,0,0,-0.0550417169706112,0,0,0,0,0.262695892173662,0,0,0,0.0788216539711846,0,0,0,0,0.135923480039761,0,0,0,0,0,0,0,0,0,0,0,0,-0.032321252165675,0,0.054709652902258,0.0589353482239996,0.176939347332697,0,0,0,0,0.0256788461608043,0.0166714388320491,0,0,0,0.131479257152067,0,0
X002271.SZ,0,0,0,0.0915431449546898,0,0.0247410005981742,0,0.182321337753737,0,0,0,0,0,0,0,0.0120073861512964,0,0.18534060148293,0,0.104473112210256,0,0,0,0,0,0,0,0,0,-0.054737138177637,0,0,0.0571526736424894,0,0,0,0,0,0,0,0,0,0,0,0,0.0816100371459531,0,0,0,0,0,0.0339221299195684,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349980567420259,0.0466455107673055,0.0299300250312274,0,0,0.0185785630167785,0,0,0,0,0,0,0,0,0,0,0.0166747254795462,0,0,0,0,0,0.219478551640139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.0159296758755814,0,0,0,0.046550194494138,0,0,0,0.124068833510006,0,0,0,0,0,0,0,0,0.0410731532832599,0,0.22228924651927,0.0268254103700103,0,0,0,0,0,0.220283877652128,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0107260534267185,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0266947745094113,0,0,0,0.0240564526797739,0,0,0,0,0,0,0,0,0.152698971835282,0,0,0,0,0,0,0.0258014509751737,0,0,0,0,0.0185764832224714,0.217036591328916,0,0,0,0,0,0,0,0,0,0,0,0.0916915329757345,0,0,0,-0.0105816117306308,0,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0.0585931807465002,0,0,-0.102613381383314,0,0,0,0,0,0,0,0,0,0,0.30714653631876,0,0,0,0,0,0,0,0,0,0,0.150511812892311,0.060242963537431,0,0,0,0,0,0,0,0,0,0,0,0,0.0612297116162669,0.201665405908453,0,0,0,0,-0.0472792421886149,0,0,0,0,0,0,0
X600688.SH,0.501431012375572,0,0,0,0,0,0,0.0488630741470455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223324528884872,0,0,0,0,0,0,0,0,0.00541911287520277,0.0259595302084709,0,0,0,0,0.0655698921609875,0,0,0.26375315396631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.120126442864364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42497680271079,0,0,0,0,0,0,0.0554973088968609,0,0,0,0,0,0.145969194109793,0,0,0,0,0,0.0575349833985007,0,0,0,0,0,0,0,0,0,0.0127043619954604,0,0,0,0,0,0,0
X600176.SH,0,0,0,0.0131713432053183,0.0290373551355531,0,0,0,0,0,0,0,0,0,0,0,0,0.0842837316760624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258904970616086,0,0,0.147709980655531,0,0,0,0.197533391507411,0,0,0,0,0,0,0,0.0957672431425422,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0353211143346328,0.150031957672861,0,0,0,0.257778184171753,0,0,0,0,0,0,0.0491867109619269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146841701335546,0,0,0,-0.00324923314012524,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0.231962665013779,0,0,0,0,0,0,0,0,0,0.0287653786243339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453092347524791,0,0,0,0,0,0,0,0,0,0,0,0.180022602063927,0,0,0.280806115970228,0,0,0,0,0,0.0640354366327508,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.138190157785393,0.0999391348170377,0,0,0,0,0,0.0158995777702241,0,0,0.158566151614131,0,0,0,0.0367491495949849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0119813407819868,0.012077955689074,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,-0.0498530678764456,0,0,0.00883409421738194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1348102846484,0,0.225343111347986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029553316887278,0,0,0,0,0,-0.0046801173966555,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123125379128372,0,0.105981159015731,0,0,0,0,0,0,0.0631795009985558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386464598746065,0,0,0.268862137867673,0.244892693147629,0,0,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0.111339841335947,0,0,0,0,0,0.70066008977866,-3.46944695195361e-18,0,0,0.0663219856092405,0,0,0,0,0.0317290811950388,0,0,0,0,0.0314847077981536,0,0,0,0,0,0,0,0,0.0736342152619712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117643682539712,0,0,0,0,0,0,0.00396795653290091,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.095325677927096,0,0,0,0,0,0.00572770535917912,0,0,0,0,0,0,0.061514708985799,0,0,0,0,0,0.248639247186357,0.00877072135483186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.230554421535818,0,0,0.0264140411381885,0.0190033823735727,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594648599354436,0,0,0.0605465834441722,0,0,0.189911978095287,0,0,0,0,0.0104318097866426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00782249895808713,0,0,0,0.00100974882084401,0,0
X000898.SZ,0,0,0,0,0,0.264430985192326,0,0.0233785331247752,0,0,0.115825636284133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106441414823125,0,0,0,0,0,0.05466142029108,0,0,0.371099724007117,0,0,0,0,0.00928060730161688,0,0,0,0,0,0,0,0,0.00507019836350537,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.0214274098084078,0,0,0,0,0,0,0,0.0380179310235896,0,0,0.00281038555660634,0,0,0,0.0148583046997309,0,0,0,0,0,0,0,0,0,0.0381164062122933,0,0,0,0.0378373172882784,0,0,0,0,0,0,0.0584382053562754,0,0,0,0,0,-0.00329674736267649,0,0,0,0,0,0,0
