,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X600585.SH,X002460.SZ,X601898.SH,X000792.SZ,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X600795.SH,X601600.SH,X002271.SZ,X600426.SH,X601991.SH,X000983.SZ,X600027.SH,X600803.SH,X600362.SH,X600176.SH,X601699.SH,X000408.SZ,X600348.SH,X600096.SH,X600985.SH,X000723.SZ,X000786.SZ,X000629.SZ,X600995.SH,X000933.SZ,X600160.SH,X600141.SH,X600219.SH,X600489.SH,X600378.SH,X600801.SH,X600157.SH,X002353.SZ,X300073.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.172379960189316,0,0,0,-0.0389524280208477,0,0,0,0,0,0,0,0,0.0824606441265621,0,0,0,0,0,0,0,0,0.103503865949938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128247640741657,0,0,0,-0.036054426490418,0.00980987092672354,0,0,0,0,0,0
X601088.SH,0,0,0,0.0516895792938504,0.35545619782909,0.0976227971831701,0,0,0.0325661393927614,0,0,0,-0.0698271629591269,-0.0386485625577402,0,0,0,0,0,0,0,0,0,0,0,0.220688975554305,0,0,0,0,0,0,0,0,0,0,0,-0.167738153143935,-0.0292636047451187,0.076976962688003,0.0236038199306161,0,0,0,0,0,0,0,0,0,0,0,-0.00648236717021792,0,0,0,0,0,0
X600028.SH,0.222030043032829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762524969472076,0,0,0,0.00263996200453226,0,0,0,0,0,0.0135065588373977,0,0.00320835191994406,0,0,0,0.0136505168576167,0,0,0,0,0,0.123725353130618,0,0,0.0201910121786132,0,0,0,0,0,0.00233960115531989,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0307018990801193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.00121943349453967,0,0.0942529730466747,0,0.135928588519981,-0.0474115003820715,0.0103828151624822,0,0.1069483389551,0,0,0,0,0,0,0,0,0,0,0,-0.0139355973788868,0,0,0,0,0,0
X600188.SH,0,0.728544693394462,0,0,0,0,0,0,0.000544433338916517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666717685224095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178396363404147,0,0,0,0,0,0,0,0,0,0,0,0,-0.015076905855279,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.701875489908816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212671813881157,0,0,0,0,0.327759681937986,0,0.00671340955398492,0,0,0,-0.151979539223733,0,-0.0987762932620363,0,0.211013286889436,0,0,0,0,0,0.105352775504875,0,0.0174912257504263,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0363340528923671,0,-0.0294636868656912,0,-0.0181905642772525,0,0,0.135292210985139,0,-0.0119286380784051,0,0,0,0,0,0,0,0.0239007214813358,0,0.0215224413783781,0,0,0,0,0,0,0,0,0,0,0.0957285364225457,0,0,0.0752890779706027,0,-0.0216945443261785,0,0,0,0,0,0,0.41023309207996,0,0,0,0,0,0.0166309354026963,0.0250748655646852,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.36836359051333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0723356992804447,0,0,0.0117696350124163,0,0,0,0,0,0,0.0695260510784056,0,0.0482090890771297,0,0,0,0,0,0,0,0,0,0.0594344310824445,0,0.0846315043945564,-0.0277676203444396,0,0,0,-0.162615808929047,0,0
X601898.SH,0.0925373844854237,0,0,0,0.0592522415321245,0,0,0,0,0,0.0114238885732511,0,0,0,0,0,0,0,0,0,0,0.133840762474993,-0.0492006106030665,0,0,0.252062564922563,0,0,0,0,0,0,0,0.0556708290779764,0.199166656307649,0,0,0,0,0,0,0,0,0,0,0,0,0.08163804125086,0,0,0,0,-0.013989749322451,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.248128111793937,0,0.0320906738462723,0,0,0.084614509177841,0,-0.0457869071282633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928021044894223,0.00611167316402456,0,0,0,0.095931330012691,0.195199113232827,0,0,0,0,0,0,0,0,0.0181032385303177,0.0117037805372522,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206269395388575,0,0,0,0,0,0.268023489235456,0,0,0,0,0.083132176371338,-0.0799826139431575,0,0,-0.0144378711257596,0,0.0521705320746508,0,0,0,0,0,0,2.16840434497101e-19,0,0.510160984696504,0,0,0,0,0,-0.0174320483129087,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0130650409103964,0,0,0,0,0.126701353517378,0,0,0,0,0,0,0,0,0,0,0.169559923768277,0,0,0,0.0720180683704876,0,0,0,0,0,0,-0.0301437231227726,0,0,0,0.223092663726455,0,0,-4.33680868994202e-19,0,0.00890604524077696,0,0,0,0,0,0,0,0,0,0,-0.0054115774581932,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.298684230466832,0,0.185527833776188,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.153526081968437,0.168436635453428,0,0,-0.069397714059106,0,0.0360095321035561,0,0,0,-0.226452086282431,0,0.0255558360751775,0,0,0,0.341356153528846,0,0,0,-0.120551422393275,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0878493037835914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277734893204246,0.0181098766661223,0,0.0854521549032768,0,0,0,0,0,0,0.236076751175821,0,0,0,0.0514202782504506,0,-0.144479812800456,0.0140562709046261,0,0.0830113937519185,0,0.169196389406104,0,0,0,0,0,0,0.103970326993438,0,0,-0.022814313705961,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0036293493281964,0,0.145133011980628,0,0,0.0137449009833722,0,0.00380439218277623,0.021202688877653,0,0,0,0,0,-0.131314741668514,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752704868314761,0,0,0,0,0.0103631237613592,0,0,0,0,0,-0.0126188247556288,0,0,0,0.0385034897764419,0.0414894590958316,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0500871517333842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179928946370907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388965745970443,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0873768687439299,0,0,0.165805094386289,0,0,0,0,0,0,0,0.0156276447438981,0,0,0.0225808934257966,0,0,0,0,0.492030276078557,0,0,0,0,0,0,0,0.0209308949493553,0,0,0,0,0,0,0,0,0.0300447127827831,0,0,0.00664657729836454,0,0,-0.00187742459267494,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.103244750992628,0,0,0.0511580422202363,0,0,0,0,0,0,0,0,0.141568936256705,0.101302919698244,0.0241094832025552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.254643533544581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791133412577275,0,0,0.0451083720731223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069179528435933,0,0,0.1286738547686,0,0,0.0293398150589924,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220033688347737,0.0047644910069934,0,0,0,0,0.0633516096718364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284174722225734,0.209785585693619,0,0,0,0,-0.0221859331987999,0,0,0,0.0193136416340179,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0735325719462429,0,0,0,0,0.422213388889686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111852227560047,0,0.0395671797018789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785894490256323,-0.0218453891017339,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.098000848005538,0,0,0,0,0.0147937826310778,0,0,0,0,0.150423371469786,0,0,0,0,0,0.0431981575600049,0,0,0,0.441658298409693,0,0,0,0,0,0,0.0663143332780231,0,0.0130853849487421,0,0,0,0,0.0489384771095491,0,0,0,0,0,0,0,0,0,0.0200327840074704,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.162940274256452,0,0,-0.326072932035064,0,0,0,0,0.111997823362682,0,-0.071551090338696,0,0,0,0,-0.208794032806858,0,0,-0.0516582702944038,0,0,0.0948535012112596,2.16840434497101e-19,0,0,0,0,0.025654169116818,0,0,0,1.22752818026433,0,0.203090484959581,0,0,0,0,0,0,0,-0.0474424837529911,0,0,0,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.125585594183593,0,0,0,0,0,0,0,0,0,0,0,0.0483656319209127,0,0,0,0,0.0168709527329637,0,-0.0528873184989032,0,0.0408519152217327,0,0,0,0,0.0106777449870315,0,0,0,0.102062167876791,0,0.0664828113512661,0,-0.0719417094097512,0,0,0,0,0,0,-0.0545489555638249,0,0,0,0,0.0134616627558658,0,0.00891028176902069,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.162870757296364,0,0,0,0,0,0,0,0,0,0.106413176326775,0,0,0,0,0.074319545439947,0.141753609044309,0,0,0,0,0,0,0,0,0,0,0,0.0989253771973527,0,0.0596792205043421,0,0,0,0,0,0,0,0,0.145741834033981,0,0,0,0,0,0,0,0,0
X000983.SZ,0,0.0358349112574019,0,0,0.0965434137317904,0,0,0,0.358028751628519,0,0.0168725688146761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238908135966222,0,0.0273553762326261,0,0.360240434272283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635555207635647,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.138473946845174,0,0,0,0,0.125287286102748,0,0,0,0,0,0,0,0,0,0.281967111229002,0,0,0,4.33680868994202e-19,-0.0526323295810531,0,0,0,0,0,0,0,0,0,0,0,0.0864001163252813,0.157875472310205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681681077497591,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0.00306685407430945,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0276377645347299,0,0,0,0.130321925216692,0,0,0,0,0,0,0.00875181994258514,0,0,0.122167462258458,0,0,0,0,0.0541609893950838,0,0,0,0,0,0,0,0,0,0,0.0733124066833429,0.0243967237638038,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0698688593436002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272563717090916,0,0,0.0959179401802922,0,0,0.0225345016545865,0,0,0,0,0,0.0337646575683211,0,0,0.206624203387203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.0125309559498592,0,0,0.0306426092618039,0,0,0,0,0.305856948592763,0,0,0.0693165004741277,0,0.0114760814382508,0,0.0338107299936066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297534374643571,0,0,0,0,0,0.171308137678605,0,0,0,0,-0.0358440759359495,0,0,0,0,0,0
