,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X600188.SH,X601992.SH,X002466.SZ,X600362.SH,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600176.SH,X000786.SZ,X600027.SH,X600352.SH,X000553.SZ,X000792.SZ,X000408.SZ,X600808.SH,X600219.SH,X600489.SH,X002271.SZ,X000959.SZ,X601158.SH,X002092.SZ,X601699.SH,X600339.SH,X000883.SZ,X000723.SZ,X000983.SZ,X002470.SZ,X000630.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.464090139432825,0,0.0328130230669165,0,0,0,0,0,0,0,0,0,0,0,0,0.00294466315828295,0.0182446182315996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666154630342199,0.0113323332952962,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.00105975939592839,0,0,0,0,0,0
X600028.SH,0.41825781786104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00204674958398217,0,0.0438805644440387,0,0,0,0,-0.0915709577209018,-0.00940711819949548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00795273088577075,0.0184822606191997,0,0,0,0,0,0
X601088.SH,0,0,0,0.147487244841982,0.129460352062955,0,0,0,0,0,0,0,0,0,0.174196131837943,0,0.0267669210564646,0,0,0,0,0,0,0,0,0,0,0,0.106732108367931,0,0,0,0,0,0,0,0,0,0,0,0,0.0854984249749878,0,0,0,0,0,0,0,0,0,-0.0038189552505127,0.128275542621133,0,0,0.0606471127224808,0,0
X600019.SH,0,0,0.137356330224469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335319320759553,0,0,0.56574700962333,0,0,0,0.0719825383002071,0,0,0,0,-0.026203848405202,0,0.0823533900163046,0,0,0.0850689270805926,0,0,0,0,0,0,0,0,0,0,0,0,0.0316014900761975,-0.0177383371842897,0.0714995976685254,0,0,0,0,0
X600585.SH,0,0,0.106312100798349,0,0,0,0,0,0,0,0,0,0,0,0.114702889294801,0,0.168769470287054,0,0,0,0,0,0,0,0.00520725324261433,0,0,0,0,0,0,0,-0.111247094665533,0,0.143346184970808,0,0,0,0,0,0,0,-0.305436756513143,0,0,0,0,0,-0.0457645046709034,0,0.00147415471056836,0.022863205397272,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295726780323346,0,0,0.127274486977186,0,0,0,0,0.101907485211279,0,0.0102786743844333,0,0,0.046431569144401,0,0,0,0.0884101113342598,0,0,0.242649302326564,0,0,0,0,0,0.0338245098489212,0,0,0,0,0,0,0,0,0,-0.0102886265136579,0.00771677056339622,0,0,0,0,0,0
X600309.SH,0,0,0.0143896980463115,0,0,0,0,0,0,0,0,0,0,-0.141131035524131,0,0,0,0,0,0,-0.0991132165710925,0,0,0,0,0,0,0.0440467000112632,0,0,0,-0.0832945371495327,0,0,0,0,0,0,0,0,0.569629223115911,-0.102952630911933,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.00154107442045042,0,0,0,0,0,0
X600011.SH,0,0.0950261626458382,0,-0.0193221963598565,-0.067051679253695,0,0,0,0,0,0,0,0,0,0.0943347506455005,0,0,0,0.0725380973995215,0,0,0,-0.024310215120558,0,0,0,0,-0.0330411752577782,0.0243158675525429,0,0,0,-0.0169598580579001,0,0,0,0,0,0,0,0,0,0,0,0.0796420179596793,0.0130232628909428,-0.0764992004631839,0,0,0,-0.0154715485616924,0.0194087740451623,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258815254177182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030451274578454,0.0273338797434018,0,0.0792033600453302,0,0,0,0,0,0,0,0,0,0,0.0938246041505442,0,0,0,0,-0.00520318507579748,0,0,0,0,0,0,0
