,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X601158.SH,X000898.SZ,X600352.SH,X600157.SH,X000709.SZ,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000539.SZ,X000629.SZ,X000630.SZ,X600219.SH,X000027.SZ,X600660.SH,X600008.SH,X000825.SZ,X600808.SH,X600021.SH,X600549.SH,X002470.SZ,X600578.SH,X600098.SH,X600315.SH,X600307.SH,X000060.SZ,X601699.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.391202232679465,0,0,0,0,0,0,0.0745704576454822,0,0,0.184287544383824,0.107243261440296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151278906280278,0,0,0.0334355532684551,0,0,0,0.0155263720423446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180565773698874,0,0,0,0,0,0
X600028.SH,0.562386996689654,0,0,0.0410476171078294,0,0,0,0,0,0,0,0.0790151935718094,0,0,0,0,0,0,0,0.0168420156126006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06858150309524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.145320940180107,0,0,0,0,6.93889390390723e-18,0,0.131437172571109,0,0,0,0,0.255878646734769,0,0,0,0,0,0,0,0,0,0.258232687748011,0,0,0,0,0,0,0,0.0574355328783705,0,0,0,0,0,0,0,0,0,0,0,0.0474641769061689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.00943972555368452,0,0,0,0,0,0.100680595448376,0,0.0413309100726681,0.084347202943132,0.0929912371331936,0.0111773299590982,0,0,0,0,0.0612363664999424,0,0,0,0,0,0.138590064968872,0,0,0,0,0,0,0,0.0906700899784875,0,0,0,0,0,0,0,0.0478801764233719,0,0,0,0.149444855195257,0.0507264602422184,0,0,0,0,0,0,0,-0.00692410698089529,0,0,0,0,0,0
X600585.SH,0.04488437159291,0,0,0,0,0,0.133884638503491,0,0,0,0,0,0,0,0,0.0185210563950512,0,0,0.0361626283413067,0,0,0,0,0.00568990381071387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102049183863349,0,0,0,0.16331897155059,0,0,0,-0.00657853249407236,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.13590891882642,0,0,0,0.0967707863525229,0,0,0,0,0,0,0.48377371606211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280185361824915,0,0,0,0,0,0,0,0,0,0,0,0.000330476500837614,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.02598425385797,0,0,0,0,0,0,0,0,0.0192398068954481,0.338208488226781,0,0,0,0,0,0,0.0780584524354274,0,0,0,0.0497871212795665,0,0,0,0.092841889734471,0,0,0,0,0,0.14786731946994,0,0,0,0,0,0,0,0.013623856454035,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0632329231326332,0.125392265170792,0,0,0,0,0,0,0,0,0,0.00542847170533272,0,0,0,0,0,0,0,0,0,0,0,0.22190359013364,0,0,0,0,0,0.0402226665561348,0.00604081948077123,0,0,0,0.0599981522026969,0,0,0,0,0.358068607953473,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.446034131763835,0,0,0.109084905986338,0.0809339909234961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148034646990313,0,0,0,0,0.0533068560275239,0,0.0471808253398154,0,0,0,0,0,0,0,0,0,0,0,0,-0.00739437331921904,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.137763051319319,0,0,0,0,0,0,0,0.271379774950169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167509755499271,0,0.05434787815376,0,0,0,0,0.120018303237087,0.158045454842022,0,0,0,0,0,0,0,0,0,0,0,-0.011781733576962,0,0,0,0,0,0
