,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X601600.SH,X600886.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X600176.SH,X601992.SH,X600516.SH,X002466.SZ,X600352.SH,X600111.SH,X000709.SZ,X002460.SZ,X600299.SH,X600489.SH,X000629.SZ,X000786.SZ,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X002271.SZ,X000553.SZ,X600583.SH,X000883.SZ,X002110.SZ,X600157.SH,X002470.SZ,X600021.SH,X600339.SH,X600612.SH,X000408.SZ,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.136076585582292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050734470520042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748141570332114,0,0,0.00415196709008746,0,0,0.227598164491459,0,0,0,0,0,-0.00821505616748234,0.0172149887915752,0,0,0,0,0,0
X600028.SH,0.220822260023836,0,0,0,0,0,0,0,0,0,0.104698999101607,0,0,0,0,-0.267731536793242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925785494525187,0,0,0,0,0,0,0.237961756746944,0,0,0,-0.0901242940170962,-0.104080031822943,0,0,0.423753974210101,0,0,0,0,0,0.0256913013697912,0.0390669928194227,0,0,0,-0.0284523430698113,-0.0684577758377157,0
X601088.SH,0,0,0,0,0,0.161894453890886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572773808741366,0,0,0,0,0,0,0,0,0,0,0.0669331717697766,0,0,0,0,0,0.121869333602035,0,0.102224750628895,0,0,0.00711190582047268,0,0,0,-0.0156376140344593,0,0,0,0,0.0129912243890536,0,0,0,0,0.040922844101954,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0695829919510648,0,0,0,0,0,0,0,0,0,0,0,-0.0470876951827334,0,0.193130880694658,0,0.506997748331095,0,0,0,0.0456336112880143,0,0,0.0400176505039143,0,0,0,0,0,0,0,0,0,-0.012264823191241,0.0219227753484185,0,0,0,0.0608931387159356,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138822476052957,0.0780115705826736,0.0501366525764625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212060420667504,0.0163798254552968,0,0,0,0,0,0,0,0,0.00597450524686065,0.0247551067982694,0,0,0,0.0337963637341226,0,0
X600309.SH,0,0,0.12929506983079,0.0473120667132839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970665520445063,0,0,0,0,0,0.0845424023414301,0,0,0,0,0,0,0,0,0.304123399823916,0,0.218144871974293,0,0,0.0543485816728201,0.286359459325651,0,0,0,0,0.0995565524151795,0,0,0,0,0,0,0,0,0.0155684814635855,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500783245841526,0,0,0.592980746143635,0,0,0,-0.191841628744678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436523427740744,0.078558491897569,0,-0.108933313521913,0,0,0,0,0,-4.33680868994202e-19,0.0145609451366672,0,0,0,-0.0185762581820135,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292078867442402,0,0,0.106775916102263,0.0757707367528531,-0.152637952675918,0,0,0,0,0,0,0,0,0,0,0.0613993239588591,0.00570389918366612,0,0.166425553583763,0,0,0,0.0655566740198487,0,0,0,0.159906868177897,0,0,0,0,0,0,0.00502697971344204,0,0,0,0.00784712968271264,0,0
X600547.SH,0,0,0,0,0,0.0638910079690089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131120814272956,0,0,0,-3.46944695195361e-18,0,0.61361841400362,0.0460625376996379,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0212447355271979,0,0.0304011707550679,0,0,0,0,-0.00179894842351821,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113736577010036,0,0,0,0,0.144039345695928,0,0,0.0526351851792428,0,0.0108428828607533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139625777994246,0.0730625392909701,0,0,0,0,0,-0.0131021799399502,0.0438768933432483,0,0,0,0.0491559824394014,0,0
