,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600011.SH,X002460.SZ,X600019.SH,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600362.SH,X600426.SH,X600027.SH,X601991.SH,X000983.SZ,X600803.SH,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X300037.SZ,X000539.SZ,X600160.SH,X000408.SZ,X600219.SH,X600995.SH,X000932.SZ,X002080.SZ,X002409.SZ,X000629.SZ,X600688.SH,X600612.SH,X600157.SH,X600096.SH,X600378.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.491693465116752,0,0,0.129886122859252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00560770571280358,0,0,0,0,0,0,0,0,0.0339442149992673,0,0,0,0,0,0,0
X600028.SH,0.672987534345958,0,0,0,-0.0367500223527858,0,0,0,0,-0.0397900148866974,0.0292862182455161,0,0,0,0,0,0,0,0,0,-0.0181513408478963,0,0,0,0,0.0302518411095842,0.094508358786417,0,0,0,0,0,0,0,-0.0139351766364683,0.0163261377372502,-0.0722026630804329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213806934563653,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.412291281989122,0,0,0.0235850637753396,0,0,0,0,0,0,0,0,0,0,0,0.0434568839616054,0.0607759648380513,0,0,0,0,0,0.0515851014952641,0.0294540301379909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883670482601605,0,0,-0.0153825347453771,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.195760914597088,0,0,0,0,-0.0354767423343469,0,0,0,0,0,0,0,0,0,0,0,0,0.148281332900707,-0.000695363571693194,0,0,0,0.0244569040364444,0,0,0.0276654156582287,0,0,0,0.0255290152917033,0,0,0,0,0.0521775044113295,0,0,0,0,0,0,0,0,0,0,-0.0115534210281401,0,0,0,0,0,0
X600188.SH,0.00173841959079117,0,0,0,0,0,0,0,0,0.0899944804085198,0.248043343172581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234478520547695,0,0,0,0.12256984442933,0.0417231053164679,0,0,-0.0710662179647058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396428339635906,-0.0478459668108255,0,0,0,0,0,0
X600585.SH,0,0,0.0403397054425056,0.0928043258490245,-0.055443187834319,0,0,0,0.188617504622197,0.0531820902525957,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0052952814857117,0,0,0,0,0,0,0,0.142253575477177,0.0575743955003454,0,-0.10764366150959,0,0,0,0,0,0,0.203040879317521,0,0,0,0,0,0,0,-0.0185015666208726,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.166075315638251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213991040498292,0.190558323463988,-0.0927985281521084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372606789276622,0,0,0,0,0,0,0,0.274413461922579,0,-0.00332131191653368,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.420280996245918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721002386300371,0,0,0,0,0,0,0,0,-0.0313893900937156,0,0,0,0,0,0
X600019.SH,0,0.0531061796727165,0,0,0.0546940827565452,0,0,0,0,0,0,0.0995770893743129,0,0.200862051751177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752430133420313,0,0,0,0,0,0.019104719620663,0.0524101573794269,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0889011931291095,0,0,0.470543098664426,0,0,0,0,0.190330580026506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258217565392974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126045499961354,0,0.105081135666328,0,0,0,0,0,0,0,0.00554710352910775,0.011296705909284,0,0,0,0,0,0
