,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600583.SH,X601992.SH,X600309.SH,X600352.SH,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X600008.SH,X000539.SZ,X600021.SH,X000629.SZ,X000027.SZ,X600660.SH,X600808.SH,X000630.SZ,X000831.SZ,X000825.SZ,X600549.SH,X600219.SH,X600578.SH,X600315.SH,X002470.SZ,X601699.SH,X600307.SH,X000060.SZ,X600098.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.433937817001322,0,0,0,0,0,0,0,0,0,0.0687378049391584,0.204229384529503,0,0,0,0,0,0,0.0585209580229419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031312454127297,0,0,0,0,0,0
X600028.SH,0.550638944333807,0,0,0,0,0,0,0,0,0,0,0,0.101648951502843,0,0,0,0,0.0284565150921743,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0411218322691959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.151900023882178,0,0,0,0,0,0,0.0892904830887761,0,0,0,0.103739058989773,0,0,0,0,0,0,0,0,0,0.0123403908622779,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.55557157083791,0,0,0,0,0,0,0.0189264477427507,0,0,0,0,0,0
X600585.SH,0,0,0.0190201788114812,0,0,0,0,0,0,0.00438734113504956,0,0,0,0,0,0,0,0.269181785963155,0,0.032755009878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015587416380463,0,0,0,0,0,0,0.183095494394772,0,0,0.0976255070124008,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.10064048159194,0,0.00072671263145142,0.0523130772510692,0,0,0.0275222105468513,0,0,0.191057691180203,0.00509930536981833,0.0176917429427649,0,0,0,0,0,0.167155606269001,0,0,0,0,0,0,0,0,0,0.166754949196179,0,0.047152906586515,0,0,0,0,0,0.111755591206644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0404524529907187,0.0267317000697802,0,0.235784481845825,0,0,0.0148805397863036,0.0211653841268673,0.0161488181514125,0,0,0,0,0.303919911087649,0.24922687929718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234622229757157,0,0,0,0,0,0,0,0,0,0,-0.0362780960616215,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.268835765323934,0,0,0,0,0,0,0.0979624327559121,0,0.06754957304974,0,0,0,0,0,0,0,0.0333229596040012,0,0,0,0,0,0,0,0,0,0,0,0.134300945579303,0,0,0,0.151655032829865,0,0,0,0,0,0,0,0,0,0.0666898509253624,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.00947030987662062,0.0601425949902189,0,0,0,0,0,0,0,0.0180010639119711,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-4.33680868994202e-19,0.205861547215455,0.190544994221277,0,0,0,0,0.00970267334916386,0,0.00652407462590323,0.152701020950029,0,0,0,0,0,0,0,0,0,0.00704086592665894,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.125203204588484,0,0.0586737539230724,0,0,0.172927241801747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347501761184311,0,0.300541918290272,0.0231812039045102,0,0,0,0,0,0,0.0356589367245199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.160821530588538,0,0.10025733107902,0,0,0,0,0.109319769269814,0,0.264030529399479,0,0,-0.0419883838450803,0,0,0,0,0,0,0,0,0,0,0.181833599850565,0.0128643879973658,0,0,0,0,0,0,0,0.0824193423819462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
