,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X600660.SH,X600688.SH,X601600.SH,X002466.SZ,X600362.SH,X601991.SH,X600795.SH,X600886.SH,X000898.SZ,X600547.SH,X600516.SH,X300072.SZ,X002460.SZ,X600111.SH,X600027.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X601992.SH,X000825.SZ,X000709.SZ,X600299.SH,X601699.SH,X000792.SZ,X600808.SH,X600426.SH,X002271.SZ,X002110.SZ,X000932.SZ,X000883.SZ,X600315.SH,X601158.SH,X600219.SH,X000830.SZ,X600489.SH,X000983.SZ,X600801.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057932531581604,0.0599796465049802,0,0,0,0,0,0.100161264194243,0,0,0,0,0,0,0.21423214573185,0.0292641970761717,0,0,0,0,0,0,0.0252299423835465,0,0,0.0267822474635777,0,0,0,0,0,0.00990511360383916,0,0,0,0,0,0,0
X600028.SH,0,0,0.100802126151835,0,0,0,-0.188003317051872,0,0,0,0,0,0,-0.0665639429367834,0,0,0,0,0,0,0,0,0,0,0,0,0.0518660620192835,-0.0538885075435492,0,0,0,0,0,0.183315015313127,0,0,0.0331461283990847,0,0,0,0,0,0,0,0,0,0,0,-0.0475059718633362,0,0.0104558268333647,0,0,0,0,0,0,0
X601088.SH,0,0.206003604783175,0,0.26060703403878,0.0924635737807092,0,0,0,0.1568783643578,0,0,0.198777991813627,0,0,0,0,0,0,0,0,0,0,-0.00995479213233915,0,0,0,0,0,0,0,0,0,0,0.0843567875716565,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0081356388955821,-0.0330739572130094,0,0,0,0,0,0
X600019.SH,0,0,0.141211809800988,0,0,0,0,0,0.157681170790388,0,0,0,0.32026300414161,-0.0143102288626947,0,0,0,0,0,0,-0.0459093147328776,0,0,0,0,0,0,0,0,0,0,0,0,0.0852229094998586,0,0,0,0,0,0.0634676208189112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.307575881337942,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11691912245042,0,0,0,0,0,0,0,0,0.189475293366476,0,0,0,0,0,0,0,0,0.0741991444151859,0,0.0275941779658883,0,0,0,0,0.247850462945396,0,0,0.116323287519257,0,0,-0.0345818682736836,0.0244473373005424,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334275118112229,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530530670396105,0.0570737126698061,0.0214471551802308,0,0.236278057769622,0,0,0,0,0.0347479781116505,0,0,0.00417163405169924,0,0,0,0,0,0,0,0,0.0401107720274123,0,0,0,0.021689410999196,0,0,0,0,0.014194809227736,-0.0154986073226069,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120549718926114,0,0.163840312037028,0,0.0812176028233521,0,0.0132999070517705,0,0,0,0,0,0,0,0,0.0442683871595187,0.151074018575206,0,0,0.315484819451777,0,0.0394032129430173,0.00109310637406266,0,0,0,0,0,0
X600188.SH,0,0,0.362239389882741,0,0,0,-0.107766473158307,0,0,0,0,0,0,0.0325112692770072,0,0,0,0,0,0,0,0,0,0,0,0.20367812816983,0,0,0,0,0,0,0,0,0,0,0,0,0.0801690080402304,0.00449519000937159,0,0,0,0,0,-0.118660482927912,0.655781224967328,0,0,0,-0.0294333938264016,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0292970071237416,0,0.0412471298961957,0,0.0103202030830547,0,0,0,0,0,0,0,0,0,0,0.0911929382309157,0,0.217645257947494,0,0,0,0.00758991830594136,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0983550941783343,0,0.0323036292747939,0,0,0,0,0,0,0,0,-0.0708771366114967,0,0,0,0,0.0167433893896779,0,0,0.160072412336828,0,0,0,0,0,0,-0.00769823606432069,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0770309808741796,0,0,0.0159597582213814,-0.0372073015853071,0,0,0,0,0,0
X600688.SH,0,0.276365417669948,0.0370297908279866,0,0,0,0,0.0291970655047998,0,0,0,0,0,0,0.0681621565447721,0,0,0,0,0,0,0.0183329104174895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357016991948027,0,0,0.0747527414544697,0,0,0,0,0,0.0264786369810706,0,0,0,0,0,0,0
