,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X600010.SH,X000708.SZ,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X002271.SZ,X601992.SH,X600027.SH,X000786.SZ,X000723.SZ,X600516.SH,X002466.SZ,X600489.SH,X002460.SZ,X600176.SH,X002353.SZ,X000898.SZ,X600299.SH,X601158.SH,X600583.SH,X600612.SH,X000883.SZ,X000709.SZ,X600426.SH,X600219.SH,X000027.SZ,X000629.SZ,X000792.SZ,X000630.SZ,X000553.SZ,X600315.SH,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.059968264360422,0,0,0,0,0,0,0,0,0,0,0.100677672769463,0,-0.0204143416064736,0,0,0,0,0.0311910249449013,0,-0.0282638534831092,0,0,0,0.113958118518822,0,0,0,0,0,0,0,0.00726808467177896,0,0,0,0,0,0,-0.0041586504157919,0,0.0215400748809922,0,-0.0234592771705337,0,0,0,0,0.0137572239969687,0,0
X600028.SH,0.0323271082762819,0,0,0,0,0,0,0,0.00224156673079782,0,0.0385797379774301,0,0,0,0.0316389451452079,0,0,0,0.11886180403551,0,0,0,0,0,0,0,0.0991237587790247,0,0,-0.0161294180653834,0,0,0.0100968436173366,0,0,0,0,0,0,0,0.0527274867847579,0,0,0,0,0,0,-0.0474232390254755,0,0,0,0,0.00649181494535659,0,0,0,0.00318907708145017,0,0
X601088.SH,0,0,0,0.180442552477558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152355162442396,0.0612121800783472,0,0,0.0261961981709627,0,0,0,-0.0909947444196301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129605185717805,0,0,0,0,0,0,-0.0186133907458062,0,0,0,0,-0.0222484851092743,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544488153398908,0,0,0,0,0,-0.00592012472822411,0,0,0,-0.0639639496818075,0,-0.0247613033671764,0,0,0,0,0,0,0,-0.00528400508731768,0,0,0,0,0,0,0,0,0,0,-0.00728035608947269,0,0,0,0,-0.0196205385183879,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791558498445164,0,0,0,0,0,0,0,0.103357321125055,0,0,0,0.024720725963944,0,0.0390381169152204,-0.0840438249837888,0.130958697958881,0,0,0,0,0,0,0,0,0,0.00887274587308672,0,0,0,0,0,0,0,0,0,0,-0.0239149063617408,0,0,0,0,-0.00305147149180465,0,0
X600019.SH,0,0,0.0550263137983281,0,0,0,0,0,0,0,0.0414389293132793,0,0,0,0,0,0,0,0.0363954855541754,0.00278364591992581,0,0,0,0,0,0,0.0940590362577578,0,0,0,0,0,0,0,0,0,0.0511380000583229,0,0,0,0.00461321953550721,0,0,0.0188528542834317,0,0,0,0,0,0,0,-0.0204315145395835,0,0,0,0,-0.0430430220520793,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109910724926919,0,-0.0459940026779066,0,0,0.0148899860032008,0,0,0,0,0,0,0,0,0,-0.0645085039071984,0.945150652321239,0,0.0908437702812902,0,0,0,0,0,0,0,0,0,0,0,0,0.122251762299052,0,0,0,0,0,0,0,0,0,0,0,0.0504669306196975,0,0
X600011.SH,0,0,0,0,0.0538678492063831,0,0,0,-0.00985622747791415,0,0,0,0,0,0,0,0,0,0,0,0.0306975469431809,0,0.066815160853376,0,0.359939061115224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608383273850245,0,0,0,0.0139627555417233,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0302591651996067,0,0,0,0,0.0996342328478873,0,0,0,0,0,0,0,0,0.107446521859077,0,0.041271559836896,0,0,0,0,0,0,0,0,0.127597964807901,0,-0.0322623291559292,0,0,0,0,0,0,0,0,0,0,0.0111159442001995,0,0,0,-0.0461425083438189,0,0,0,0,0.00349056012487763,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0407739571514056,0,0,0,0,0.037844016646543,0.103330875157175,0,0,0,0,0,0,0,0,0.0246902159952456,0,0,0.124066658323023,0.0309588444435947,0.0173453298934232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630288440036936,0,0,0,-0.0224368290709246,0,0
X000708.SZ,0,0,0,0,0,0,0.144232982813594,0,0.32758150106851,0,0,0,0,0,0.316858276744524,0,0,0,0,0,0,0,0,0,0,-0.0257701096247934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309637157777908,0,0,0,0,0.0262524055451045,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380736656327025,0,0,0,0.135076391191007,0.0592968430572527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257697042906404,0,0,0,0,0,0,0,0,0,0.0236738971693384,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.0940257941047092,0,0,0,0.0806632133197147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125763033858966,-0.210117882238903,0.0620499474305813,0,0,0,-0.0407667643512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238227995491639,0,0,0,0.0101903258489118,-0.0226170022074205,0,0,0,0.0527217634321189,0,0
X600660.SH,0,0,0,0,0,0,-0.0427206972630299,0,0,0.145047945714463,0,0,0,0,0,0,0,0,0,0,0,0,0.188959453828986,0,0,0.0256206788160248,0.0226669761668891,0.130778432149706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535711338948929,0,0,0,0.00522063407486728,0,0
X600188.SH,0,0,0,0,0,0,-0.0462931626932461,0,0.27281557988764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191942231777202,0,0,0,0,0,-0.122569487174092,0.0499281659181337,0,0,0,0.0233056579776581,0,0,0,0,0,0,0,0.152601830872065,0,0,0,0,0,0,0,0,-0.0262944313519856,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.0974810919922055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162576814827363,0.122214233649834,0,0,0.0708062645373617,0.106865647211327,0,0.087771051695865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00243918487793891,0,0,0,0,-0.0111955204293181,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0503497382139287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895682881149735,0,0.0933905623450152,0,0,0,0,0,0.224531057982679,0,0,0,0,0,0,0,0,0,0.00521176673671131,0,0.079074624838234,0,0.0649667568633084,0,0,-0.00744882636482086,0,0,0,0,0.00862303049487102,0,0
X600795.SH,0,0,0,0,0.0235416535658098,0,0,0,0,0,0.0240060223065583,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0546940451551625,0,0.0217859350364604,0,0,0,0.0691796633516485,0,0,0,0,0.0371035096467651,0,0,0,0,0,0,0,0,0.113592768062832,0.00506068824260783,0,0,0,-0.000611430432991845,-0.0114791819182021,0,0,0,-0.00756303101384023,0,0
X600352.SH,0,0,0,0,0.0869555188566324,0,0,0,0.113187580769796,0,0,0,-0.146902545477141,0,0.15192473284154,0,0,0,0,0,0,0,0,0,0,0.0432550353847211,0.266035552779902,0,0,0,0,0,0.101136977551219,0,0.0630947971829601,0,0,0,0,0,0.0524574842311132,0,-0.0373044177760298,0,0,0,0,0,0,0,0,0.00832612831704775,0,0,0,0,-0.0593329161074028,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143897511081538,0.0829079433377789,0.0175177187015151,0,0,0,0.0628473546721179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498661158284749,0,0,0,0,0,0
X600801.SH,0,0,0,0.247358581702058,0,0,-0.0917586135780686,0,0,0,0.0387035497030767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545689974443157,0.139365890356459,0,0,0,0,-0.0343397836705108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582501526397941,0,0,0,-0.00179491367557384,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.18203834635729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816830363426675,0.116278696229521,0,0.0851482356133716,0,0,0,0,0,0,0,-0.121828578686127,0,0,-0.0998492103923192,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0178512556880674,0,0.0988265998250823,0,0,0,0,0,0,0,0.0673852270695294,0,0,0,0,0,0.594163916968241,0.196900564374163,0,0.0289647608330217,0,0,0,0,-0.0702004768293726,0,0,0,0,0,0,0,0,-0.287200279068236,0,0,0,0,0,-0.307849797013114,0,0,0,-0.0576787551092127,0,0.0321347044484757,0,0.00545790349591825,0,0,0,0,-0.0552090181314451,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.0784699908334379,0.0915686559936781,0.0259645168140302,0,0,0,0.088288210365291,0,0,0,0,0,0,0,0.00720515048662332,0,0,0,0.0677001168734595,0.12323536641155,0,0,0,0.0768236449318478,0,0,0.158995256773099,0,0,0,0,0,0.0183447542836391,0,0,0,0,0,0,0,0,0,0,-0.0161594240270869,0,0,0,0,-0.00222487116428961,0,0
X600027.SH,0,0,0,0,-0.0380653256831584,0,0,0.665734588355142,-0.022145203669439,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937995471474795,0,-0.0477232976632372,0,0.0487461917380465,-0.0817011359588973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131734388638275,0,0.0297044566679729,-0.0202587012270385,0,0,0,0.023233999510017,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11455061152721,0,0,0,0,0,0,0,0.126405162729025,0,0,0,0,0,-0.0219619110388468,0,0,-0.0879903921715345,0,0,0,0,0,0,0.0854475939283504,0,0,0,0,0,0,0,-0.0121302839093944,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0.278316424519577,0.166169480310383,0,0,0,0,0,0.498761597845103,0,0,0,0,0,0,0,0,0.494396108464721,0.0765650682280003,0,0,0,0,0.457954792896091,0.162420935942536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507494834182098,0,0,0,0.04775680812725,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0.00121189102445125,0,0,0,0,0,0,0,0,0,0,0.0074184599848667,0.140066975956141,0.0836519813883641,0,0,0.0501211857569463,0,0,0,0.228135322200372,0,0,0,0.31991222859104,0,0,0,0,0,0,0,0.120999460405114,0,0,0,0.1461281754364,0,0.12406389086137,0,0,0.0181474243266911,-0.075541393950863,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0558786654963713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593294980493269,0.0719038372423794,0,0,0.570912792179559,0.0506127596410159,0,0,0,0,0,0,0,0,0,0,0,0,-0.125117881722907,0,0,0,0,0,0,0,-0.0643551171162156,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.0675172703153496,0,0.278975472916061,0,0,0,-0.0997362959993478,0,0,0,0,0,0,0,0,0,0,0.357415384912977,0,0,0,0,0.0604321562903715,0,0,0,0,0,-0.0398648867925425,0,0,0,0,0.368953732876419,0,0,0,0,0,0,-0.0174817415368133,0,0,0,0,0,0,-0.100848947283121,0.140042167603009,0,0,0,-0.0177783173712078,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766703608987808,0.350725898433784,0.408860872763347,0,0,0,0.0969420069435435,0,0,0,0,0,0,0,0,0,0,0,0.0262363650845173,0,0,0,0,0,0,0.0217331759275403,0,0,0,0,0.0253996597116894,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307628772918758,0,0.265035281336684,0,0,0.161070724101577,0.125675022460016,0.071289411350926,0,0,0,0,0.00196165862681199,0,0,0,0,0,0,0,0,0,0,0,0.0391044936142874,0,0,0,0,0,0,0,0.00757845901543285,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.163126546772966,0,0,0,0,0,0.177516968040033,0,0,0,0,0,0,0,0,0,0,0,0.10866521124349,0,0,0,0,0,0,0,0,0,0,0,-0.018413163545087,0,-0.0477522317599269,0,0,0,0,0,0,0,-0.0140186790558189,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,-0.00872612704948057,0,0,0,0,0,0,0,0.170893719791776,0,0,0,0,0,0,0,0,0.0529277681657914,0,0,0.168589902785921,0.0159735976678126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413993406751717,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1332539709733,0,0,0,0.0695058990540637,0,0,-0.0625752337629945,0,0.0413070204304468,0,0,0.0312634260842292,0.154309932011484,0.0644255483444616,0,0,0.183667343492991,0,0,0,0,0,0.110878147944633,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240622120753275,0,0,0,0,-0.00534424136529949,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.156160527820422,0,0,0,0,0,0,0,0,0,0.0824212020315108,0,0,0,0,0,0,0.00902941661675771,0.0343788084901498,0,0,0,0,0.0341707190498174,0,0,0,0,-0.0351964396569075,0.0827360925540501,0,0,0,0,0,0,0,0,0.0347835238437467,0.0618418882504644,0,0,0,-0.00294882991250972,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036838403715965,0,0,0,0.044468753704496,0,0,0.0598717913305246,0,0,0.22667194714279,0,0,0,0,0,0,0,0.179559206914629,0,0.00741133146526579,0,0.0265760402700495,0,0,0,0,0,0,0,-0.0107897381350878,0,0,0,0.00455062594221903,0,0
X600612.SH,0,0,0,0,0,0,0.222628065611089,0,0,0,0.0495550196611683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488345144563028,0,-0.0203501000917298,0.192229226086451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489001544854722,0,0,0,0,-0.0475584925617821,0,0
X000883.SZ,0,0,0,0,0,0,-0.126528677542999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359154115482455,0.0604536037645084,0.0330964522388957,0,0,0,0,0,0.0115395951564856,0,0,0,0,0,0,0,0.0806978840106434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00719024406438148,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151244800874451,0,0,0.0512753414601191,0.074786197758419,0.00149521474085418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174298840089545,0,0.101550625010664,0,0,-0.000380350469512787,0,0,0,0,-0.0179642671346868,0,0
X600426.SH,0,0,0,0,0.0237574359749,0,0,0,0,0,-0.0103822638946666,0,0,0,0,0,0,0,0,0,0,0,0.146492392589476,0,0,0,0,0,0.0739450923854057,0,0,0,0.163802472466748,0,0,0,0,-0.0237415436298059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101133779392006,0.0254004525459191,0,0,0,0.0524942801553345,0,0
X600219.SH,0,0,0,0,0,0,0,0,0.0090039519667138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116380694131299,0.107431131391262,0,0,0,0,0,0,0.016011290920053,0,0,0,0,0,0,0,0,0,-0.0304286384064393,0.155875857587089,0,0,0,0,0,0.00260885223484901,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,-0.0342424839948481,0,-0.0328296862509926,0,0,0,0,0,0.178441263262953,0,0.130829960300735,0,0,0,0,0,0,0,0,0,0,0,0,0.066656764561646,0.0302667054699843,0,0,0,-0.0194372359169458,0,0.226549828389252,0,0.15158679536773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358706013525687,0,0,0,0,-0.00794409314828616,0,0
X000629.SZ,0,0,0,0,0,0,0.0054043295124933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176484648303504,0,0.0254887959816937,0,0,0,0,0,0,0,0,0,0,0.00655836684585469,0,0,0,0.0831939218571676,0,0,0,0.0997612546919532,0,-0.0634931297492189,-0.0382790038025665,0,0,0,0,-0.00793655448151616,0,0
X000792.SZ,0,0,0,0,0,0,0.186141679618903,0,0,0,0,0,0,-0.0440092977997678,0,-0.0529973971270308,0,0,0,0,0,0,0,0,0,0.497456509100957,-0.302911187553123,0,0,0,0,0,0,0,0,0,0.280991866281953,0,0,0,0,0,0,0.822113396412842,0,0,0,0,0,0,-0.0808078410606757,-0.0446375763372128,0.0142863802079093,0,0,0,0.0367011090276638,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0793678969325351,0,0,0,0,0,0,0,0,0,0.0234315024871815,0.032306306848435,0.0667768639096618,0,0,0.0717819488396294,0.0179678768550061,0,0,0,0,0.0695175297642623,0,0,0,0.0684006006554941,0,0,0,0.0233338762700512,0.0539848601169278,0.101132274497193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,-0.0253192897729719,0,0,0,0,0,0,0,0.00911875374190354,0,0,0,0,0.128049839080089,0,0,0,0.217168793139185,0,0.113202096713032,0.0216444364018266,0.0985734147301204,0.00713948196181047,0,0,0.00214307361531751,0.0679937443275216,0.0857634980040927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00892802467841335,0,0
X600315.SH,0,0,0,0,0,0,-0.213406056255733,0,0,0,-0.0976420847001795,0,0.131686985918257,0,0,0,0,0,0,0,0,-0.0258457163538534,-0.215342547062472,0,0,0,0,-0.049943731808976,0,0,0.0746267286859708,0,0.104061942302064,0,0,0,0,0,0,0,0,0,0,0,0.0545809843967792,0,0,0,0,-0.134276104404475,0,-0.00130160913719481,0,0,0,0,0.0252425246409449,0,0
X000825.SZ,0,0,0,0,0,0,0.0210154192664375,0,0,0,0,0,0,0,0.0976771456605383,0,0,0,0,0,0,0,0,0.150657845225133,0,0,0.0851687879852211,-5.42101086242752e-20,0.0789893247965265,0,0,0,0,0,0.056950605514797,0,0,0,0,0,0,0,0,0,0.00738363535461372,0,0.175794459206353,0,0,0,0,0,0.0074005693539056,0,0,0,-0.0244435410730154,0,0
X601699.SH,0,0,0,0,0,0,-0.19164470401795,0,0,0,0,0,0,0,0,0,0,0,-0.190790255725128,0,0,0,0.15519977599397,0,0,0,0.256989705203511,0,0,0,0.0371086408219712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128392958786813,0,0,0,0,0,0,0,0,-0.00904606840142003,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694440583071381,0,0,0,0,0,0,0,0,0,0,-0.0366320414370386,0,0,0,-0.0612795456516906,0,0,-0.0506619534527844,0,0,0,0,0,0,0,0,0,0,0,-0.0732322130611102,0,0,0,0,0,0,0.0158589172298781,-0.0658337882016677,0,0,0,-0.00724029618088771,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169040674017621,0,0,0,0,0,0,0,-0.159826280683769,0,0,0,0,0,-0.265734130541268,0,0,0,0,0.520781617008436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20882881059123,0,0,0,0.055537870323476,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46542612501109,0,0,0,0,-0.169341326649861,0,0
RealEstate_excess,0,0,0,0,0.0602826993376986,0,0,0.0427326813316985,0,0,0.0496585898660733,0,0,-0.0651081405795653,-0.0418543150048506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886552944991251,-0.0445318880828327,0.120306134550888,-0.0515434360727999,0,0,0,0,0,0,0,0,0,0,0,0.0225389323493975,0,0,0.0365233708314576,0,0,0,0,0,0,0,0,-0.0123879640433163,0,0
MKreturn,0,0,0,0,0,0.00980654503836057,-0.00695621931925826,0,0,0,0,0,-0.0755125805966408,0,0,0,0,0,0.0280696802969137,0,0,0,-0.0511895747099533,0,0,0.052895957745682,0,0,0,0,0,0,-0.00044608808444782,0,0,0,0,0,0,0,0,0,0.100916623182635,0,0.0655099494222546,0,0,0,0,0,0,-0.0164450752535866,0,0,0,0,-0.0125078003833143,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000735396893072899,0,0,0,0,0,0,0,0,0,0.00159426067154638,0,0,0,0,0,0,0,0,0,-0.00130680437464915,0,-0.000466796289175671,0,0,0.00127097797621484,0,0,0,-0.00321352705423171,0,0,0,0,0.00378619874994487,0,0
CarbonVol_Shenzhen,0,0,0,-0.231250780011633,0,0,0.182377826646728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236154484528742,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.344598257833784,0,0,0,0,0,0,0,0,0,0,0.279614007909545,0,0,0,-0.412414125344827,-0.0286446764909501,0,0,0,0,0,0.586579461949106
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00214584000330807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357982383569985,0,0,0,0,-0.0300869522094392,0,0
CarbonVol_Hubei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263506560412872,0,0,0,0,0.101003839735181,0,0
