,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X601898.SH,X002271.SZ,X002466.SZ,X600111.SH,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X000301.SZ,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600803.SH,X600801.SH,X600096.SH,X601699.SH,X000723.SZ,X600486.SH,X601991.SH,X000408.SZ,X000932.SZ,X600295.SH,X600219.SH,X000630.SZ,X600027.SH,X600141.SH,X000807.SZ,X000959.SZ,X000830.SZ,X600489.SH,X002080.SZ,X600985.SH,X600157.SH,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0563586297174245,0,0,0,0,0,0,0,0.0732302100343442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912179278457921,0,0,0,0.121841477566318,0,0,0,0,0,0,0,0,0,0.0937474111942682,0,0.0965534365827535,0,0,0,0.102171022620368,0,0,0,0,0,0,-0.0266314219553449,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.050921943219906,0,0,0,0.178653866934469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337883545200045,0,-0.0466104845762799,0,0.0132045160374957,0,0,0,0,0,0,0
X600028.SH,0.0496315312590398,0,0,0,0,0,0,0,0,0.0646927730915187,0,0,0,0,0,0,0,0,0,0.0670073189762912,0,0,0.110409707971156,0,0,0,0,0,0,0,0,0,0.0179807715450295,0,0,0,0,0,0,0.0262586231983972,0,0,0,0,0,0,0,0,0,0,0,-0.00447815822245633,-0.0143778595730825,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00565263212056487,0,0,0,0,0,0,0.0829605795587101,0,0,0,0,0.140398747006841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131420854811151,0,0,0,0.148980349112377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729203552049792,0,0,0,0.118388360528673,0,0.381635732262513,0,0,0.0112664941454648,0,0,0,0,0,0.0165077415761374,0,0,0,0,0.0234307790759335,0,0,0,0,0,0,0,-0.00355271362723444,0,0,0,0,0,0,0
X600188.SH,0,0.860650503276014,0,0,0,0,0,0.106072014727672,0,-0.0667273112701511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990918302300691,0,0,0,0,0.0959615183848842,0,0,0,0,0.193644280362739,0,0,0.118696239484233,0.0140686921395361,0.0211735918487107,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0597017343060317,0,0,0,0,0,0.357040547966249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668931860966381,0,0,0.00838871696831036,0,0,0,0,0,0.200009880160948,0,0.242967945636708,0,0,0,0,0,0,0,0.0919802601834309,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.0737410082509231,0,0,0,0,0.446762905044847,0.283258753082087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483908829320463,0,0,-0.030995385335388,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161442212359111,0,-0.0830605322002675,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080091634494502,0,0.0224129082347713,0,0.0495098248537723,0,0,0,0,0,0,0.372638710589132,0.0209145370360713,0,0,0,0,0,0,0,0,0,0.084263050870511,0,0,0,-0.00789248626070611,-0.025875467074837,0,0,0,0,0,0
X601898.SH,0,0.241861110586164,0,0,0,0,0,0,0,0,0,0,0,-0.0286995190831501,0,0,0,0.0157936188023668,0,0,0,0,0,0,0,0.17001859222755,0,0,0,0,0,0.0656606532978675,0,0,0,0,0,0.0829659803764091,0,0.0395128301303267,0,0,0.0759830438960069,0,0,0,0,0.214480836697889,0,0,0,-0.0316117152368889,0,0,0,0,0,0,0
