,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600027.SH,X601992.SH,X002466.SZ,X000898.SZ,X600111.SH,X600516.SH,X600176.SH,X000709.SZ,X600352.SH,X002460.SZ,X600219.SH,X600299.SH,X000786.SZ,X000629.SZ,X600157.SH,X600808.SH,X600489.SH,X000630.SZ,X000825.SZ,X601158.SH,X002271.SZ,X600801.SH,X000553.SZ,X000883.SZ,X300072.SZ,X002110.SZ,X002470.SZ,X000408.SZ,X600985.SH,X600583.SH,X000027.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0883180959968085,0,0,0,0.0260349081410529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373130978519247,0,0,0,0,0,0,0,0,0,0.0323266876485852,0,0,0.0325777089784354,0,0,0.106498747050853,0.0437677871427861,0,0.0832318886225115,0,0,0.00519816502704433,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0498214230056172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254952252225464,0,0,0,0,0,0,0,0.065702819719311,0,0,0.12468048708433,0,0.0237684996656719,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.205631026253323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700023496497942,0,0,0,0,0,0.00142986044548352,0,0.071392177686553,0,0,0,0.0437989179289463,0,0.00484181200200345,0,0,0,0,0.0134891974914592,0,0,0,0,0,0.0261305541161248,0,0,0.00151584013927003,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104856104662822,0,0,0,0,0,0,0,0,0.403977852484355,0,0,0,0.0234218953787922,0,0,0,0,0,0,0,-0.0108296871509242,0.0105304940245456,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.101164005081328,0,0,0,0,0,0,0.0307346776625687,0,0,0,0,0,0.0734475209169291,0.089754724011553,0,0,0,0,0,0,0,0,0,0.0249017965408568,0,0,0,0,0,0,0,0,0,0,0.300554377535298,0,0,0,0,0,0,0,0,0.0155114993503238,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180543160121767,0,0,0,0,0,0,0,0,0,0.0443584231812049,0,0,0.126584021855633,0,0,0,0,0.0423670995501648,0.400743630290005,0,0,0,0.185741496278259,0,0,0,0,0,0,0,-0.0221436207622876,0.0259066434980413,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349510774694916,0,0.632078181430444,0,0,0,0,-0.170981981534682,0,0,0,0,0,0,0,0,0.0456700336149422,0,0,0,0,0,0,0,0,0,0,0,0.0621308032996259,0,0,0,0,-0.128387480893721,0,0.000538609093850479,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.366747309538851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139706870668132,0,0,0,0,0.0375559872568916,0,0,0,0,0,0.0889941318369747,0,0.0117833947925458,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0305756069210814,0,0,0,0,0,0,0,0,0,0,0,0.0277992019347235,0,0,0,0,0.0566202938197969,0,0,0.188802774298103,0,0,0.00121573097549364,0.0126547935892035,0,0,0,0,0,0,0,0,0,0,0.0705497131284784,0.118931912293588,0,0,0,0,0,0,0,-0.0193576943632963,-0.0135999818363281,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401712955359819,0,0.980688494854454,0,0,0,0,0,0,0,0,0,-0.0802036884984148,0,0,0,0,0,0,-0.0163032068609283,0.0309992137977875,0,0,0,0,0,0
