,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X000792.SZ,X002460.SZ,X002271.SZ,X601898.SH,X600011.SH,X600111.SH,X000877.SZ,X002466.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000301.SZ,X600176.SH,X600426.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600803.SH,X601699.SH,X600801.SH,X000723.SZ,X601991.SH,X000932.SZ,X600486.SH,X600096.SH,X000959.SZ,X600219.SH,X000408.SZ,X600027.SH,X000830.SZ,X600295.SH,X000630.SZ,X600489.SH,X600985.SH,X600157.SH,X600688.SH,X000825.SZ,X000807.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.163556707572972,0,0,0,0,0,0,0,0,0.177054861995852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171216185648125,0,0,0,0,0.0312671441802438,0,0,0,0,0,0.0614337653335103,0,0,0,0,0,0.018105333532954,0,0.078301176651226,0,0,-0.016916912573679,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0725286436757565,0,0,0,0,0.205848099364161,0,-0.0281247265589652,0,0,0,0,0,0,0,0,-0.0449910352295254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364194737848586,0,0,0,0,0,0,0,0.0167431219324637,0,0,0,0,0,0
X600028.SH,0.0163082308438196,0,0,0,0,0,0,0,0,0,0.0537739450063685,-0.00454469575969439,0,0,0,0,0,0,0,0.0370458094617099,0,0,0,0.0167364699590834,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0498210020812086,0.0344152963118535,0,0,0,0.0809676840446119,0,0,0,0,-0.0228919257996816,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160867564865336,0.0513413229219303,0,0,0,0.126196226914665,0,0,0,0,0,0,0.0398100727195685,0,0,0,0,0,0,0,0.0294806552044797,0,0,0.0198143558408739,0,0,0.137847625691878,0,0,0,0,0,0,0,0,1.35525271560688e-20,0.00656651570432062,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122139831216175,0,0,0,0,0,0,0,0.117063448077913,0,0,0.422422587027619,0,0,0,0,0,0.0245983470744565,0,0,0,0,0,0,0,0,0,0,0.000405668195699829,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.626531524677161,0,0,0,0,0,0,0.0553122919184683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854903505811427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471117931558536,0,0,0,0,0,0.116046379459824,0,0.0458313620058674,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0760562375314985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200821806848842,0,0,0.20734841260338,0,0,0,0,0,0,0,0.0983123003300529,0,0,3.46944695195361e-18,0,0,0,0.0381052648313556,0,0,-4.33680868994202e-19,-0.024978161928999,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260004139038976,-0.017471439930928,0,0,0,0.123207011383748,0,0,0,0,0,0,0,0,0,0,0,0.237266273881118,0,0,0.0193258070383093,0.177854528899287,0,0,0,0,0,0,0,0,0,0,0,-0.275730163787979,0,0.244159174311553,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.314912298598992,0,0.500227417542928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615324314836823,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340244680910972,-0.0335374807526542,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,-0.0117108468933702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318634224695504,0,0,0,0,0,0,0,0,0,0,0,0.251223201892132,0,0,-0.0714674293600367,0.049367194081376,0.238568985468589,0,0,0,0,0,0,0,0.0190282573516428,0,0,0,0,0,0
X601898.SH,0,0.23551234062645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146487548436718,0,0,0,0.119024759547287,0,0,0,0,0,0,0,0,0,0,0,0.0787591319188655,0.047683117070672,0,0.19900698544746,0,0,0,0.0468693196466454,0,0,-0.0308449566713256,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0146331453726509,0,-0.2060405902271,0,-0.144526000521058,0,0,0,0,0.00561334257811593,0,0,0,0,0.82013252886358,0,0,0,0,0,0,0,0,0,0,0,0,0.200334864188655,0,0,0.281918141081352,0,0,0,0,0,0,-0.100469464439305,0,0,0.0718540620750574,-0.230593531300727,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.399954318983083,0,0,0,0,0,0,0,0,0,0,0.190545700321336,0,0.147000015351649,0,0,0,0,0,0,0,0,0,0.114838378437355,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572081319740716,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078173713323163,0.0205562122544423,0,0,0,0.0557100868828692,0.0727544141403078,0,0,0,0,0,0,0,0.356080722704479,0,0,0.00132241190219963,0,0,0,0,0,0,0,0.0476385089647872,0,0,0,0,0,0,0,0,0,0,0.0166067784323973,0,0,0,0,0,0
X002466.SZ,-0.0337873438168264,0,0,0,0,0,0,0,0.882022590818993,0,0,0,0,-0.0926923703998687,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.111461698955788,-0.00940535158905186,0,0,0,0,0.00655060408439623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226291771972953,-0.0224918039691548,0,0,0,0,0,0
X600660.SH,0,-0.0136831880763304,0,0,0,0,0,-0.0352091760576739,0,0,0,0.0392023987200314,0.300383224443793,0,0.0114730234695273,0,0,0,0,0,0,0.118769709186435,0,0,0,0,0,0,0.223651890197268,-0.0666335506539732,0,0,0,0,0.142820061932625,0.0136836668637271,0,0,0,0,0,0,-0.0819258941007398,0,0,0,0,0,0,-0.0903587287087638,0,0,0.00402552636082816,-0.116405565440454,0,0,0,0,0
X000708.SZ,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532836295312016,0,0,0,0.00121553824022134,0,0,0,0.13396032018414,0,0,0,0,0,0.0920256338495491,0,0.25508138160983,0,0,0,0,0,0,0,0,0,-0.0289323648009038,0,0,0,0,0,0,0
