,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X601991.SH,X600111.SH,X600176.SH,X600547.SH,X600886.SH,X000898.SZ,X600516.SH,X000786.SZ,X000709.SZ,X002271.SZ,X600352.SH,X000792.SZ,X000825.SZ,X600027.SH,X601699.SH,X600299.SH,X000553.SZ,X000408.SZ,X600219.SH,X600808.SH,X601158.SH,X600489.SH,X000883.SZ,X002110.SZ,X000959.SZ,X000983.SZ,X600426.SH,X000830.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.240023078930579,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.174121619335022,0,0.0185521556462877,0,0,0,0,0,0,0,0,0,0,0,0,0.0308853092976296,0,0,0,0,0,0,0.0612587598190978,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.00619100369840994,0,0,0,0,0,0,0
X600028.SH,0.301753068864463,0,0.115681287277141,0,0,0,0,0,0,0.0664340135229639,0,0,0.0550522978727002,0.03886778109106,0,0,0,0,0,0,0,0.0686835221997368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130949085453472,0,0,-0.0140135987203057,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.264512818998232,0.0355327419000276,0,0,0,0,0.06688572114973,-0.068632321051675,0,0,0,0,0,0,0,0,0,0,0.0165071428192658,0,0,0,0,0,0,0,0,0,0,0.239130323819408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749450090768527,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.287099288743524,0,0,0,0,0.330953969223277,0,0,0,0,0,0,0,0,0,0,-0.0694736640664628,0,0,0.0589780374558827,0,0,0,0,0,0,0,0,0,-0.0694875019915575,0,0,0,0,0,0,0,0.0275634283224105,0,0,0,0,0,0,0.0289577240907718,-0.0322941446601142,0,0,0,0,0,0
X600585.SH,0,0,0.0632445964634482,0.193086512277578,0,0,0,0,0,0,0,0,0,0.016522863564722,0,0,0,0,0,0,0.0464654292884652,0,0,0,0,0.344893068935078,0,0,0,-0.0671986381845925,0,0,0.272040230655351,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0165024452364184,0,0,-0.00411059028353024,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0296631527338034,0,0,0,0,0.213453938574679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617957418899796,0,0,0,0.0277847848582212,0.0517236393655052,0,0,0,0,0.112868282579145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163243580065281,0.00546595370002112,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315060402989989,0,0.0921540267329276,0,0,0,0,0,0,0,0,0.0515665098682966,0,0,0,0,0,0,0,0,0.0537554502558188,0,0,0,0.0173176633397316,0.0302010354536774,0.0720753501317328,0.0150217408860623,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.442623773211172,0,0,0,0,0,0,0,0.237999305200416,0,0,0,0.0675305661219196,0,-0.0111315928213516,0,0,0.23558634029097,0,-0.0198758784400502,-0.318784374291296,0,0,0,0,0,0,0,0,0.0333421950871755,0,0,0,0.159448924753956,-0.268120462777926,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0980915337618452,0,0,0,0.20086221326454,0,0,0,0.0907124330853137,0,0,0,0.0239560509140471,0,0,0.00661259606694048,0,0,0,0,0.0948326683027017,0,0,0.161972079924212,0,0,0,0,0,0,0,0,0,0,0.111323952820662,0,0,0,0,0.00549662894417493,0,0,0,0,0,0,0
X600188.SH,0,0,0.25073764765535,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.050353163097945,0,0,0,0,0,0,0,0,0,0.000250768014094431,0,0,0.0237941889797905,0,0.00573941550212862,0,0.54206829815913,0,0,0,0,0,0,0,0,0.0118533335432532,0,0,0,0.0749247988244205,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0236905802004679,-0.0358904404264741,0,0,0,0,0,0,0,0,0,0,0.387429755270721,0,0,0,0,-0.104574790957392,0,0,0.221016850832708,0,0,0,-0.00813501061016554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652772659594189,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125997677470805,0,0,0,0,0,0,0.0754277783090343,0,0,-0.0389199183775573,0,0,0.109036793104313,0.0259662541698191,0,0,0,0,0,0,0.13399544477038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.332420089692925,0,0,0,0.105682340036913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129682712292484,0,0,0,0.0188744693594222,-0.0169162009710969,0,0,0.0415641314297341,0,0,0,0,0,0,0,0,0,0.0691494052862031,0,0,0,0,0,-0.0371350380125513,0.0269805093724176,0,0.151119491871093,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255774108396925,0,0.342626030096797,0,0,0,0,0,0,0,0,0.0811550025167791,0,0.207970203347353,0,0,0,0.0134617615542184,0,0,0,0,0,0,0,0,0,0,0,-0.0315561335574918,0,0,0,0,0,0,0
X600795.SH,0,0.0700047399344477,0,0,0,0,0.0424085342876228,0,0,0,0,0,0,0,0,0,0,0,0,0.032876717408815,0,0.109360094639559,0,0,0,0,0,0,0,0.0281065102075599,0,0,0,0,0.10284029031277,0,0,0.0814533589133856,0,0,0,4.33680868994202e-19,0.0313173454238091,0,0,-0.00685819326108087,0,0,0.0150423408852696,-0.000522408666494723,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12500542081065,0,0,0.121420702432302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2063185257113,0,0,0,0.00215721215587998,0,0,0,0,0,0,0
X002460.SZ,0.150048273772489,0,0.0977520957615508,0,0,0,0,0,0,0,0.835362935750381,0,0,0,0,0,0,0,0,0,0,-0.102428985292932,0,0,0,0,0,0,0,0,0.0919601505537592,0,0.0104408926051759,0,0,0.0939468767496577,0,0,0,0,0,0.0816845297156421,0,0,0,0,0,0,0,0.013652874455407,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.124464353969783,0,0,0,0,0,0,0.235882108057509,0,0,0,0.133016338013917,0,0,0,0,0,0,0,0,0,0.146571860932011,0.096108714587197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515082562642799,0,0.165547748528835,0,0.101453865081635,0,0,0,0,0.0671343344830734,0,0,0,0,0,0,0,0.0269736908655235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000203587574526184,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0657479854603076,0,0,0,0,0.0789901767224455,0.0713161881677437,0.0167695631439378,0,0,0,0,0,0,0.169633680050396,0,0,0,0.0722100294760509,0.0737153833493906,0.0557691801272148,0,0,0,0,0,0,0.225047216644122,0,0,0,0,0,0,0.0985603138053477,-1.38777878078145e-17,0,0,-0.0078765620853329,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080537201482546,0,0,0,0,0,0,0,0.284166798861126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141131587119663,0,0,0,-0.0409729090620882,0,0,0,0,0,0,0
X600547.SH,0,0.132099883814749,0,0,0,0,0,0,0,0,0,0,0,0.0967862587594066,0,0,0,0,0,0,0.0291932914968505,0,0,0,0,0,0,0,0,0,-0.0537680341938808,0,0,0,-0.0704152962348199,0,0,0,0,0.819269778060612,0,0,0,0,-0.0324386318124037,0,0,0,-0.00508801377791151,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0142541503395074,0.0565589211025522,0,0,0,0,0,0.0743744106455725,0,0.135252338991386,0,0,0,0,0,0,0,0,0,0,0.0990376053008806,0,0,0,0,0,0,0,0,0,0,0,0,0.00810841187407262,0,0,0,0,0,0,0,0.00170508551514046,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0.0920752067961809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511757100615368,0,0,0,0,0.489456508070921,0,0,0,0,0,0.0557470881874618,0,0,0,0,0,-0.0158889978957267,0,0,0,0,0,0
X600516.SH,0,0,-0.360174115878889,0,0,0.205194149302297,0,0,0,0,0.406391190845166,0,0,0,0,0,0,0,0,0.303516655488839,0.170639463193217,0,0,0,0,0,0,0,0,0.132184782652212,0,0,0,0,0.226549257501344,0,0.0721435865404944,0,0,0,0,0.269425026045802,0,0,0.0282089378584561,0,0,0,0,-0.0278059693573932,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0.397052402725007,0,0,0,0,0.0436198199893525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160418562372678,0,0,0,0,0.00475432556956542,0,0,0,0,0,0,0,0,0.00541433359868958,0,0,0.0913584954181745,0.11040515987759,0,0,-0.0159995103929178,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0.0329022419617471,0,0,0,0,0,0,0.0117245299974078,0.131993805356561,0,0.0455521073978896,0,0,0,0.0179703808718423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174512833222392,0,0,0,-2.16840434497101e-19,0.220463908053144,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126371070568306,0,0,0,0.0193852551094318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255838666610998,0,0,0,-0.0375703110221294,0.0267084126843508,0,0,0,0,0,0
X600352.SH,0,0,-0.0869010244094412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114752301454769,0,0,0.0664373422508686,0,0,0,0,0,0,0,0,0,0,0.272805634265926,0,0.208238731992328,0,0.0651737125400304,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.483412203413016,0,0,0.00719502347233711,8.67361737988404e-19,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322693983073504,0,0,0.301162008644342,0,0,0,0,0,0,0.424725128641959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546528650781966,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0.159742121992334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307570019020398,0,0,0,0,0,0,0,0,0.0480753344808229,0,0,0,0,0,0.127394811369215,0,0.220522453188944,0,0,0,-0.0126897369742545,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111462738390677,0,0,0,0,0,0.051486194428612,0,0,0,0,0,0,8.67361737988404e-19,0.176585441575573,0.162320313473859,0,0,0,0,0,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0.494311110149052,0,0,0,0.0915631574101233,0,0,0.0592965817784774,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340667545866025,0,0.243551670946988,0,0,0,0,-0.00570968881221685,0.0138463334610128,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0.0136314896756034,0,-0.0261849565838948,0,0,0,0,0,0.0265197339308945,0,0,0,0.0875258274163039,0,0,0,0,0,0,0,0,0,0,0,0,-0.0586460608841786,0,0,0,0.0836059962749025,0,0.0885389787065809,0,0,0,0,0.0216016404162592,0,0,0.168780423786646,-0.0323743658522017,0,0,-0.00139909884595233,0.0112505228239819,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324609191702478,0,0,0,0.0828177891782645,0.0907138225602375,0,0,0,0,0,0,0,0,0.190821147734894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119172472344378,0,0,0,0.00280115572496557,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143472681807073,0,0,0,0,0,0,0,0,0,0,0,0,0.148180375654376,0,0,0,0,0,0,0,0,0,0,0,0.00164178445821271,0,0,0,0.079889669930475,0,0,-0.00864812299596586,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0.0471607030157769,0,0,0,0.0409112072145842,0,0,0,0.0522620079688711,0,0.0702916503291174,0,0,0,0,0.0421594243506434,0,0,0,0,0.163881096220712,0,0,0.0884890773681406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00111874402688162,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052659261085576,0,0.0852299509605131,0,0,0,0.433870718644632,0,0.0928848664860897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101805490571594,0,0.052926737234066,0,0,0,0,-0.00347334295481675,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0.0274938041448393,0,0,0.0417737089883487,0,0,0,0,0,0,0.0151515783679465,0,0.0547266403439901,0,0,0,0,0,0,0.0157797183997418,0,0,0,0,0,0.0243195684449894,0,0,0.0610113799913891,0.0422359805671635,0,0,0,0,0,0,0.0124796902612598,0,0.0433722998965547,0,0,0,0,0.00558441994623078,0,0,0,0,0,0,0
