,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X002466.SZ,X000709.SZ,X600111.SH,X600352.SH,X600299.SH,X002460.SZ,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600801.SH,X000786.SZ,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X002271.SZ,X600583.SH,X002110.SZ,X002470.SZ,X600157.SH,X600021.SH,X600612.SH,X000408.SZ,X000539.SZ,X000630.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.312268457080395,0,0,0,0,0,0,0,0,0,0,0,0,0.00915101011097668,0,0,0,0,0,0,0,0,0,0,0.160172745122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813935191334296,0,0,0.0279999015647587,0,0.033733599933045,0,0,0,0.0249062021040291,0,-0.010023091894824,0.00234725432838456,0,0,0,-0.0116156086607083,0,0
X600028.SH,0.21368429495352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129988910556382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246514433855787,0.0473531905187729,0,0.086815694289605,-0.0830069338251542,0,0,0,0,0,0,0,0.0154200871385634,0.103697331569582,0,0,0,0.0509444817758464,0,0
X601088.SH,0,0,0,0,0,0,0.0859216382244998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181749448049579,0,0,0,0,0,0,0,0,0,0,0,0,0.163374635907714,0,0,0,0,0,0.0179558914540819,0,0,0,0,-0.0311060377775445,0,0,0,0,0,0.00822088134684649,0.00746332103501053,0,0,0,0.0755897392076785,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562596741010384,0,0,0,0,0,0.0377039902370858,0,0.00165146694625185,0,0,0,0,0,-0.130429807696752,0,0,0,-0.00946687573749825,0.0125628462669305,0,0,0,0.0162405037365537,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441742198460678,0,0.166010228573498,0.0553418733381239,0.036122778231078,0,0,0,0,0,0,0,0,0.014252816249947,0,0,0,0,0,0,0,0,0,0,0.179897926570901,0,0,0,0,0,0,0,0,0,0.00995452020288951,0.0169422963730447,0,0,0,0.0424489387740802,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50723759340013,0,0,0,-0.115403605506739,0,0,0,0,0,0,0,0.0333501163736718,0,0,0,0,0,0,0,0,0.162103443726331,0,0,0.119252474165758,0,0,0,0,0,0,0,0,0.00266798807777243,0,0,0,0,-0.041608483933585,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260163996083314,0,0,0,0,0,0,0,0,0,0,0.00197387837391941,0,0,0.116311656103987,0,0,0,0,0,0.356577584796758,0,0.187618539910957,0,0,0,0,0,0,0,0,0,0,0,0,0.00657808500413217,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248441807445311,0,0,0,0.102398874728858,-0.178366410510052,0,0.198118931038258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213318086535622,0,0.0359734290061547,0,0,0,0,0,0,0,0,0,-0.00975576676866337,0.0282228711849,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0127118618445886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797421556524017,0,0.0105384891252499,0,0,0,0.619601546942876,0.024787216443941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352758511116451,0.101739820265715,0,0,0,0,0,0,0,0,0,0,0.012967494960717,0,0
X601898.SH,0,0,0,0,0,0,0.104757824368346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566794616318537,0.0763380044401497,0.00229681441664864,0,8.67361737988404e-19,0,0,0,0,0.019251357030148,0,0,0,0,0,0,0,0,0,0.0237258032440598,0,0,0,0,0,0,0,0,0.0518067665257206,0,-0.00578041250209314,0.022933484112115,0,0,0,0.0194476879505267,0,0
