,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600309.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X600299.SH,X000959.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X600339.SH,X000723.SZ,X600583.SH,X002466.SZ,X000408.SZ,X600098.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X600623.SH,X000539.SZ,X000027.SZ,X000983.SZ,X002092.SZ,X600021.SH,X000060.SZ,X002470.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.367468919803818,0.0143439182539455,0,0.0738214423772661,0,0,0,0,0,0.0109723864992681,0,0,0,0,0,0,0,0,0.0292412757126704,0,0,0,0,0,0,0.0578671983952218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108235171909071,0,0,0,0,0,0,0,0,0,0.00379033674807147,-0.00659674465408322,0,0,0,0,0,0
X600028.SH,0.618038652074128,0,0,0,0,0,0.264211386893589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140555868045509,0,0,0,0,0,0,0,0,0,0,0,-0.037537464150217,0,0,0,0,0,0,0,-0.0290992654609918,0,0.0226691365661498,2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.112133084557249,0,0.00952370814976281,0,0,0,0,0,0,0,0,0,0,0.0816932973904834,0,0,0,0,0,0.104441004504136,0,0,0,0,0.0291539559741003,0,0,0,0,0.0716449236889087,0,0,0,-0.079567977159771,0,0,0,0.0369200592998482,0,0,-0.00742511934878581,0.119013561633013,0,-0.021028649317006,0.0120895089879482,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0435993940385498,0,0.342023844584071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360755160996524,0,0,0,0,0,0,0,0,0,-0.0547887381109083,0,0,0,0,0,0,0,0.0513556132512488,0,0,0,0,0.00147818712279308,-0.0186360948559461,0.0271234673914345,0,0,0,-0.0125175856976328,0,0
X600019.SH,0,0,0.19728412513638,0,0,0,0,0,0,-0.0528795897970646,0,0,0,0.00973405606701451,0,0,0,0,0,0,0,0,0,0,0,0,0.115328353598455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152881652168913,0.0372678194178734,0,0,0.00866316932089406,-0.0528756881791598,0.0566009094174715,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.102075774035039,0,0.0165533804847324,0,0,0,0,0.0436463836761689,0,0,-4.33680868994202e-19,0,0,0,0,0.0472446591698651,0.209938121923412,0,0,0,0,0,0,0,0,0.00991795856806802,0,0,0,0,0.0821926693536442,0,0,0.0819480662487777,0,0,0,0,0,0,-0.017183767807174,0,0,0,0,0,0,0
X600585.SH,0,0.207252488316634,0,0,0.0189504010753827,0,0,0,0,0,0,0,0,0,0,0,0,0.1624424925714,0,0,0.0738011523799584,0,0,-0.0312485418564157,0,0,0.169800404902779,0,0,0,0,0.00899536105612694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719698743954536,0,0,-0.131672744759368,-0.0205079428420248,0.0211552481122148,0,0,0,0,0,0
X601898.SH,0,0,0.196782405044068,0,0,0,0,0,0,0,0,0,0.0381985635034503,-0.0531948196641719,0.0842351656581784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122247707933911,0.0401258569204189,0,0.027685412382172,0,0.17280201234629,-0.0431282516314678,-0.0149487183436202,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0179549286315424,0,0,0,0,0,0,0,0,0,0,0,0,0.0163076077105775,0,0,0,0,0,0,0,0,0,0.422189587118008,0,0,0,0.0505623199549529,0,0,0,0,0,0,0.00276065214739164,0.0284544926951693,0,0,0.0631393685467981,0,0,0.00977473171270659,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785454264834664,0,0,0,0,0,0,0,0.0461396930989955,0,0,0.984869505895471,0,0,0,0,0,0,0,0,0,0,0,0,0.0466035500617993,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433699536245686,0.0252996918262281,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0782105131766484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175487426425255,0,0,0,0,0,0,0,0.0444198183951689,0,0.233994264122992,0.0793261904139222,0,-0.134229106544803,-0.0272719868735529,0.0263259979320091,0,0,0,0,0,0
X600795.SH,0,0,0,0.226782986255719,-0.0682442550137672,0,0,0,0,0,0,0,0.0352442786096986,-3.46944695195361e-18,0,0,0,0,0,0,0.07356895466234,0,0,0.0010128197886149,0,0,0,0,0,0,0,0,0,0,0,0.0979794280599167,0,0,0,0,0.0599979886220545,0,0,0,0.0411671657864368,0,0,0,0,0,-0.011978491715133,0.0106743617571182,0.0284307597493922,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.128920745341415,0,0,0.11396027724802,0,0,0.169049650883609,0,0,0,0,0,0,0,0,0,0,0,0.100874371335693,0,0,0,0,-0.26579998471586,0.127060778595326,0,0,0,0,0.395786594837393,0,0,0.184760948733375,0.0216852745901189,0,0,0,0.0629531519535138,-0.166391135726177,0,0,0.118126287199814,0,0,-0.0171298816344432,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0.136889590319674,0,0,0,0,-0.0716118743756436,-0.00339781352659937,0,0.11128662897149,0,0,0,0,0,0,0,0,0,0,-0.0379388197394856,0,0,-1.73472347597681e-18,0.146757276699302,0.0700423660037516,-0.196485046255862,0,0.200836216465216,0,3.46944695195361e-18,0,0.323528802630013,0,0,0,0,-8.67361737988404e-19,0,0,0,0.023994432695155,0,0,0,0,0,-0.00696691848986948,-4.33680868994202e-19,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.299429622025933,0,0,0,0.0764248401673462,0.0548046444571482,0,0,0,0.0228375262878125,0,0,0,0,0,0,0,0,0,0,0,0.00566305579048815,0,0,0.0132667978132345,0.147452560679451,0,0,0.0388223624879775,0,0,0,0.0230765708521409,0.058542317067454,0,0,0.101749398543408,0,-0.0518675201257644,0,0,0.143848775093519,0,0.00692015505152444,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,-0.00779742738915291,0,0,0,0,0.058000623945876,0,0,0,0,0,0,0,0,0,0,0,0.0121926745018204,0,0.0148410984024598,0,0.00662568671410895,0,0,0,0,0,0,0,0,0,0.114450067696449,0,0,0.0344856458624369,0.0452399693275054,0,0.0133166423449703,0,0,0,-0.00100765089640881,-0.00595387702745328,0,0,0,0,0,0
