,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600111.SH,X600688.SH,X600795.SH,X002466.SZ,X600547.SH,X600362.SH,X600188.SH,X600516.SH,X601991.SH,X600660.SH,X300072.SZ,X600886.SH,X000709.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X000959.SZ,X600489.SH,X600339.SH,X600808.SH,X600219.SH,X600549.SH,X600352.SH,X000553.SZ,X601158.SH,X002092.SZ,X600008.SH,X000883.SZ,X000983.SZ,X000630.SZ,X002271.SZ,X000786.SZ,X000792.SZ,X000723.SZ,X000807.SZ,X600176.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0525210618902935,0,0,0.020048416815738,0,0,-0.0370704131135263,0,0,0,-0.00774501196402442,0,0.0113830260908297,0.0108342728794568,0,0,0,0,0,0,0,0,-0.0641476786827017,0,0,-8.67361737988404e-19,0,0,0,-0.032791308739437,0,0,0,0,0,0,0,-0.0436153342015675,0.0487156383986284,0,0,0,-0.00829594476404485,-0.0133075981646232,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.20297364719274,0,0,0.0365693731368864,0,-0.0648832436648401,0,0,0,0,0,0,0,-0.0469814273550589,0,0,0,0,0,0,0,0,-0.100655723225591,0,0,-0.0657459803331621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0628565070262115,0.0119167252248327,0,0,0,0.00109775650008626,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510250197698485,0,0,0,0,0,0,0,0.215981920306313,0,0,0,0,0,0.334200523149959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223173722194532,0.028900683183721,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0550788132358768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231688568465906,0,0.0263486804230345,0,0,0,0,0,0,0.024590823681798,0,0,0,0,0,0,0,0,0,-0.0114122330167289,0,0,0,0,0,0,0
X600585.SH,0,0.0546108204627131,0,0,0,0,0,0,0.00229288622772239,0,0,0,0,0,0,0,0.0764997319732624,0,-0.167802068591976,0,0.303435811268694,0,0,0,0.0421433157076058,0,0,0,0,0,0,-0.0350516423715707,0,0,0,0,0,-0.0041243745206061,0,0,0,0,0,0,0,0,0.0393617514086408,0.178142238257385,0,0,-0.00174032632568793,-0.0141085360265831,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0766263302653353,0,0,0,0,0,0,0.091201916464471,0,0,-0.0521178963497763,0.077298384025099,0,0,0,0,0.0881950302971952,0,0,0,0,0,0,0,0,0,0,0.0457284804460229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200533271315016,-0.0129701660805403,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418992387349273,0,0,0,0,0,0,0,0.0732511845762991,0,0,0,0,0,0.252170896492568,0,0.176166329491294,0,0,0,0,0,0,0.0929464380966729,0,0,0,0,0,0.0187623673705653,0,0,0,-0.0199226387845285,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240267400045651,0,0,0.160100691935821,0.0467380310626082,0,0.262251211845794,0,0,0,0.0829663500291174,0,0,0,0,0,0,0,0,0.0303651607169857,0,0,0,0.0690852213976635,0,0,0,0,0,0,0,0,0.082175945342793,0,0,0,-0.00216632621102665,-0.013588896604056,0,0,0,0,0,0
X601898.SH,0,0,0,0.0262740682991421,0,0,0,0.071655130964657,0,0,0,0.00796686062255843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349003885534428,0,0,0,0,0,0.00450478459605652,0,0.0572208505350184,0,0,0,0,0,0,0.217377918649911,0,0,0,0,0,0,0,0,0,-0.00993130911456478,0.00145585597927467,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,-0.0617610831522663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116182944684811,0,0,0,0,0,0.223982987326138,0.0402585008641256,0,0,0,0,0.203964038116176,0,0,0.32848343701379,0,0,0,0,0.180044006068951,0,0,0,0,0,0,0.00833614510887794,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289473677859737,0,0,0,0,0,0,0.00584461393267748,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.218357343292147,0,0.054379321388656,0,0,0,0,0.00769162123622178,0,0,0,0,0,0.139744276497684,0,0,0,-0.0250671690531374,0.0484591526432385,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.0820972756854681,0,0,0.00777106239032922,0,0,0,0,0,0,-0.0375574446395099,0,0,8.67361737988404e-19,0,0,-0.00754822814255481,0,0,-0.134987299210653,0,0,0,0,0,0,-8.67361737988404e-19,0.0399699198921487,0.0737495370027226,0,-0.00879786299610036,0,0,0,0,0,0,0.0979179021737114,0,0,0,0.0858023987208216,0,0,0,-0.0129328444692248,-0.0284344811755275,0,0,0,0,0,0
