,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600886.SH,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X000786.SZ,X600688.SH,X600795.SH,X600111.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X002466.SZ,X600529.SH,X600426.SH,X002353.SZ,X600315.SH,X600126.SH,X002075.SZ,X000723.SZ,X600219.SH,X002080.SZ,X600516.SH,X000959.SZ,X601158.SH,X002409.SZ,X600612.SH,X600486.SH,X000898.SZ,X000932.SZ,X000883.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.055655716030196,0,0,0,0,0.055064478559369,0,0,0,0,0,0,0,0,0.0753798899380417,0,0,0,0,0,0,0,0,0,0,0.00571199356583394,0,0,0,0,0,0.0371117923949241,0,0,0,0,0,0,0,0,0,0,0,-0.00933537832832905,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.00269298989511829,0,0,0,0,0,0.00570615989767145,0,0,0,0,0,0,0,0,0.0711651245072504,0,0,0,0,0.0696904748244705,0.0129054435866443,-1.35525271560688e-20,0,0,0.0434480551702558,0,0,0,0.0757965608056157,0,0,0.0655750528927622,0,0,0,0,0,0,0,0,0,-0.0169110382113346,-0.000456556263619813,-2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.032603063523539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149401925075883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464318313439766,0,0,0,-0.0293225076384471,0.0118142861960225,-0.00316210410125926,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0474802319727755,0,0,0.0533958376400453,0,0,0,0.386330520635788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660022514714093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158295731210496,-0.0222314033116424,-0.000867324695441759,0.00180121909466781,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.10222677078099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104492630815462,0,0,0,0,0,0.034830850630776,0,0.00819310251171616,0,0.280167220493705,0.03764498560193,5.26485185390977e-05,0,0,0,0,0,0,0,0,0.115849909810311,0.0544457812633429,0,0,0,0,0,0,-0.0125112553111753,0.010518427184688,0,0,0,0,0,0
X600547.SH,0,0,0,0.0588797611006963,0,0,0,0,0,0,0.102305949211853,0,0,0,0,0,0,0,0,0,0.584365505043048,0,0,0,0,0,0,0,0,0,0.0684202388666096,0,0,0,0,-0.0566092810826785,0,0,0,0,-0.0839802320561034,0,0,0,0.122184405264096,0,0,0,0,0,0,0.00460829173907282,-0.0104066283576662,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101517646447219,0,0,0.119585948990771,0.0261684441728068,0,0,0.0618418600120866,0,0.114655852721568,0,-0.0277269449303991,0,0.0308194531530553,0,-0.00448189047811796,0,0,0.00251635212911145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00132897312633297,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723477877503815,0,0,0,0,0,0,0,0,-0.0394056256121303,0,0,0,0.0287794419972841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049704996805579,-0.0131505707631553,0.000896074463176936,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287473708651948,0,0,0,0,0,0,0,0,0.262937916213541,0,0,1.38777878078145e-17,0.120468937781495,0,0,0,0.103555821373277,-0.0307534759366685,0,0,0,0.122044387919421,0,0,0,0.209321651238332,0,0,0,0,0,0,0,-0.0172176535938707,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0127334978743636,0,0,0,0.121634686652282,0,0,0.146116996639739,0,0.0303553540433741,0,0,0.103867192417227,-0.00168935773473522,0,0,0,0,0,0,0,0.0417276535532602,0,0,0,0,0,0,0,0.0025496597301719,-2.16840434497101e-19,0,0,0,0,0,0
