,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X600795.SH,X600547.SH,X002466.SZ,X601991.SH,X600516.SH,X600111.SH,X000898.SZ,X600176.SH,X600886.SH,X002460.SZ,X000709.SZ,X000553.SZ,X000786.SZ,X600352.SH,X600157.SH,X000792.SZ,X600027.SH,X000408.SZ,X601699.SH,X002271.SZ,X600489.SH,X600219.SH,X600808.SH,X000959.SZ,X600299.SH,X000983.SZ,X600339.SH,X002092.SZ,X601158.SH,X002110.SZ,X000883.SZ,X000825.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.363292230688656,0,0,0.0348069226061134,0,0,0,0,0,0,0,0,0.0775427716469947,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412891763148422,0,0,0,0,0,0.023232121479408,0,0,0,0,0,0.0186456415037804,0,0,0,0,0,0,0,0,0,0,0.00260517042508227,0,0,0,0,0,0,0
X600028.SH,0.283797327298592,0,0,0,0,0,0,0,0,0,0.269967067090412,0,0.180954858448772,0,0,0,0,0,0,0.023841387647696,0,0,0,0,0,0,0,0,0,0,0.00148157395438846,0,0,0,0,0,0,-0.170356293577795,0,0,0,0,0,0,0,0,0,0,0,-0.000500379865098406,-4.33680868994202e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0.129650270426691,0.187720343856792,0,0,0,0.0949122839509609,0,0,0,0,0,-0.061665831320318,0,0,0,0,0.0547872836412851,0,0,0,0,0,0,0,0.110031391614849,0,0,0,0,0,0,0,0,0,0,0,-0.0122424431337849,0,0,0,0,0,0,0,0.0256215851102911,0,-0.0069000238424608,0,0,0,0,0,0,0
X600019.SH,0,0,0.122272216994884,0,0.0780079293762723,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0860427195226355,0,0.276377706439219,0.018316409169324,0,-0.0442369135941089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133340379363044,0,0,0,0,0,0,0
X600585.SH,0,0,0.319316504177189,0.0584622578693509,0,0,0,0,0.0857839474255511,0,0,0,0.198757129003671,0,0,0,0,0.177462044256929,0,0,0,0,0,0,0,0,0.27261827428491,0.0859082526299745,0,0,-0.255080639790667,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0275023144930135,0.043600420663113,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0647060776769168,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0.222909010957247,0,0,0,0.00452866705520971,0,0.0382892948309864,0,0,0,0.0362462230108348,0,0,0,0,0,0,0,0.0489982421481609,0,0,0,0.0907826583224852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,-0.116749702371798,0,0,0,0,0,0,0,0,0,0,0.0996151767333627,0,0,0,0,0,0,-0.0824840920049101,0,0,0,0,0,0,-0.159898681901859,0.062925760164714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150260070570842,0,-0.0392346872407249,0,0.129919302445422,0,0,-0.0478250661379157,0.0846287036241252,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.00773420144296405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683443282111453,0,0,-0.0563988936673194,0,0,0,0,0,0,0,-0.00887760572087058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671255955972035,0,0.0489439948012343,0,0,0.000624316802651377,0,0,0,0,0,0,0
X600188.SH,0,-0.0451762033668774,0,0,0.162947934009246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127392871183574,0,0.144493305209815,0,0,0,0,0,0,0,0.0881844910304195,0.299245565159517,0,0,0,0.154516615673861,0,0,0,0,0,0,0.0553450700558516,0,0,0,0,0.0177245884726496,-0.0159963764378957,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.140639264746157,0,0,0,0,0,0,0,0,0,0,0.0156085400004973,0.049656307379701,0,0,0,0,0,0.0129193288960985,0,0,0,0.0144002259765296,0,0,0.0741192420746681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356586980187777,0.00939907749664054,0,0,0,0,0,0
