,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600362.SH,X600426.SH,X600027.SH,X601991.SH,X600803.SH,X000983.SZ,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X600160.SH,X000408.SZ,X600219.SH,X000932.SZ,X300037.SZ,X600995.SH,X000539.SZ,X002409.SZ,X000629.SZ,X600612.SH,X002080.SZ,X600688.SH,X000933.SZ,X600096.SH,X600348.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.560800292291751,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089699777523526,0,0,0,0,0,0,0,0,0,0,0,0.0800729194560744,0.0350515931966335,0,0.161190948729943,0,0.0091905736551022,0,0,0.00396090006062396,0,0,0,0,0,0,0
X600028.SH,0.683548628213913,0,0,0,-0.0916149413681478,0,0,0,0,-0.0603622185196418,0.104054264014453,0.0575918066456325,0,0,0,0,0,0,0,0,-0.0412549309697289,0,0,0,0,0,0.0472751147488297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146866345357228,0,0,0,0,0,0,0,0.00713574404250015,0,0,0,0,0,0,0
X601088.SH,0.146123120620183,0,0,0,0,0,0,0,0,0,0,0.213370040596909,0,0.0733480563592069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132234091972938,0,0,0,0,-0.0356448133913766,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.172229100404573,0.0399603843571599,0,0,0,-0.0306710274885828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164190092805087,-0.00248432658493926,0,0,0,0,0,0,0.0132621233024099,0,0.0401754629340336,0,0,0,0,0,0,0,0,0,0.0578163123701522,0,0.0350487836846068,0,0,0,0,0,-0.0217504330044882,0,0,0,0,0,0
X600188.SH,0.0564862593164013,0,0,0,0,0,0,0,0,0.0592211948238473,0,0.203349921543762,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0211761593248735,0,0,0,0,0,0,0.277732396725985,0,0,0.110318024310557,0,0,0,0,0,0,0,0,-0.0740396351688859,0,0,0,-0.00188856580599396,0,0.0796127679005697,0,0.086867504295548,0,0,-0.0746273276763023,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0419528199847863,0,0,0,-0.239932300452336,0,0,0,0,0,0,0,0,0,0,0.0968955481225816,0,0,0.374554161265078,0.0630831529898636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340968851315497,0,0,0,0,0,0,-0.0294234035606392,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0163574421456,-0.115658517807872,0,0,0.0259678153207044,0,0,0,0,0,0,0,0,0,0,0,0,0.024240220986358,0.014645283146574,0,0,0.0656402510874489,0,0,0,0,0,0,0,0,0.0386138759198697,0,0,0,0,0,0,0.0201257778642359,0,0.0768730405644001,0,0,0,0.0629708490355531,0,0,0,0,-0.0626814095613621,0,0,0,0,0,0,0
X600019.SH,0,0.0572390148021931,0,0,0.0862130441167164,0,0,0,0,-0.0242810088525378,0.0689368330746816,0,0,0.141974931182646,0,0,0,0,0,0,0,0,0,0,0.0534117680749947,0,0.0171055433792998,0,0,0,0.022748325991086,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366796373670867,0,0,0,0,0,0,0.0341575460491906,0.0528515670740703,0,0,0,0,0,0,0
X002460.SZ,-0.00775079535899816,0,0,0,0,0,0,0,0,0.450506136424596,0,0,0,0,0,0,0,0,0,0,0,0.157705535993264,0,0,0,0,0,0,0,0,-0.076315354993251,0,0,0,0.0357221070607784,0,0,0,0,0,0.0104879559674628,0,0.0760213483843924,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.543700856778331,0,0,0,0.143554880271959,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129847269259993,0,0,0,0,0,0,0,0,0.0552728477534633,0,0,0,0,0,0,0.0285730278867978,0,0,0.0907644343272684,0,0.191538769697864,0,0,0,0,0.000897469035892637,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145782087678824,0,0.0366024733009391,0,0,0,0,0,0,0,0,0,0.587254785251847,0,0.00841122963029122,0,0,0,0,0,-0.0423104351367654,-0.0037969420119867,0.0708369298494447,0.01139778659098,0,0.0371272368200517,0.0163387211080103,0,0,0,0,0,0,0,-0.0352976490764171,0,0,0,0,0,0
