,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600886.SH,X600188.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X002466.SZ,X000792.SZ,X600547.SH,X600660.SH,X601158.SH,X000709.SZ,X600583.SH,X600489.SH,X600309.SH,X000539.SZ,X000883.SZ,X000898.SZ,X600352.SH,X000027.SZ,X002075.SZ,X000630.SZ,X000959.SZ,X600578.SH,X000629.SZ,X600021.SH,X000983.SZ,X000060.SZ,X002470.SZ,X600160.SH,X600098.SH,X000012.SZ,X300072.SZ,X600176.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00558255456427522,0,0.0706406131102273,0,0.0460131931681413,0,0,0,0,0,0,0,0,0,0.0154610821168784,0,0,0.0595513356871027,0,0,0,0.000462281377536972,0,0,0,0,0,0.0319989568738381,0,0.00514230040877851,0,0,0,0,0.100775077868421,0,0,0.0632768902380882,0,0,2.16840434497101e-19,0.00500684044736448,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.191535640381548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129992986289029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437089278637355,0.0807073852639725,0,0,0,0,0,0.0506117330511239,0,0,0.0346250250763999,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.221886642876785,0,0,0,0,0,0,0,0,0,0.119258367947331,0,0,0,0,0,0,0,0,0,0,0,0,0.0164167242625575,0,0,0,0,0,0,0,0,0.00966375707122734,0,0,0.0919279316671389,0,0.0314079799368563,0,0.0137199512606189,0,0,0.11032198842545,0,0,-0.0044720002514513,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0858581830734145,0,0,0,0,0,0,0,0,0.0299057689253555,0,0,0,0,0,0.00625562495319556,0,0,0,0.0512725112320714,0,0,0,0,0,0.0511032634207357,0,0.1486873724761,0,0,0,0,0,0.0226863555508359,0,0.00620260406194413,0,0,0.0701599296887973,0.0470108477549575,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0826108702835145,0,0,0,0,0,0,0,0.0769293582132489,0,0.189129276514816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173070525985296,0.0305436136531606,0,0.116487272151107,0,0,0.115343254568314,0,0.0509031316794221,0,0,0,0,0,0,0,-0.00692079535395873,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.149819646223809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419729959229759,0.0636304678598734,0,0,0,0.131154144231323,0,0,0,0,0.0940676592515915,0,0,0,0,0,0,0,0,0,-0.00403792737453931,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0102642612789534,0,0.0143969582852454,0.0331676377503877,0,0,0,0,0,0,0,0,0.103974079672211,0,0.0232973648268462,0,0,0,0,0,0,0.0673649060753073,0,0,0,0,0,0.0795787684850705,0,0.196018490532319,0,0,0,0,0,0,0,0,0,0,0,0.0318290084264119,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0932813067975093,0,0,0.169267632708499,0,0,0,0,0,0.16054415840394,0,0,0,0,0,0,0,0.0930997501624785,0,0,0,0,0,0,0,0,0,0.0272546448738253,0,0.0105745297580997,0,0,0,0,0.0467039982263132,0,0,0.0961733146892669,0,0.0365303735881619,0,0.116805977473198,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.1838879940304,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.29818491679729,0.0944802147923019,0,0,0.0194321562385332,0,0,0,0,0,0,0,0,0,0,0,0.00572171764207507,0,0,0,0,0,0.115535830460827,0,0,0,0,0.0975779308634559,0,-3.46944695195361e-18,0,0.025470158094255,0,0,0,-0.0211623753079032,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15616541864533,0,0.00806310881557685,0.135247755953031,0,0,0,0,0.0813254389380521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408714553571089,0,0,0,0,0.135012691612555,0,0.115503984566153,0,0.0714301837898538,0,0,0,0,0,0,0,0,0,0,0,0
