,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X000708.SZ,X601991.SH,X600362.SH,X600352.SH,X600795.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X600516.SH,X002466.SZ,X600489.SH,X002271.SZ,X002460.SZ,X000786.SZ,X000898.SZ,X600176.SH,X600299.SH,X600426.SH,X601158.SH,X000883.SZ,X000709.SZ,X600612.SH,X000629.SZ,X002353.SZ,X600219.SH,X600583.SH,X600315.SH,X000027.SZ,X000630.SZ,X000553.SZ,X000825.SZ,X600985.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135986945613698,0,0,0,0,0.064192135064114,0,0,0.0388900162105115,0,0,0,0,0,0,0,0.0447210252993826,0.031113057842868,0,0,0,0,0,0.0412500243150366,0,0.0454146124673477,0,0,0,0,0,0,0,0,-0.00610070850888321,0,0,0,0,0.0211393295854935,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619857522271767,0,0,0,-0.017499575599779,0.0811142550681855,0,0,0,0,-0.037880123484851,0,0,0,0,0,0.0164386516738582,0,0,0,0,0,0,0.0291116099507262,0,0,-0.0613972876140666,0,0,0,0,0,0,0,-0.0056999787816702,0,0,0.186372623553501,0,0,0,0
X601088.SH,0,0,0,0.415670029606563,0,0,0,0,0,0,0,0,0,0.0148813625409383,0.0303459231070432,0,0,0,0,0,0,0,0.0520753156367327,0,0,0.0128641797509741,0,0,0.0140595215326546,0,0,0,0,0.0317597731847668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00394085459837017,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0829326566098791,0,0,0.421475123979388,0,-0.0247738401471257,0,0,0,0,0,0.178298603806702,0,0,0,0,0,0,0,0,0,0.0252739658242334,0,-0.00520290861841621,0,0,0,0,0,0,0,0,0,0,-0.0034696090061684,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.123115572688094,0,0,0,0,0,0,0.0357203512761299,0.00510198084097532,0,0,0.0712160547008448,0,0,0.0458082151820311,0,0.0193306723569401,0,0,0.0712041884302924,0,0,0,0.0889583445202203,0.0877815215172046,0,0,0,0.0386299357781054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101960269500008,0,0
X600019.SH,0,0,0.0297882093723811,0,0.00832612982224709,0,0,0,0,0,0,0,0.0867006685475234,0.0267519776887691,0,0,0,0.086646951659658,0,0.0279726395556501,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0728234731374042,0,0,0,0,0,0,0,0,0,0,0,0,0.0602975448060682,0,0,0,0.0951412885664668,0,0,0,0,0,0.00509416147391027,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188871328539602,0,0,0,0,0,0,0,0,-0.0764913451957746,0.531474874809825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0816600045671636,0,0,0,0,0,0,0,-4.80759019474628e-06,-0.0249868818492077,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352012575126526,0,0.0615175147179612,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646030765333312,0,0,0,0,0.0696378096980252,0,0,0,0,0,0,0,0,0.0298888322673982,0,0,0,-0.00318833665178405,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259535408250077,0,0,0,0,0,0,0,0,0.119119578799516,0,0,0.0601007257422339,0,0,0,0.0237462391525393,0,0,0,0.0153817287127059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228286777177865,0,0,2.16840434497101e-19,0.00459554391684816,0,0,0,-0.00310950935708226,0,0
X601898.SH,0,0,0,0,0,0,-0.038840499877805,0,0,0,0,0,0,0.171372976791093,0,0,0,0.024813901258121,0,0,0,-0.0720569604569087,0.00952562437028433,0,0,0,0,0,0,0,0,0,0.0644738645434804,0.0635550696966605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121683507739876,0.0816692638292082,0,0,-0.00468012208474561,0,0,0,0,0.0242900809549827,0,0
