,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X600660.SH,X002466.SZ,X600688.SH,X601600.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X000898.SZ,X300072.SZ,X002460.SZ,X600111.SH,X600176.SH,X000553.SZ,X600352.SH,X600027.SH,X000786.SZ,X601992.SH,X600299.SH,X000825.SZ,X000792.SZ,X000709.SZ,X600426.SH,X002271.SZ,X601699.SH,X000408.SZ,X600808.SH,X600315.SH,X000830.SZ,X600489.SH,X601158.SH,X000883.SZ,X600219.SH,X000932.SZ,X000630.SZ,X002470.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.213965986185253,0.0307393741980875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893706378419484,0,0,0,0,0.0305723301117867,0,0.00489903756268787,0,0,0,0.0138152956528277,0,0.0220934553245195,0,0,0,0.176253919554471,0,0,0.0290369526899808,0,0,0,0,0,0,0,0,0.0229935551208776,0,0,0,0,0,0,0,0,0
X600028.SH,0.483542243264963,0,0.225351247834157,0,0,0,0,0,0,0,-0.0670913608146205,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193157046469708,-0.0264148598306025,0,0,0,0,0,0,0,0,0.0276677656223817,0,0.155447897361957,-0.0325037604680847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437487660169901,0,-0.108972331324594,0,0,0,0
X601088.SH,0,0.0490723233273598,0,0.250614652440672,0.117288788798275,0,-0.0257071836670801,0,0.091484537501379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297111759052667,0,0,0,0,0,0,0,0,0,0,0,0.0286557474541351,0,-2.71050543121376e-20,-0.0251016181944488,0,0,0,0,0,0
X600019.SH,0,0,0.348070816719594,0,0,0,0,0,0.0803264456731343,0,0,0,0,0.292505257359891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00612942954388429,0,0,0,0,0,0,0,0,0,-0.0998741183301029,0,0,0,0,0.251393804327879,0,0,-0.0225642163200058,0,-0.0122234662078686,-0.0153083932207648,0,0,0,0,0,0
X600585.SH,0,0,0.108730634642729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232419410495115,0,0,0,0,0,0,0,0.0145028494195925,0,0,0,0,0,0,0.299509131275647,0,0,0,0,0,0.0660881000971977,0,0,0,0,0.193466776911258,0,0,0,0,-0.0259834621224345,0.0347502929433624,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044505735036034,0,0.0995159674426208,0,0.0118906287839036,0,0.168558586519813,0,0,0,0,-0.144992751305217,0,0,0,0.0325966394155251,0,0,0.0158907393222491,0,0.0461670448722328,0,0,0,0,0,0,0,0,0.013182708967815,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.0410458955527074,0,0,0,0,0,0,0,0,0,0.0136465677072477,0,0,0,0,0,0,0,0,0,0.128753215935955,0,0,0,0,0.104939226866268,0,0,0,0,0,0,0,0,0.0425775817225244,0,0.040994030022052,0.031383409045656,0,0,0,0,0,0,0,0.156439886997431,0,0.00974204755547162,0.0162960622010945,0,0,0,0,0,0
X600188.SH,0,0,0.334404494891412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766967480470814,0,0,0,0,0,0,0,0,0,0,0,0.206128714035174,0,0,0,0.0972473439329379,0,0,0,0,0.251244251248369,0,0,0.32820236871368,0,-0.047038746715112,-0.0282869361630867,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0801515704952703,0,0,0,0,0.0469739158933293,0,0,0,0,0,0.018078509913029,0.0874282063687572,0,0.0171856277889483,0,0,0,0.0297907719035458,0,0,0,0,0,0,0,0,0,0.0519815264842006,0,0,0,0.0325249411303587,0,0,0,0.050944584109437,0,0,0,0,0,0.0102096747164234,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0952439296466993,0,0,0,0,0,0,0,0,0,0,-0.132377188810299,0,0,0,0.00283553906872756,0.0165273795057176,0,0.193639927146622,0,0,0,0,0,-0.023956584206762,-0.0443381595274413,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00420862094438171,0,0,0,0,0.0293296422889001,-0.0259708929133871,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0764928574314941,0,0,0,0,0,0,0,0,0,0,0.0803781936779993,0,0,0.405023966558905,0.182787053987938,-0.0298952546559816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085799808280633,-0.00607734690704736,0,0,0,0,0,0
X600688.SH,0,0.228669174213148,0.130376923012117,0,0,0,0,0.076232465850548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180312844846175,0,0,0,0,0,0,0,0.0324738740552784,0,0,0,0.0679776796300918,0,0,0,0,0,0,0,0,0,0.0105110644213963,-0.00132655055985342,0,0,0,0,0,0
