,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X000877.SZ,X002271.SZ,X600011.SH,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X000786.SZ,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X000807.SZ,X600801.SH,X000983.SZ,X601699.SH,X600688.SH,X000825.SZ,X002353.SZ,X600352.SH,X000932.SZ,X600027.SH,X300073.SZ,X000630.SZ,X000959.SZ,X600157.SH,X600489.SH,X000960.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044905609996576,0,0,0,0,0,0.0701365112658412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117998721462399,0.0615931850709918,0.0541702086102759,0,0,0.00366139733691675,0,0,0,0.0318810172627715,0,0,0,0,0,0,0,0,-0.0126517262161131,0,0,0,0,0.0254851538863224,0,0
X600028.SH,0.142642808666009,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103089818007815,0.0669738407439126,0.0339312291048009,0.0463422622088173,0.00757362023218781,0,0,0,0,0,-0.0277512316560669,0,0,0,0,0,0,0,-0.00793032963136452,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454125750016228,0,0,0,0,0,0,0,0.0504053894530476,0,0,0,0,0,0,0,0,0,0.26052023388566,0.190525139071057,0,0,0,0,0,-0.0299898603954837,0,0,0,0,0,0,0,0,0,-0.00171813457986208,0,0,0,0.0109962596030974,0,0
X600309.SH,0.0413380165873596,0,0,0,0,0,0,0,0,0,0,0,0.0948238351663493,0,0,0,0,0.0760532768367812,0,0,0,0,0,0,0,0,0.0757183655593922,0,0,0.113824859944373,0,0.0111954420995655,0,0,0,0.0475685663969046,0,0,0,0,0,0,0,0,0.00359755480814987,0,0,0,0,0,0,0,-0.0111570159426519,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0880815765545656,0,0,0,0,0,0,0,0,0,0,0,0,0.0126622332821031,0.0100956038567658,0,0,0.106298173224758,0,0,0,0,0,0.407199042550107,0,-0.0252606729460862,0,0.0564633323376279,0,0,0,0,0,0,0.00752203127987344,0,0,0,0,0,-0.00459519354263686,-0.00359499778077784,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.137226474395202,0,0,0.323183776899935,0,0,0,0,0.0192598385196021,0,0,0,0,0,0,0,0,0,-0.114239499933604,0.102361109805742,0.0679330063241562,0,0,0,0.112011159130678,0,0,0,0,0,0,0,0,0,0,0,0.133076020250465,0,0,0,0,0,0.0585872446807999,0,0,0,0,0,0,-0.00813124143532949,0,0
X000792.SZ,0,0,0,0,0,0,0,0.155023802138319,-0.0542692451901875,-0.0967145469032109,0.389067796193756,0,0,0,0,0,0,0.0634544814967442,0,-0.0846793481612058,0,0,0,0,0,0.131600315983336,0.0840834345605072,0,-0.0812135744997394,0,0,0,0,0,0,0,-0.113711033491081,0,-0.116582208785227,0,0,0,0.11150611407085,0,0,0,0,0,0,0,0,0.0109795091980218,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0696923694462038,0.0494505377637876,0,0,0,0.15459961471744,0,0,0,0,0.147128991729204,0.205099950723319,0.0242277629807307,0,0,0,0,0,0,0,0.0519730172200809,0,0,0,0,0,0,0,0.129336617189453,0,0.0317974980730058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525538637675102,0,0.00770370883945891,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.116799512442741,0.0639306823922124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128768909033301,0,0,0,0,0,0,0.318677068361348,0,-0.0183027031151207,0,0.138938751423179,0,0,0.11960991955607,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204145856944049,0,0,-0.0858698069843155,0,0,0.259972950949011,0,0,0.0707421612359612,0,0,0,0,0,0,0,0,0.195159962351516,0,0,0,0.418679773125821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434581739583164,0,0,0,0,0,0
