,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X601158.SH,X000792.SZ,X600583.SH,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X000831.SZ,X002353.SZ,X600008.SH,X000630.SZ,X000539.SZ,X600808.SH,X600660.SH,X000825.SZ,X000027.SZ,X600021.SH,X000629.SZ,X600549.SH,X002470.SZ,X600307.SH,X600578.SH,X600315.SH,X601699.SH,X600098.SH,X000983.SZ,X000960.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.450621003069334,0,0,0,0,0,0,0,0.127331761978988,0,0,0,0.1361120040793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338920377445414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.494291472431801,0,0,0,0,0,0,0,0,0.00212779160681838,0,0,0,0.0164603776754231,0,0.421991322726757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370233256718806,-0.0101880390840699,0,0,0,0,0,0
X601088.SH,0.0445832680452422,0,0,0.0851140548909867,0,0,0.0747601857293542,0,0,0,0,0,0,0.127879420775164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424232190469246,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.166836527372613,0,0,0,0,0,0,0,0,0,0.0266496132210164,0,0,0,0,0.0185781472616358,0,0,0,0,0,0,0.270122437399961,0,0.241099278753647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.108023184248217,0.0153202783267178,0,0.012175140654045,0,0,0,0.0290229397269796,0.0749135566475637,0.0185645073850947,0.156683924916761,0.0257777393381689,0,0,0,0.0175202788804353,0.0737392246442785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146542367076685,0,0,0,0,0,0,0,0,0.361169188145155,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X600585.SH,0.00818575482144215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687969010666896,0,0,0.0477147363882957,0,0,0.118374344932246,0,0,0.000159705144878286,0,0,0,0.0649073213323243,0,0,0,0,0,0.141413997014372,0,0,0,0,0,0,0,0,0,0.124440608129768,0.102441988739326,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.169836121312973,0.029156538249677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610810907817175,0,0,0,0,0.0188250206112699,0,0,3.46944695195361e-18,0,0.00186089679037284,0,0,0,0,0,0.0269741194461054,0.0447737244975467,0,0.0430208903327042,0,0.449413188122533,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019202686046492,0,0,0,0,0,0,0,0,0,0.431478975466649,0,0,0.0712405262362406,0,0.159909106821902,0,0,0,0,0,0,0.0683233528006274,0,0,0,0,0,0.048700772935747,0,0.170262502237135,0,0,0,0,0,0,0.0484318941968088,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0385365437933042,0,0,0.490716764269582,0,0,0,0,0,0,0.113763464598345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155441040743214,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175411627421615,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.227465881019016,0,0.201342219273895,0,0,0.0527895214738124,0,0,0,0,0,0,0,0,0,0.0343633090418524,0,0.00455190343916557,0,0,0,0,0,0,0.163518008203814,0,0,0,0,0,0,0,0.114556945858634,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167409150744175,0,0,0,0,0,0
