,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600111.SH,X600010.SH,X600362.SH,X002460.SZ,X600489.SH,X000708.SZ,X600160.SH,X002466.SZ,X600027.SH,X600803.SH,X601991.SH,X000301.SZ,X000786.SZ,X000807.SZ,X600426.SH,X600219.SH,X002128.SZ,X000983.SZ,X000408.SZ,X600176.SH,X000630.SZ,X601699.SH,X601168.SH,X000877.SZ,X600096.SH,X600985.SH,X000933.SZ,X600378.SH,X002353.SZ,X000831.SZ,X600995.SH,X002271.SZ,X600352.SH,X000883.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.623023720957679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088578147321901,0,0,0.1765216439996,0,0,0,0.025922208473094,0,0,0,0,0,0,0.0304483521588463,0,0,0,0,0,0,0,0,0,0,0,0,0.255578709277036,0,0,0,0,0,0,0,0,-0.0374604105325172,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.33119900532912,0,0,0.0586049351950868,0,0.00351008245654829,0,0,0,0,0,0,0,0,0,0,0,0,-0.0093669787712166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725873344723714,0,0,0,0,0,-0.0160504922362615,0,0,0,0,0,-0.00682565185028593,0,-0.0702854763786038,0,-0.0232143850250816,0,0
X600028.SH,0.423171487244041,0,0,0,0.278080104320591,0.0573752109182295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737214769642011,0,0,0.125820975346884,0,0,0,0,0,-0.0310138549560263,0,0,0,0,0,-0.145781998061481,0,0,0,0,0,0,0,0,-0.00128087152193065,0,0,0.169699334385712,0,0,0,0,0,0,0.00369130240851248,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390962339928736,0,0.112935771639764,0,0,0,0,0,0.0873989548712795,0,0,0,0,0.377328613685846,0,0.0957055031528595,0,0,0,0,0,0,0,0,0,0,0,0.149083528663776,0,0,0.0496268607384146,0,0,0,0,-0.108692153794947,-0.00855625270212667,0,0,0,0,0,0
X601898.SH,0.0231022671036781,0.342969004088446,0.250225804444726,0,0,0,0,0,0.00628810672995959,0,0,0,0,0,0,0,0.105062452468969,0,0,0.056250496985392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143746908435183,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.118580925388429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492800425045365,0,0,0,0,0,0,0,0.0191093428402904,0,0,0,0,0,0.526582267680185,0,0,0,0,0,0.00463421079306571,0,0,0.0935501828601232,0,0,0,0,0,0,0,0,0,0,-0.0177919275187154,0,0
X600660.SH,0,0,0,0.350759120531976,0,0,0,-0.070921207624047,0,0,0,0,0,0,0,0.171198382442365,0,0,0,0,-0.34321591674719,0.133014971885677,0,-0.0404502370456322,0.200881023616212,0,0,0,0,0,0,0,0,0,-0.0723723413884327,0,0,0,0,0,0,-0.125981261927407,0,0,0,0,0,0,-0.039249639152794,0,0,-6.93889390390723e-18,-0.0770695341936831,-0.123096099047634,-0.00257133444865861,0,0.00292118132358634,0,0
X600019.SH,0.113429587130437,0,0.0292792765949717,0,0,0,0,0,0,0.0617538744169066,0,0,0,0,0,0,0,0,0,0,0.205979544811699,0,0,0,0.135870847109632,0,0,0,0,0,0.27478768580605,0,0,0,0,0,0,0,0.0188177561844411,0,0,0,0,0,0,0,0,0,0,0,0,-0.00962534209259621,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.126605686469542,0,0,0,0,0,0,0,0,0.251002759798545,0,0,0,0,0,0,0,0,0,0,0,0.0827560972956197,0,0.111715247503258,0,0,0,0,0,0,0,0,0,0,0.274057654570813,0,0,0,0,-0.0154319798626302,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176105722594314,0,0
X601600.SH,0,0.0597540336300557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203934854810951,0,0,0,0,0,0.0694608101795474,0.239554314452358,0,0.401872824401421,0,0,0,0,0,0.0314826891309959,0.306386648164333,-0.034898244276895,0,0,0.143131048664835,0,0,0,0,-0.0291012953489788,0,0,0,0,0,-0.0491430696082496,0,0,0,0.0387711481722981,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0128177124823802,0,0,0,0,0,0,0,0,0.00973772022982555,0.771895665081898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124406380087187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201227964355757,0,0,0,0.0480765134084229,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499055623814898,0,0,0,-0.104080920771916,0,0,0,0,0,0.0773590711407296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123418944665555,0,0,0,0,0,0.0501513093644881,0.0595741694224624,0,0,0,0,0
X600011.SH,0,0,0,0.0744495537962274,0,0,0.156280300190034,0.0754703533687502,0,0,0,0,0,0,0.242244928808264,0,0,0,0,-0.0105592984535668,0,0,0,0.352833378640021,0.0292865442588104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406139557131911,0,0,0,0,0,0
X000792.SZ,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234851869123449,0,0.197345358929823,0.091925323739151,0.131330106601466,0,0,0,0,0.0390137151299877,0,0,0,0,0,0.137006361278111,0,0,0,0,0,0.00399283187702537,0,0,0,0,0,0,0.0155327486116095,0,0,0,0,0,0.00247904585724694,0,0,0,-0.0152368505131584,0,0
