,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600309.SH,X601898.SH,X600010.SH,X601991.SH,X600547.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X600111.SH,X600516.SH,X600299.SH,X000709.SZ,X600176.SH,X600808.SH,X002466.SZ,X000629.SZ,X002460.SZ,X600489.SH,X600352.SH,X000825.SZ,X002110.SZ,X600801.SH,X300072.SZ,X600339.SH,X601158.SH,X600219.SH,X600583.SH,X000553.SZ,X601699.SH,X000883.SZ,X000932.SZ,X000786.SZ,X000959.SZ,X000408.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.153066319866689,0,0,0,3.46944695195361e-18,-0.0480056644426148,0,0.0577879042042524,0.130371189566853,0,0.0735220857158167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0444199102868398,-0.0138973981204882,0,0,0,0,0,0,0.187338128418216,0,0,0.0476222242948103,0,0,0,0,0,0,0,0.297850359660964,0,0.00919758417121924,0.0299912011533436,0,0,0,0,0,0
X600028.SH,0.2026575569627,0,0,0.226508755476296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777975487520908,0,0,0,0,0.0182241430310535,0,0,0,0,0,0.0927273430148952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0315572544332041,0,0,0,0.0299750970218715,0,0,0.142092129618992,0,0,0,0,0,0,0.0945051062489627,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0500269696660798,0,0,0,0,0,0,0,0.0387864642807225,0,0,0,0,0.244321050699929,0,0.0478287137443985,0,0,0.0255598103218446,0.0103491008792332,0,-0.00136890070245336,-4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0.0706087419606724,0,0,0.0498710578733916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558959682301756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389489307999628,0,0,0,0,0,0,0,0,0,0.0907212418136785,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0272613533225129,0.0697631011900526,0,0,0,0,0,0,0,0,0,0,0,0.167921464806248,0,0,0,0,0,0,0,0.0243470383345688,0,0.0406731374868108,0,0,0,0,0,0.514236438854896,0,0.0563942897286251,0,0,0.130008279391314,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.016153191658161,0.00210802854603678,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.120867569994372,0,0.0282232358228769,0,0,0,0,0,0,0,0,0,0,0,0,0.755481102910581,0,0,0,0,0,0,0,0,0,0.0333838121805635,-0.0318354896310568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03104388141021,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.530945290782433,0.0465610154005615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211341995512377,0,-0.0263948862083485,0,0.15670198821613,0,0.0418652902749118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581366325061384,0,0,0,0,0,-0.326443768538706,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.255404577045442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573072452004879,0,0,0,0,0,0,0,0,0,0,0,0.205779871815359,0,0,0,0,0,0,0,-0.00640679898495414,-0.0312392730932457,0,0,0,0,0,0
X600010.SH,0.108081265663476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762632640670044,0,0,0,0,0,0.166895682089445,0,0.0785303855105005,0,0,0,0,0.082119737137249,0,0,0,0,0.0358484246239204,0,0,-0.0635136197482972,0,0,0,0,0,0,0,0.0854604499937442,0,0,0,0,0,0,-0.042605113086227,0,0,0,0,0,0
X601991.SH,0,0,0.0515860907882371,0,0,0,0,0.127308738916112,0,0,0,0,0.105861056297673,0.0426753727386524,0.00580848599737691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961108996904229,0,0,0,0,0,0,0,0,-0.0216999895463493,-0.00538690218125261,0,0,0,0,0,0
