,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000301.SZ,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X600426.SH,X600176.SH,X600795.SH,X600362.SH,X000983.SZ,X000786.SZ,X000723.SZ,X600096.SH,X000408.SZ,X600803.SH,X601991.SH,X600801.SH,X600486.SH,X601699.SH,X600219.SH,X600141.SH,X600027.SH,X002080.SZ,X600295.SH,X300073.SZ,X000932.SZ,X000807.SZ,X000830.SZ,X600157.SH,X600985.SH,X600688.SH,X600489.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.051630626397109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140737671327348,0,0,-3.46944695195361e-18,0,0,0,0.113047467553595,0,0.039148120671103,0,0.0891477174377789,0,0,0.0127692429188133,0,0.0368979687748375,6.93889390390723e-18,0,0,0,0,0.188199964949207,0,0,0,-0.0469774294335933,0,0,0,0,0,0
X601088.SH,0.156758020115976,0,0,0,0,0.166763376080544,0,0,0,0,0.161290657499279,0,0,0,0,0,-0.0138110902754932,0,0,0,0,0,0,0,0,0,0.00353228333287581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216184351372717,0,0,0,0,0.173797508909612,0,0,0,0,0.0158161332274092,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0450971157013201,0,0,-0.0237575588775688,0,0,0,0,0,0,0.085069359510714,0,0.0119859644255379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267518988023867,0,0,0,0,0,0,0.0970994385682998,0,0,0,0,-0.0226585716935342,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0426892370320955,0,0,0,0.125805234875985,0.0345184415852763,0.0180291135950136,0.099973252133936,0.0449119851219361,0,0,0,0,0,0,0,0,0,0,0.0603503265661585,0,0,0,0,0,0,0,0,0,0,0,0,0.122627075643762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0166281980055455,0,0,0,0,0,0,0,0,0.0478541940079107,0,0.0439536263992143,0,0,0,0,0.00976416645646361,0,0,0,0,0,0,0,0.0653000320300163,0.0277856330180116,0,0,0,0,0.378492283873274,0,0,0.0196634724856882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.453000112076773,0,0,0,0,0.0634608996520451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871393148456614,0,0,0.063521279738022,0,0,0.377284029851421,0,0,0,0.220524147973022,0.0941084874271639,-0.0329627618158226,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.548152543916196,0,0.162119898802063,0,0.0572417007943724,0,0,0,0,0,0,0.0522484871582559,0,0,0,0,0,0,0,0.00788812828556125,0,0,0,0,0,0,0.0682020504624149,0,0,0,0,0,0.047593398751676,0,0,0,0,0,0,0,0,0,-0.0574487735817022,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.152537326034066,0,0,0.285015680948932,0,0,0,0,0,0,0,0,0,0,0.085685247811295,0,0,0,0,0,0,0,0,0,0.054976689397372,0.0588155529679494,0,0,0,0,0,0.281824299255096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508379087887387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00343330262159942,0.0137911895371513,0,0,0,0,0.0221302567538229,0,0.575582914294888,0.00784631258454991,0,0,0.0776924325481466,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,-0.041553368931655,-0.0687266962029298,0,0,0,0,0.830369788624599,0,0,0,0,0,-0.0216336384927658,0,0,0,0,0,0,0,0,0,0,0,0.0960177105111909,0,0.0264954149118892,0,0,0.0114384774226454,0,0,0,0,0.0676015483880388,0,0,0.0315904286961965,0,0.0374939135197823,0,0,0,0,0,0,0,0,0,0,0,0,-0.000777480878962992,0,0,0,0,0,0
