,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000786.SZ,X600176.SH,X000898.SZ,X600516.SH,X002460.SZ,X002466.SZ,X000709.SZ,X601158.SH,X600299.SH,X000883.SZ,X000629.SZ,X600426.SH,X600612.SH,X600219.SH,X000027.SZ,X600315.SH,X000630.SZ,X002353.SZ,X600583.SH,X000553.SZ,X601699.SH,X600578.SH,X000825.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334595437699514,0,0,0,0,0,0,0,0,0,0,0.0749982595626216,0,0,0,0,0.026334336891573,0,0.0755435578574859,0,0,0,0.00232176636161834,0,0,0.0159570221798423,0.0562409080760088,0,0,0,0,0,0,-0.00342666120541359,0.00636779563630115,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.046124406949134,0,0,0,0,0,0,0,0,0,0,0,0,0.0580603310210806,0.0288522999099202,0,0,0,0.0058973209577051,0,-0.013591953916069,0,0,0,0,0.00509690961203404,0,0,0,0,0.0521215548682208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193738651843332,0.0210842975324154,0,0,0,0,0,0
X601088.SH,0,0,0,0.0883623369788578,0.0199256338808431,0,0,0,0,0,0,0,0,0,0,0,0,0.190027882752957,0.0964817532839215,0,0,0,1.73472347597681e-18,0,0,0.0625417884874645,0,0,0,0,0,0,0,0,0.0521186852328508,0,0,0,0,0,0,0,0,-0.0847774353744177,0,0,0,0,0,0,0,-0.0139103632290375,0.0463788101014316,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476505945631774,0,0,0.404968458581145,0,0,0,0.280724098273072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00434995390725728,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.00774937840639237,0,0.320641351274833,0,0,0,0,0,0,0,0,0,0,0,0,0.136206152857534,0,0,0,3.46944695195361e-18,0.102137385269662,0,0,0.0471297606446579,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0293075331253758,0,0,0,0,-0.0631406966911738,0,0.210922287025788,0,0,0,0,0,0,0.0220156756853051,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0232679402284871,0,0,0,0,0,0,0,0.0817388074679999,0,0,0,0.021614419063091,0,0.0987763868231149,0,0,0,0.0417310295050908,0,0,0,0,0,0.0185062557200631,0,0.080411707387824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607235450888304,0,0,0,0,0,0,0.00193965766760367,0,0,0,0.0154897707415371,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467224257582626,0,0,0,0,0,-0.085371554038261,0,0,0,0,0,0.736929378404067,0,0,0,0,0,-0.00794397103125315,0,0,0,0,0,0,0,0,0,0,-0.0670560097119837,0,0,0,0,0,0,0,0,0,-0.0408827469360241,0.0288110463742399,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.156881719758915,0,0,0,0,0,0,0,-0.0367815284963056,0,0.317003794425096,0,0,0,-0.0806024082154013,0,0,0,0,0,0,0,0,0,0,0,0.0238859214609449,0,0,0,0,0.0678446167156067,0,0,0,0,0,0,-0.329858216184969,0,0,-0.0179999421249083,0.0198896501561443,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0866351085360122,0,-0.0163839858837302,0,0,0,0,0,0,0,0,0,0,0,0,0.140180819289683,0,0,0.082566942680914,0,0,0,0.0634621680312206,0,0,0.00523627814039349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142767235111822,0,0.00413735335326989,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0372478907654292,0,0,0,0,0,0,0,0,0.148013276175525,0,0.0713417259681333,0,0,0.0347756197240113,0,0,0,0,0,0,0.0402181083274097,0.0203650066701841,0,0,0,0.110390642436385,0,0,0.153911650493654,0,0,0,0,0.0423256869225395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0846139602859418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621591283817963,0,0,0,0.118932821020223,0,0,-0.209486698201852,0.418462094741918,0,0,0,0,0,0,0,0.101737018602444,0,0,0.046304356383897,0,0.00796377314761336,0,0,0,0,0,0,0,0.0172787195406445,-0.0122885280638693,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0151342726346278,0,0,0,0,0,0,0,0,0,0,0,0.0117013186301346,0,0,0,0.0665828453837871,0,0,0,0,0,0,0.0768439528575946,0.0812225465358858,0,0,0,0.0631291275250371,0,0,0,0,0,0,0,0,0.0153169789025729,0,0,0,0,0,0,0,0.0254656237663867,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0321977561621356,0,0,0,0,0,0,0.203755614594114,0.0183817796302899,0,0,0,0,0,0,0.0270751363960499,0,0,0,0,0.00027324301029913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157861120050054,0,0,0,0.100424704580973,0,0.00713898864179877,-0.0196738968775762,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122889693464548,0,0.000281317608660573,0,0,0,0.0566596382084899,0.0672876415879826,0,0,0,0,0,0.131776277568561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123240595217842,-0.00608818600412268,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0411970791837996,0,0,0,0,0.0412610919819889,0,0,0,0,0,0,0,0,0,0.163026413381518,0,0.0657761722499189,0.0896502116453882,0,0.0743668486664046,0,0,0,0,0,0,0,0,0,0,0,0.0375783385557549,0.0337891010068323,0.0980515163163493,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200562798801143,0.0257909619313685,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0804746670891569,0,0,0,0,0,0,0.15716482540461,0.00230258619411408,0,0,0,0.0296100546033642,0,0,0,0,0,0,0,0.0533942975641587,0,0,0,0.0147714327779402,0,0,0,0.0580618673032582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113477398945741,0,-0.0650028229804907,0,0,0.00312055061561599,0,0,0,0,0.0163397038396566,0,0.165045050832601,0,0,0,0,0.0375368599459853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108669771432236,0.00344561721033475,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.128596268372516,0.228571304115037,0,0,0,0.0712928439417673,0,0,0,0,0,0.062352859446737,0,-0.0148717269410328,0,0,0,0,0.0723694804967728,0.0672317146795564,0,0,0,0.0759717190522254,0,0,0.0305733442853246,0,0,0,0,0,0,0,0.0083371413712067,0,0,0,0,0,-0.0242731087918123,0.0333042115545383,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.130473981362009,0,-0.0707308716692064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269708805077915,0.41884987543691,0,-0.0672751945259562,0.111936217316701,0,0,0,0,0,0,0,0,0,0,0,0.130608966092137,0,0,-0.277178552603139,0,0,0,0,0,0,0,0,0.0826741742868507,0,0.0417841220467577,-0.0478932582147241,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,1.00764372423225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610833380776659,0,0,0,0,0.043783863557759,0,0,0,0.139063569030937,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.178054370480039,0,0,0,0,0,0.158008032298484,-0.00286983684595469,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.506473445233582,0,0,0,0,0,0,0,0,0,0,0.0363347801774107,0,0,0,0.0659871101784616,0,0.0773767218279736,0,0,0,0,0,0,0.0140378390467004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186606555587374,-0.0332764307815078,0,0,0,0,0,0
X600801.SH,0,0,0,0.672801359642171,0,0,-0.0156043789473774,0,0,0,0,0,0,0,0,0,0,0,0.050592317239898,0,0,0,0,0,-0.00895550907145171,0,0.00631924232393934,0,0,0.10914265660542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661915466971716,0,-0.00873251822702289,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.0707398970354121,0,0,0,0,0.112265667474873,0,0,0,0.175507264395273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11217793778853,0.120448599603044,0,0,0,0.136375641854219,0,0.203477869238656,0,-0.156267813365348,0,0,0,0,0.0837219618664574,-0.0867836302784336,0,0,0,0,0,0
