,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600362.SH,X600010.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X601158.SH,X000898.SZ,X000709.SZ,X000792.SZ,X000539.SZ,X000883.SZ,X600489.SH,X600352.SH,X000629.SZ,X000630.SZ,X002353.SZ,X600547.SH,X000831.SZ,X600808.SH,X000825.SZ,X000027.SZ,X600578.SH,X600008.SH,X600549.SH,X601699.SH,X000983.SZ,X600863.SH,X600307.SH,X600660.SH,X600315.SH,X000937.SZ,X600098.SH,X600348.SH,X601168.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.64956677860188,0,0,0,0,0,0,0,0,0,0.0691725079158642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710413568630514,0,0,0,0,0,0,0,0,0.0305358696728147,0,0,0,0,0,-0.0316395384221648,-0.00683338109555677,0,0,0,0,0,0
X600028.SH,0.601666005094263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237431855363648,0,0,0,0,0,0,-0.00805554504066027,0,0,0,0.0391536030300665,0,0,0,0,-0.0124818664659196,0,0,0.0484049210965275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260783398295643,0.000550441184591494,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.262874209048008,0,0,0,0,0,0.168846055751429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125967923673965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352154920280171,-0.00460330820233095,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.122419896613378,0,0,0.121568231404667,0,0,0.234709686929912,0.0942395327791592,0,0.0132317618591977,0,0.101580177684544,0,0,0,0,0,0,0,0,0,-0.0594983600539872,0,0,0,0.0543150973054334,0,0,0,0,0,0.100497214873529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000660898589385353,0,0,0,0,0,0
X600019.SH,0,0.100659218831144,0,0.0156242719845062,0,0,0,0,0,0,0.0430174383098936,0,0,0,0,0.0140974542754567,0,0,0,0,0,0.198895305856902,0.319875581478722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0465331366944457,-0.0203423856099869,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0733992260781975,0.114630570777596,0,0,0,0.0179661355789092,0,0,-0.0524697777371474,0,0,0,0,0,0,0.0275479344289851,0,0,0,0,0.00500980250389292,0,-0.0507669541585163,0,0,-0.00164402817510855,0.0184134181398357,0,0,0,0,0.0981456326987619,0,0,0,0,0.11865857520399,0,0,-0.0485703721308187,-0.0112993746781764,0,0,0,0,0,0
X601898.SH,0,0,0.0545311187480836,0,0,0,0,0.0882403033994142,0,0.177321603668365,0,0,0,0,0,0.0240890542483697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412092566758697,0,0,-6.93889390390723e-18,0,0,0,0.457074663739295,0,0,0,0,0,0,0,0,0,0,-0.0252972554070615,-0.0200435543486038,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0691689997911277,0,0,0,0,0,0,0,0,0.0883193317107089,0.0048554637483034,0,2.16840434497101e-19,0,0,0,0,0,0,0.121615871453296,0,0,0,0,0,0,0,0.138047481450989,0,0,0.0100721523532178,0,0,0,0,0,0,0,0,0,0,0,-0.0088537055949478,-0.022505447306503,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.198038043577228,0,0,-1.73472347597681e-18,0,0.291647923832133,0.0128132063949099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371703418394256,0,0,0,0,0,0,0,0,0,0,0.119502262111093,0,0,0,0,0,0,0,0,0,0,-0.00480785464283032,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.158879408095038,0,0,0,0,0.0423459424233722,0,0,0,0,0,0,0,0,0,0.0888285996662853,0,0,0,0,0,0,0,0,0,0,0,0.0540117841408728,0.0897786235305747,0,0.045581704378704,0.000549315768178106,0,0,0.0635264440182696,0,0,0,0,0,0,0,0.0411257836836979,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0
