,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600886.SH,X600111.SH,X000708.SZ,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X000877.SZ,X002271.SZ,X601699.SH,X000983.SZ,X600489.SH,X600803.SH,X600176.SH,X600027.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X000629.SZ,X600688.SH,X002080.SZ,X002353.SZ,X300037.SZ,X002128.SZ,X600612.SH,X600801.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.657126602825506,0,0,-1.73472347597681e-18,0,0,0,0.190703936720803,0,0,0,0.0261837228692009,0,0,0,0,0,0,0.0547693054134897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768648516640878,0,-0.00327218255983045,0,0.0517789913177405,0,0,0,0,0
X600028.SH,0.520420397687705,0,0,0,0,0.0708184123380241,0,0,0,0,0,0,0,0,-0.110754932336,0,0,0,0,0,0,0.0737857529855328,0,0,0,0,0,0.0697060265208292,0.0465668125151836,0,0,0,0.0382108535400306,0,0,0,0,0,0,0,0,0,0,0.017058129186583,-0.0551030390154689,0,0,6.93889390390723e-18,0,0,0,0.00871338990983404,-0.00994549703968798,0,0,0,0,0,0
X601088.SH,0.0698114598226095,0,0,0,0.131778597672561,0.0418870971335135,0,0,0.195226313543471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194393266137877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491158579494308,0,0,0,0,0,0,0,0,0,0.0192719313969489,0,0.00103400525376227,0,0,0,0,0,0,0
X600309.SH,0.019040361198749,0,0,0,0.0470284368752237,0,0,0,0,0,0.221424505356958,0,0.0285349928309469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858956321353874,0,0.105479460057454,0,0,0,0,0,0,-0.0547994097870958,0,0,0.0265300375056406,0,0,0,0,0,0.0495614303517156,0,0.0282925075879135,0.000740791055319464,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0796627699453973,0,0,0.269323128349642,0,0,0,0,0,0,0,0,0,0,0,0.00211085267451558,0,0,0,-0.0527832451922044,0,0.368224164548789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124802778590229,-0.0348616372296257,0,-0.136037375558946,0,0,0,0.0191340908320282,-0.0371797612848727,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0116671973074006,0,0,0,0,0.132504296213262,0,0,0,0,0,0,0,0,0.114869322740563,0,0.051025413473772,0,0,0,0,0.134901801102275,0.15097506430619,0,0,0,0,0,0.201484875456417,0,0,0,0,-0.200071163742324,0,0,0.145731140985076,0,0,4.33680868994202e-19,0.0363642197613826,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14046355309009,0,0,0,0,0,0,0.00992476287148537,0,0,0,0,0,0,0,0,0.162521641049538,0,-0.00530513128298789,0,0,0,-0.0282837904740879,0,0,0,0,0,0,0,0,0.44460995979836,0,0,-0.00277178296324913,-0.00919342765669568,0,0,0,0,0,0
X600011.SH,0,0,-0.00817259240329683,0,-0.154462126379379,0,0,0,0,0,0,0,0,0,0,0.330863816446205,0,0,0,0,0,0,0,0,-0.0815028107301993,0,0,0,0,0,0.800209824261315,0,0,0,0,0.0623442634733724,0,0,0,0,0,0,0,-0.0624126748740571,0,0.111985152761417,0,0,0,0,-0.105185669258518,-0.00438177076221848,-0.0286270168284108,0,0,0,0,0,0
X601898.SH,0.123709570716819,0,0,0,0.155720415346525,0.0545676328535834,0,0,0,0,0,0,0,0.0320360339719591,0,0,0,0,0,0,0,0,0,0,0,0.0467830548901777,0.126914741488645,0,0.0803314449813798,0,0,0,0,0,0,0,0,0,0,0.160491035705621,0,0,0,0,0,-0.0185624647197649,0,0,0,0.104681094547247,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0178362560135067,-0.0267023195018923,0,0,0,-0.088633301259879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399459409228434,0,0,0.449402747857588,0.147497538327069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090742854459055,0.0095214645751566,0,0,0.0562178500645035,-0.0776130971021976,0,0,0,-0.0234581417705766,0,0,0,0,0,0
