,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600547.SH,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600309.SH,X600660.SH,X600489.SH,X600623.SH,X601158.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X000723.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X000959.SZ,X600549.SH,X000539.SZ,X600758.SH,X600176.SH,X000027.SZ,X600126.SH,X000630.SZ,X600021.SH,X002470.SZ,X601699.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0189184948697631,0,0.0300802726972817,-8.67361737988404e-19,0,0,0.00195776438012627,0,0,0,0,0.06189121085285,0,0,0,0,0,0,0,0,0,0.0101163933486659,0,0,0,0.0498912269059762,0,0,0,0,0,0,0,0.048644326488627,0,0.00368326327660067,0,0,0,0,0,0,0.00789265705004456,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0464766648171917,0,0,0.0366210666990416,0,0,0.051281452461557,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115862104316654,0,0,0,0,0,0,0,0,0,0.0623032433052549,0,0,0.0177195816709798,0,0,0,0,0,0,0,0,0,0,0.034731248319272,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0173240719121032,0,0,0.0369318782267962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357719484484145,0,0,0,0,0,0,0,0,0.0850419107107184,0,0,0,0,0,0,0.0178887537910157,0.0191247474571253,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0541645177306224,0,0,0,-0.0101019897690646,0,0,0.11768674858444,0,0,0,0.0724019711397214,0,0,0,-0.0194577468180589,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277700160077645,0,0,0,0,0,0.0227283763753778,0,0,0,0,0,0,-0.00290453354164435,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0180221287040896,0,0,0.0190545217499838,0,0,0,0,0,0,0.0481245792236375,0,0,0,0,0,0,0,0,0.224086973993263,0,0,0,0,0,0,0.107764872190057,0,0,0,0.0289135867869992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.351644036013978,0,0,0,0,0,0,0,0.173017460637025,0,0,0.0279126677245048,0,0,0,0,0,0.237638589995992,0,0,0,0.104227589940234,0,0,0,0,0,0,-0.160572430073175,0,0,0,0.018967969944897,0,0,0,0.0364233768351054,0.0162534616375988,0,0,0.0262426419093708,0,0.0274573405967459,0,0,0,0,0,0,0,0.0717464568206763,-0.060393556069225,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0688775477106398,0,0,0,0,0,0,0,0,0,0,0.0615991221323689,0.0178000808919641,0,0,0,0,0,0,0,0,0,0,0.0659524897014173,0,0,0,-0.0141014955886895,0,0.0053177778369936,0,0,0.0395731092780555,0,0,0,0.255518349278651,0.109096747729726,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0080164109718492,0,0,0.0521412511955459,0,0,0,0,0,0,0,0,0,0,0.0525495286643453,0,0,0,0,0,0,0,0.0283233515179563,0,0,0,0.0644880219795687,0,0,0,0,0,0,0,0,0.0846240060355424,0,0,0.104530967386177,0.175874226945471,0.025942625845575,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0616084449544947,0,0,0.151569957268851,0,0,0,0.0135152450415696,0,0,0,0,0.0175853454506691,0.0376985404870299,0,0,0,0.0581825457630415,0,0,0,0.0569389805098511,0,0.675663154938671,0,0,0,0.0817998924059268,0,0,0,0,0,0,0,-0.0912076864899131,0,0.0849341226248724,0,0.00706321483223761,0,-0.034194615271153,0,0,0,0,0
