,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600660.SH,X601600.SH,X600010.SH,X600886.SH,X600362.SH,X600801.SH,X002460.SZ,X600188.SH,X002466.SZ,X600352.SH,X600688.SH,X601991.SH,X600795.SH,X000786.SZ,X600111.SH,X601992.SH,X002271.SZ,X000723.SZ,X002353.SZ,X600176.SH,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X600489.SH,X000898.SZ,X600299.SH,X000709.SZ,X600219.SH,X000883.SZ,X601158.SH,X600612.SH,X000553.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000792.SZ,X600808.SH,X000825.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0707276697371179,0.0676058402871883,0,-6.93889390390723e-18,0,0,0,0.0688245178605283,0,0,0,0.0387542571944106,0,0,0,0,0,0,0,0.0109415135252533,0,0,0,0,0,0.0778433785045749,0.0376144823745939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133088001665224,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.00953071185278493,0.0413693623153043,0,0,0.0145837171910391,0,0,0,0,0.106470924643441,0,0,0.0140411134489522,0,0,0,0,0,0.0325999009589623,0,0.0186403573544851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174038681393912,0.111750295954267,0,0,0,0,0.0208483484781682,0,0,0,0.0260940806340182,0,0
X601088.SH,0,0,0,0,0,0,0,0.0373918543170829,0.0200564197901231,0,0,0,0,0,0,0,0,0.290204265010514,0,0,0.0414864248212797,0,0,0,0,0,0,0.102619307866879,0,0,0,0,0,0.00297280282717163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131823592466337,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.113811848891037,0,0,0,0,0,0.00254539158524967,0,0,0.0102049128160455,0,0.401514136544377,0,0,0,0,0,0,0,0.0940622057764791,0,0,0.0442932743079354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131025868334519,-0.0214617853895544,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0556195560825788,0,0,-0.0579477092848314,0,0,0,0,0,0.330392596670728,0,0,0,0,0,0,0,-0.0436849078617013,0,0,0.0814025568204708,-0.241245683356537,-0.0167786824250352,0,0,0,0.239602675850215,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0161941780421152,0,-0.0859180564989604,0,0.324426390779669,0,0.0197211650113831,0,-0.0665868592358296,0,0,0,-0.0895521300218435,0,0
X600019.SH,0,0,0,0,0,0,-0.0127275013478235,0,0,0.0437416804765818,0,0,0.0761223086033269,0,0,0,0,0,0,0.0679262186844581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515742279905004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107206446530502,0,0.033516654727978,0,0,0,0,0.0119934088599726,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0399101032953422,-0.0468661586176858,-0.087485435006197,0,0,0,0,0,0,0,-0.0432238111344544,0,0,0,0,0.197996028592387,0,0.969114388815874,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580347845743222,0,-0.119855968513981,0,-0.0210269813436983,0.0354748707143706,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0522410160336924,0,0,-0.0654704551813728,0,0,0,0,0,0,0,0,-0.0561393984838593,0,0.238395334657502,0,0,0,0,0.147403928986038,0,0,0,0,0.203056416890588,0.0734511222739242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769465620120177,-0.0179411490519255,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733541968109847,0.392913650809005,0,0,0,0,0,0,0,0,0,0,0.0179084701800965,0.088292396136012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706827036095063,0,0,0,0,0,0,0,-0.0181277219939708,0.0273811147511213,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0490109019795784,0,0,0,-0.0900404495216582,0,0,0.164352433539089,0,0,0,0,0,0,0,0.270328121097794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00537163832885589,0.0489624640950655,0,0,0,0,0,0
X600660.SH,0,0,0,0.00685430633213648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545089300616693,0,0.106647495993666,0.0156956150414495,0,-0.0354331438707268,0,0,-0.0901807277567063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129882080668931,0,0,0,0,0.00195521350238241,0.00736632323978418,0,0,0,-0.0150791799949112,0,0
X601600.SH,0,0,0,0,0,0,0.0148326842687419,0,0,0,0,0,0,0,0,0,0,0.06920429892626,0,0,0,0,0,0,0,0,0,0.11541795026478,0,0.0718200356840171,0,0,0,0,0,0,0,0,0.314932619478019,0,0,0,0,0,0.192229611707873,0,0,0,0,0,0,0.0207231506161332,-0.00277117491033767,0,0,0,0.00519371063230069,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0523766930709566,0.146237470727514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582666403446077,0,0.0712352692216955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270360354994659,0,0,0,0.0349697515828827,0.00120876307658228,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.128237799744814,0,-0.157644450884308,0,0.0695911035845398,0.150857208506796,0,0,0,0,0,0,0,0.162495294269132,0.127051129971713,0,0,0,0,0,-0.199899881879101,0,0,0,0,0.158914299775956,0.121240710339169,0,0,0,0,0,-0.0111979392312188,0,0,0,0,0,-0.0893251268803145,0,0,0,0.0559474111609117,0,0,0,0,-0.0152294972620233,0.0105723773146122,0,0,0,-0.036977629569242,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.057572358150174,0,0.0839425719847665,0,0,0,0,0,0,0,0,0,0,0,0,0.0609075804766626,0,0,0.0274803180624254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180540986548968,-0.00304233255235602,0,0,0.333991471190361,0,-0.00684937995971986,-0.00786402034347357,0,0,0,-0.00159257037519917,0,0
X600801.SH,0,0,0,0.573117764288608,0,0,-0.11554127105294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712924580467793,0.00744481998089467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116055567964839,0,0,0.0280294531146141,0,0,0,0.0135047885949411,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18748073324056,0,0,0.372136286265782,0,0,0,0,0,0.207250391185991,0,0.164207856903407,0,0,0,-0.0355366684945546,0.27524846660798,-0.207608922366262,0,0,0,0.103088168227945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00590113679403645,0,0,0,0,0,0,0
