,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X600516.SH,X002460.SZ,X000709.SZ,X600352.SH,X600299.SH,X600489.SH,X600808.SH,X000629.SZ,X000786.SZ,X600801.SH,X601158.SH,X600219.SH,X300072.SZ,X000825.SZ,X000883.SZ,X000553.SZ,X600583.SH,X000408.SZ,X002271.SZ,X000792.SZ,X601699.SH,X002110.SZ,X000301.SZ,X600339.SH,X000539.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.283276712884342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564945849603397,0,0,0,0,0,0.0470490892221999,0.149604083890934,0,0,0,-0.021506154625702,0.0106331053542805,0,0,0,0,0,0
X600028.SH,0.242202466757535,0,0,0.124250760128924,0,0.00504811072575395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632984802749442,0,0,0,3.46944695195361e-18,0,0,0,-0.00955937364478446,0,0.105900514622098,0,0,0,0,0.0665872957372683,0,0,0,0,0,0,0,0,-0.00995950678505684,0,0.191397605534482,0,0,0,-0.00767158765847896,0.075397192537388,0,0,0,0,0,0
X601088.SH,0.229128757047919,0,0,0.0963432311272929,0,0,0,0,0,0,0,0,0,0,0,0,0.218670922137555,0,0,0.0977706130696834,0,0,0,0,0,0,0,0,-0.091047262780243,0,0,0,0,0,0,0,0,0,0,0,0,0.0321501755747718,0,0,0,0.0465679272144373,0,0.0579724107153013,0,0,0,0,-0.0169132472519912,0,0,0,0,0,0
X600585.SH,0,0,0.270530189492405,0,0,0.239181236912342,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058752566183457,0.111280720135997,0.0291668162299109,0,0,0,0,0,0,0,0,0.0928992681060384,0.0294587339498336,0,0.383540250095432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600019.SH,0,0.0327906285763491,0,0,0,0,0.0793799126711629,0,0,0,0,0,0,0,0,0,0.101236911912686,0,0,0,0.48599133419234,0.0039092687856137,0,0,0.0148795035804887,0,0.0385171972478831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649492521621617,0,0.0191189850786352,0,0.00792013723799752,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,1.73472347597681e-18,0,0,0.14386205709428,0,0,0,0,0,0,0,0,0,0,0.637287577327018,0,0,0,0.0357482589942957,0,0,0,0.0346130486221712,0,0,0,0,0,-1.73472347597681e-18,0.0540983954949743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159421412493958,0.0540992382814418,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.370030263349641,0,0,0,0,0,0,0,0,0,0,0.223717659827738,0,0,0,0,0,0.026272613847735,0,0,0.103426385688838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181701173363242,0,0,0,0,-0.0419193837047563,-0.0412989984514177,0.131769324560298,0,0,0,0,0,0
X600010.SH,0.153110834287912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254457616966207,0,0.0903587459636108,0,0,0,0.339913246387117,0,0,0,0,0,0,0,0.0958446049201756,0,0,0,0,0,0.00633823658538914,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107655456203729,-0.013459473836986,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0162210837363099,0,0,0,0,0.127706120560826,0.0701585544576508,0.239000190709223,0.181656549845746,0,0,0,-0.00658619548146386,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0139814210134578,0.0262519712521621,0,0,0,0,0,0,0,0,0,0,-0.0522529887858979,0,0,0,0.0495083238500451,0,0,0,0.0765566226515738,0,0,0,0.569156498709293,0,0,0,0,0,0,0,0.213240132946483,0,0,0,0,0,-0.011332230360868,0,0,0,0,0,0,0,0.0040075348366556,0.0246989293946395,0,0,0,0,0,0
X601991.SH,0.000902804185729906,0,0,0,0,0,0,0,0.116815892499277,0,0,0,0,0,0,0,0.00804878602208336,0,0,0,0,0.112758747361368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497029664827593,0,0,0.0114561971868651,0,0,0,0,0,0,0,0,-0.0217403542594798,-0.00796015977289694,0,0,0,0,0,0
X600688.SH,0.132943491119479,0,0,0,0.00307901303424799,0,0,0,0,0,0,0,0,0,0,0,0.292304549128636,0,0,0,0,0,0,0,0,0,0,0,0.0664809437967572,0,0.0157974706387698,0.0210411555826282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473620938868094,0,0,0,-0.0116488567824348,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.216269361141948,0,0,0,0,0.0400111950067765,0,0,0,0,0,0,0,0,0,0.00897316765622086,0.0862587588285899,0,0,0,0,0,0,0,0.00409901755397172,0,0.155075600088176,0.022598855906818,0,0,0,0,0,0,0,-0.00859733420690002,0.0102658544539917,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0718923640112004,0.00392796612071531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117595198405837,0,0,0.0592690744832145,0.0874485882435757,0,0,0,0,0,0.0294229543835209,0,0,0,0,0,0,0,0,0,0,0,0,0.0988993768841906,0,0,0.116051837933683,0,0,0,-0.00748237274114483,-0.0440853202295023,0,0,0,0,0,0
X600886.SH,0,0,0,0.0654242918610986,0,0.0269966787936982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227038812766709,0.0290049088792884,0,0,0,0,0,0,0,0,0,0,0.0246422078274051,0,0,0,0,0.0795056514741893,0,0,0.0644005434632851,0,0,0,0,0,0,0.0253416173233283,0,0,0,-0.00317213622697225,0.00403613750836554,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187033009291072,0,0.136089528410434,0,0.157296366605294,0,0,0.0274177718236878,0,0,0,0,0,0,0.0115286806123623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151220576842986,0,0,0,0,-0.000704849209401244,-0.016874988802552,0,0,0,0,0,0
X600188.SH,0,0,0.37809769114255,0.0125480160260093,0,0,0.18951697398375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727637537298949,0,0.121655911839062,0,0,0,0,0,0,0,0,0.141113257533122,0,0,0,0,0.0199414064923015,0,0,0,0,0,0,0,0,0,0.12706966224952,0,0,0,0,-0.00032410215848057,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.454531144455693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089859082573089,0,0,0,0,-0.0254816332859315,0,0,0,0,0,0.0732549796565754,0,0,0,0,0,0,0,0.0726461467421525,0,0,0,0,0,0,0.132450499113936,0,0,0,0,0.00822653083016968,0.0307372026337894,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.00904414306962231,0,0,0,0,0,0,0.0206547468391323,0,0,0,0,0,0,0,0,0,0,0.188583822968484,0.0633309865453413,0,0,0,0,0,0.0601459614710886,0,0.0326247655941554,0,0,0,0,0,0,0,0,0,0,0,0.0821245279436455,0.08167947333224,0.014724781366718,0,0,0,-0.0018160029722604,-0.00884444901939202,0,0,0,0,0,0
X601992.SH,0,0,0,0.103061176004679,0,0.0131358479521326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897205908020624,0,0.105260899126597,0,0,0,0,0,0,0,0,0,0,0,0,0.08357597990318,0,0,0.144422646754087,0.0319484013718186,0.132646277062171,0,0,0,0,0,0.15635278813295,0,0,0.0044906225923328,-0.0474679542745938,0,0,0,0,0,0
X000898.SZ,0,0,0,0.143345630780284,0.353097473196371,0,0.0406427630739853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370664171114821,0,0.371930593556401,0,0.0937320094545281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00897009013344378,0,0,0,-0.149645942078069,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0.03994111693338,0,0,0,0,0,0,0,0,0,0,0,0,0.0241644613587596,0,0,0,0,0,0,0,0.139728126801107,0.649701514850981,0,0,0,0,0,0,0,0,0,0,0.0662293450195047,0,0,0,0,0,0,0,0,0.00564872894430499,0,0,0,0,0,-0.00791119011120247,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6364993243401e-05,0.223479408854196,0.0962077883746424,0,0,0.133663879334899,0,0,0.145233868100374,0,0,0,0,0,0.0710601100282213,0,0,0,0,0,0,-0.0321982614647895,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0280780799422752,0,0,0,0,0,0,0.281691424297542,0,0,0,0,0,0.128976356294955,0,0,0,0,0.0679021342907586,0.0178607580600663,0,0,0,0,0,0.0345332373583768,0,0,0,0,0,0.0386086578807303,0,0,0,0,0,0,0,0,0.000175975420583473,0.0760169011531535,0,0,0,0.00953916328634288,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0.0531842232520997,0,0,0,0,0,0,0.139249579048241,0,0,0,0,0,0.029500717225953,0,0.207439628569051,0,0,0,0.0642389590254516,0.166639175398018,0,0.0283608710272243,0,0,0,0,0,0,0,0.00259154372818739,0,0,0,0,0,0.232791865281564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0529615615297479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922809451667025,0,0,0,0,0,0,0,0,0,0.0136012604526559,0,0,0,0,0.0541745533023388,0,0,0,0,0,0,0,0,-0.110808742675959,0,0,0,0,0.0589392563287801,0,-0.0280929403874098,0,0,0,0,0,0
X000709.SZ,0,0.0876299863311281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04739099106883,0,0,0,0,0.236873621358456,0,0,0,0.00461312026551998,0,0,0.0619238399184683,0.0205878518125722,0,0,0,0.107743325058876,0,0,0,0,0,0.0178017405117078,0,0,0,0,0,0,0,0,-0.00771985067698655,-0.00338252074518345,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.094699587131893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114627117933799,0,0,0.146726196905842,0,0,0,0,0,0,0,0.0223867949376182,0,0,0,0,0,0,0,0,0,0.196893605521395,0,0,0.0278421968795769,0,0,0,0,0,-0.0181135617493088,-0.0166528470955335,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0.134964246060605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.163516302194171,0,0,0,0,0,0,0,0.0445477046162853,0,0,0.207407618542164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420271832880533,-0.110339845880008,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,-0.065282185932444,0,0,0.718998644255698,-4.33680868994202e-19,0,0,0,0,0,0,0.195502536510557,0,0,0,0,0,0,0,-0.0297048965039832,0,0,0,0,0,0,0,0.068278356657064,0,0,0,0,0,0,0,0,0.0293241759708592,0,0,0,0.0119817865513218,0,0,0,0,-0.0090546585321752,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,-0.0288371664665701,0,0.128354315352962,0,0,0,0,0,0,0,0,0.191227066542467,0,0,0,0,0,0,0.0496639187175177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317662694188304,0,0.520593117548034,0,0,0,0,0,0.00534727971780557,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0.127033182707805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179956794758213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283590340019571,0,0,0,0,0,0,0,0.282026157422685,0,0,0,0,0,0,-0.0277318065793921,-1.73472347597681e-18,0,0,0,0,0,0
