,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X002271.SZ,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600176.SH,X000786.SZ,X600011.SH,X600886.SH,X600219.SH,X000408.SZ,X600399.SH,X000825.SZ,X300037.SZ,X601991.SH,X000932.SZ,X600803.SH,X002080.SZ,X600795.SH,X002409.SZ,X000723.SZ,X000959.SZ,X600486.SH,X000898.SZ,X600549.SH,X002145.SZ,X600352.SH,X000027.SZ,X000807.SZ,X600489.SH,X000831.SZ,X002407.SZ,X002192.SZ,X000012.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0613042613554261,0,-0.0116060373225558,0.0485500066734375,0,0,0,0,0,0,0.0654012427493526,0,0,0.0399360213096864,0,0,0,0,0,0,0,0,-0.00798124614353235,0,0,0,0,0,0,0,0,0.0511302396511201,0.065237173178019,0,0,0,0,0,0.0676200687239785,0,0,0,0,0,0.0259952859560047,0.0355105007353494,0,0,0,0,0,0,0,0,0
X600028.SH,0.114217327964602,0,0,0,-0.0765037569253528,0.125264608049717,0,0,0,0,0,0,0.0171046451832599,0,0,0,0,0.0329161503392977,0,0.0324260371991749,0.0107127463948402,0,0,0,0,0,-0.0113075775661856,0,0,0,0.0543428559646544,0,0,0,-0.00150180011093823,0.0247961557118302,0,0,0,0,0,0,0,0.0475547362938314,0,0,0,0,0,0.00366160154915924,0,-0.00580574856406109,0.0368728898516527,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0463294133072153,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0866192966788311,0,0.133318745090886,0,0,0,0,0,0,0.0368468406308811,0,0,0,0,0,0.0613411472590798,0,0,0,0,0,0,0,0,0.0502442653977547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399961685987343,0.0297481320302076,0,0.220741050484837,0,0,0,0.0638718839538115,0,0,0,0,0,0,-0.0216686865470182,0,0,0,0,0,0,0.0167352225231919,0,0,0,0,0,0,0,0,0,0,0,0,0.0115243302013139,0,0,0,0.0155974554014801,0,0,0,0,0,0
X002460.SZ,0,0,0.0844196308440613,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0873216132114645,0,0.135177730048085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200230697511122,0,0,0,0,0.161989185397812,0.109796192289192,0.339960006630967,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0811369185057908,0,0,0,0,0,-0.0451158340681622,-0.0370147646607482,0.0613185710806447,0,0,0.0036593781148995,0.152336333667761,0,0,0,0,0,0,0,0.0131782538752179,0.115509955646379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588750355045198,0,0,0,0,0,0,0,0,0,-0.0476347304088718,0,0,0.106614204495213,0,0,0,0.0870760143101415,0,0,0,0,0,0
X600111.SH,0,0,0.0253754754567171,0,0,0,0,0,0,0,0,0.313833970606452,0,0,0,0,0.0247630151545946,0,0,0,0,0,0,0,0,0,0,0,0.0611995763017004,0,0,0,0,0,0.0451593523111296,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.228327809667595,0,0.156502036334723,0,0,0,-0.00531568338754219,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.346426604020205,0,0,0,0,0,0,0,0.285868055936773,0,0,-0.198098706083194,0,0,0,0,0,0,0,0.165200245088061,0,0.0812340011069178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535710385457559,0,0,0,0,0.303011801043849,0,0,0,-0.221425261593711,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.084161177753056,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0234235104694851,0,0,0,0,0,0,-0.0695976875680417,0,0.209565850943053,0,0,0,0,0,0,0,0.349192540995591,0.0184912246445919,0,0,0,0,0,0,0,0,0,0,0,0.0118783217357339,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112173458844896,0,0,0.0929450099908537,0.0246967200333303,0,0.222537553554516,0,0.11350749056755,0.140659943290327,0,0.0129138873495137,0,0,0,0,0,-0.0585766176140703,0,0.130518308200808,0.197595404967093,0,0,0.0955305615312727,0,0,0,0,0.0981374696564998,0,-0.045236969528562,0.0525773357042007,0,0,0.0197467074729559,-0.0248360960567928,0,0,0,0,0,0
