,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X000708.SZ,X600111.SH,X600010.SH,X601699.SH,X000301.SZ,X600362.SH,X600426.SH,X000877.SZ,X000983.SZ,X600027.SH,X600803.SH,X002271.SZ,X600489.SH,X601991.SH,X600160.SH,X000807.SZ,X000630.SZ,X600985.SH,X000408.SZ,X000786.SZ,X600176.SH,X000933.SZ,X600612.SH,X000932.SZ,X300037.SZ,X600348.SH,X600219.SH,X601168.SH,X002128.SZ,X600995.SH,X600688.SH,X000027.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.432881989604659,0.365233330360547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618305798378074,0,0,0,0,0,0,0,0,0,0,-0.0441144054671916,0,0,0,-0.0133364981615745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191656929902823,0.0148329278695242,-0.142714345524421,0,0,0,0,0
X600028.SH,0.58113568424756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740335304889552,0.00875070557959066,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661552430297144,0,0,0,0.111632941749325,0,0,0,0,-0.0201465782249932,0.0168123415059572,0,0,0,0,0,0
X601088.SH,0,0.230506208317877,0,0,0.0939253764450501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127697524380106,0,0,0,0,0,0,-0.00164190966925191,0,0,0,0,0,0,0.0467090523591224,0,0,0,0.0117051041782398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157928712946472,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.345115888749339,0,0,0,0,0,0,0,0,0.0289038494136944,0,0,0,0,0,0,0,0,0.403402574858634,0.322882823526723,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.154265954482465,0.0458016159995735,0,0,0,0,0,0,0,0,-0.0104448391865709,-0.0184927727088293,0,0,0,0,-0.0364689874060871,0,0
X600188.SH,0,0,0.012243045130648,0.0148131457916726,0,0.127265800447396,0.142700644888743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282578662223719,0,0,0,0,0.0282304028947548,0,0,0,0,0,0,0,0,0.138884985723556,0,0,0,0.0140523383524889,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00650895407813819,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.191637620247273,0,0,0,0,0,0,0.0146916072684953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744451217781605,0,0,0,0,0,0.0107598583646088,0.301271532190568,0,0,0,0,0.27626128973632,0,0,0,0,0,0,0,0,0,0.0060369358921576,0.000731412857094733,0,0.108117160841973,0,0,0,0,0
X601898.SH,0.160104045389072,0,0,0,0.0979663687989131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182249651438198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00326468567768697,-0.0139388443144264,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0975251864004697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343119816731248,0,0,0,0,0,0,0,0,0,0,0.0197846877502331,0,0,0,0,0,0,0,0,0,0,0.00965118815094549,0,0,-0.00517786377656053,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394937814486542,0,0,0,0,0,0,0,0,0.117428666825545,0.0608518251147548,0,0,0.202094013961616,-0.0291636105032367,0,0,0,0,0,0,0.128246533620681,0,0.0960888384461225,0,0,0,0,0,0,0,0,0,0,0,0,-0.00770210550398297,0.0134086500413537,0,0,0,0,0,0
X600547.SH,0.0215697330683489,0.0229235152722289,0,0,0.0951845807230916,0,0,-0.03932922811604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0120699428188421,0.579876897279071,0,0,0,0,0,0,0.0485428335447476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690015364041209,-0.0031196770667413,0,0,0,0,0,0
X600886.SH,0.058194363505505,0,0.0471892445805986,0,0,0,0,0.0137871533098478,0,0,0,0.14978197212932,0,0,0,-0.0268112456251132,0.36967330104179,0,0,0,0,0,0,0,0,0,0,0,-0.0221697321352953,0,0,0,0,0,0.0169752286493211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204339718629079,0,-0.00441621118241726,-0.00588719513566754,0,0,0,0,0,0
X600660.SH,0,0.154074249833693,0,0,0,0.106629551780619,0,0,0,0,0,0,0,0,0,-0.00358399559241506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0791536880699686,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273292299745821,0.11203312205115,0,0,0,0,0.0939955242177178,0.117140499093689,0,0,0,0,0.202441119275175,0,0,0,0,0,0,-0.0134562009540889,0.0119308690308118,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.100905058460804,0,0,0,0,0,0.741278592076611,0,0,0,0,0,0.0828467852747416,0,0,0,0,0,0,0.0270294428999156,0,0,0,0,0,0,0,0,0,0,0,0,0.0380206738007258,0,0,0,0,0,0,0,0,0,0.00684744865847383,-0.00868976662160546,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.107695416284817,0,0,0,0,0,0,0.119824350575565,0.132200813086789,0,0.0736633033458736,0,0,0.212869296314117,0,0,0,0,0,0,0,0,0,0.0679438724310358,0,0,0.0384388094675623,0,0,0,0.0804220797966939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110140201870323,-0.00214832184248793,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733502050110951,0,0,0,0,0.0924977077046302,0.0886941699174657,-0.02182030117464,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511597878113378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00551085448629283,0,0,0,0,0,0,0
X600795.SH,0.0357654054798309,0,0,0,0,0,0,0,0,0,0.411230086721754,0,0,0,0,0,0,0,0,0,0.0871542207837893,0,0,0,0,0,0,0,0,0,0.174491267990651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225961945202767,0,0,0,0,0.0212561645146109,0,0
X000708.SZ,0.075614724794302,0,0,0,0,0.191477989116194,0,0.196968539451001,0,0,0,0,0,-0.0834906553959314,0,0,0,0,0,0.239119935030319,0,0,0,0,0,0,0,0,0,0,0.200633518610392,0,0.159427509535575,0.0149311593554705,-0.0771175190311656,0.0572406887513453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242908258082681,0.0597402314920293,0,0,0,0,0,0
X600111.SH,0.106150428868786,0,0,0,0,-0.140189411666405,0,0,0,0,0,0,0,0.00879991813475441,0,0.118797687987488,0,0,0,0.181455777345602,0,0,0,0,0,0,0,0,0,0,0.123852245578434,0,0,0.262181182690557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180296634006568,0,0.0173323953055737,-0.0143231879570079,-0.0629792861945254,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0345861120322996,0,0,0,0,0,0.0257293755994355,0,0,0,0.108322550243458,0.543218328948149,0,-0.105539750720357,0.0462108076506943,0,0.0418534461586839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709120083824932,0,0,0,0,0,0,0,0,-0.00997109265829306,0.0119138805970077,-0.0197727761344366,0,0,0,0,0,0
X601699.SH,0,0,0.290139174773554,0,0.168524565076242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191394323140442,0,0.122031156433963,0,0,0,0,0,0,0,0,0.210801505102797,0,0,0,0.210800315049354,0.15922104327371,0,0,0,0,0,0,0,0,0,0,0.00465702801671025,0.0291003447503793,-0.0311377317768886,0,0,0,0.0345749077951252,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.25003710256442,0,0.0361134680873048,0,0.147048091321637,0,0,0,0,0,0,0,0.098823268884702,0,-0.0348692479998085,0,0,0,0.00622592860270035,0,0,0.0949480156850347,0,0,0,0,0,0,0.125084126420651,0,0,0,0,0,0.0312715670129031,0,0.111782705649994,0,0,0,-0.00338211707900747,0.0164381772459998,0,0,0,0,0,0
X600362.SH,0,0,0,0.0364759897550593,0,0,0,0,0,0,0,-0.00786509841202332,0,0,0,0,0,0.0539657492659689,0.052186580150816,0,0,0,0,0,0,0,0,0,0.113781424833604,0,0,0,0,0,0,0,0,0,0,0.115571761390525,0,0,0.0731841540226177,0,0,0,0,0.0443999561598762,0,0.248354647436769,0,-0.00999785310259677,0.0289626443243686,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864911095342995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112607181399477,0,0,0,0.142184640235028,0,0.0399004387777409,0,0,0.162788408907182,0,0,0,0,0,0,0,0,0,0,0,0,0.0185960023720194,-8.67361737988404e-19,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,-0.0771110221015066,0.349381656222562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132703673562054,0,0,0,-0.0759869008887833,0,0.113136289550021,0,0,0,0,0.190803882962168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269492746415877,-0.0391673131834873,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.225626599071884,0,0,0,0,0.0264133850686341,0,0,0,0,0,0,0,0,0,0,0.207248509478154,0,0,0,0,0,0,0,0,0,0,0.000567472131938886,0,0,0.0564865950008138,0,0,0,0,0,0,0,0.164463418503549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561807401515732,0,0
