,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X600111.SH,X000786.SZ,X600176.SH,X601600.SH,X601898.SH,X600011.SH,X600886.SH,X000301.SZ,X600426.SH,X002466.SZ,X600188.SH,X600352.SH,X600801.SH,X600219.SH,X601991.SH,X600795.SH,X600803.SH,X000932.SZ,X600489.SH,X002080.SZ,X002353.SZ,X600688.SH,X000898.SZ,X000027.SZ,X600486.SH,X600299.SH,X600516.SH,X601168.SH,X600027.SH,X000807.SZ,X000630.SZ,X601992.SH,X600157.SH,X000723.SZ,X600315.SH,X300037.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.052642871475464,0,0,0,0,0,0,0,0,0,0.0447082733140871,0,0,0,0,0.039510186687199,0,0,0,0,0,0,0.0532938904991838,0,0,0,0,0,0,0,0,0.0228112275771566,0,0,0,0,0,0,0,0,-0.0026656963963068,-0.0019221037027165,0,0,0,0,0,0
X600028.SH,0,0,0,0.0418902470999743,0,0,0.0591668078322927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195773926762605,0.0129841004490017,0,0,0,0.0502378471038335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128920970387577,0,0,0,0,-0.0319134877632056,-0.0250634683121576,0,-0.011855683161154,-0.00539185335776835,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176825703315115,0,0,0,0,0.193654126860787,0,0,0,0,0,0.110533523222383,0,0,0.101328786722049,0,0,-0.0303206023227621,0.198832008864946,0,0,0,0,0,0,0,0,0,0.083373589997135,0,0,0,0,0,0,0,0,0,0,0.00731888818027856,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0120343496403138,0,0,0,0.0321656119393571,0,0.0606317109428804,0,0,0,0,0,0,0,0.423280486229966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00862757035541026,-0.0179105482556128,0,0,0,0,0,0
X600585.SH,0,0,0,0.0233448736438805,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555010671580598,0,0.137430619799993,0,0,0,0,0.0258844785279789,0,0,0,0,0,0,0,0,0,0.100389747690184,0,0.0187589236807746,0,0,0,0,0,-0.0449644276489423,-0.0308795404179042,-0.00989427893623955,-0.0157211681580597,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138580706298408,0,0,0.0495360857413999,0,0,0,0,0,0,0,0,0,0,0,0,0.0507605047307333,0.465756556534591,0,0.0423570764600548,0,0,0.0676502566130659,0,0,0,0,0,0,0,0,0,0,0,0.0173122303394348,0,0.124053866211362,0,-0.00522970371004732,0,0,0,0,0,0,0
X000708.SZ,0,0,0.0706934340638911,0,0,0,0,0,0,0,0,0,-0.104654095688565,0.0951035484574202,0,0,0,0,0,0,0,0,-0.0561684809146347,0,0,0,0,0,0,0,0,0,0,0.301814932212838,0,0,0,0,0,0,0.0506254349008586,0,-0.0571327988201059,0,0,0,0,0,0,0,0,0,-0.0837944790001197,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.310153975802026,0,0,0,0,0.186149038986639,0,0.0145685871715258,0,0,0,0,0.11128915463797,0,0.163451435128401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290966483458478,0,0,0,0,0,0,0,0.205173214314379,0,0,-0.078882025954685,0.0660713515048189,0,0,0,-0.117803637553827,0,0
X600660.SH,0,0,0,0,0,0,0,0.121731497799871,0,0.195337410819251,0,0,0,0,0,0,0,0,0,0,0.0489896027363497,0,0,0,0,0,0.0346006622470398,0,0,0,0,-0.0422744905712587,0,0,0,0,0,0.150484291612719,0,0,0,0,0,0,0,0,0,0,0.117975796604402,0,0,-0.0249448461111703,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.158225603538967,0,-0.202768909372548,0,0,0.197902198462741,0,0,0,0,0,0,0.0240708079098625,0,0,0,0,0,0.0336088830829413,0,0,0.0254525508306087,0,0.0824632088396676,0,0,0,0,-0.082625022272455,0,0,0,0,0,0,0,0,0,0,0.0168131210901123,0,0,0,0,0,0,0,0,0,-0.0381281921169126,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.000522227321809162,0,0,0,0,0,0,0,0.0920372191563494,0.0278997527921206,0,0,0,0,0,0,0,0.0495973859966444,0.0238109706329471,0,0,0,0,0,0,0,0.30572918257196,0,0,0,0,0,0,0,0,0,0,0,0.10473991317389,0,0,0,0.0120406227379377,0,0,0,-0.00459107489708183,0,0,0,0,-0.0297005853519642,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.117909733263892,0,0,0,0,0,0,0.151286384581109,0,0.114853198462313,0,0,0,0,0,0,0,0,0.268006101706032,0,0,0,0,0,0.0545319744086408,0,0,0,0,0,0,0,0.126472975691726,0,0,0.389104175006967,0,0,0,0,0,0.0148866766772214,0,0,0.0107811468906222,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0983876826181408,0,0,0,0.0910915406276539,0.162020450653832,0,0,0,0,0,3.46944695195361e-18,0,0.0519521741024552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0067102808222987,0,0,0,0.0857116707362396,0,0,0.0580492706861015,0,-0.0418647357301317,0.0505091180342948,0,0,0,0.0422745368527045,0,0
X600111.SH,0,0,0,0,0,0.108006123830913,0,0.109251164060517,0,0,0,0,0.364097853123299,0,0,0,0,0,0,0,0.179627023517953,0,0.025720777005477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250996128441272,0,0,0,0,0,0,0,0,0,0.207282130990464,0,-0.0360409463706494,0.0103635899735823,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.144194132947847,0,0,0,0,0,0,0,0,0,0,0,0.0647505054325591,0,0.0326330436558324,0,0,0,0,0,0,0.0275230325955787,0,0,0,0.0889691643000689,0,0,0,0.0056097934446602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136946035454501,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.0916564318963078,0.346451222483119,0,0,0,0,0,0,0,0,0,0,0,0,-0.000920852374624802,0,0,0,0,0,0,0,0,0,0,0,0,0.14555933312715,0,0,0,0,0,0,-0.0771114514130939,0,0,0,0,0,0,0,0,0.0788765559956292,0,-0.0256058091138127,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0186825874401512,0,0,0,0,0,0.105267293467548,0,0.0140313860364607,0,0,0,0.0936891702923673,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0733727575115447,0,0,0,0,0,0,0,0,0,0.106349875450682,0,0.265291061540128,0.172125579729725,0,0,0,0,0,0,0,-0.0215161124273912,0,0,0,0,0,0,0
X601898.SH,0,0,0.370217362331948,0,0,0,0,0,0,0,0,0,0,-0.0293588991920642,0,0,0,0,0,0,0,0,0.0279598919821229,0.24682895456223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446760530066208,0,0,0,0.232121649200787,0,0,0,-0.0232328077466011,0,0,0,-0.0131868048511474,0,0,0,0,-0.0320421890492933,0,0
X600011.SH,0,0,0,0,0,0,0,0.00707896322914524,0,0,0,0,0,0.0341917480047436,0,0,0,0,0,0,0,0,0,0.0579285945046741,0,0,0,0,0.103197934708972,0,0.0895204604809791,0,0,0,0,0,0.0359831374359238,-0.0493260585622202,0,0.0772316456674266,0,0,0,0,0,0,0,0,0,0,0,0.0068933854982898,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0273222568204134,0,-0.0034225627114569,0,0,0,0,2.16840434497101e-19,0,0,8.67361737988404e-19,0,0,0,0,0,0.0354048238094196,0.0508132996843009,0,0.0715125530012254,0,0,0,0,0,0.0397341643736257,0,0,0,0,0.0643504674262107,0,0,0,0,0,0,0,0,0,0.0553810478994614,0,0,0,0,0.0109976366341842,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.049443190062401,0,0,0,0,0,0,0,0.294733028915627,0.13177314710309,0,0,0,0,0,0,0,-0.0788880011671327,0,0,0,0,0,0,0.36447895006495,0,0,0,0,0,0,0,0.128229983098225,0,0,0.0887605075290651,0,0,0,0,0,0,-0.133346818065599,0,0,0,-0.0890017687847731,0.0472052889128622,0,0,0,-0.0483478800704406,0,0
X600426.SH,0,0,0,0,0,0,0.0346147920177133,0.0288582818783082,0,0,0,0.21532736115594,0,0,0,0.0313427988541788,0,0,0,0,0.234652088485286,0,0.0855716549839002,0,0,0,0,0,0,0,0,0,0,0.109557111202907,0,0,0,0.0196266214522586,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201795960067996,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.478533540631132,0,0,0,0,0,0.334508134581007,0,0,0,0,0,0,0,0.0465456012806333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24360124690331,0,0,0,0,0,0,0,0,0,0,0,0.00344660429523449,0,0,0,0,0,0,0
X600188.SH,0,0,0.113015134242676,0.102123904643167,0,0,0.064464136687361,0.000517063330937883,0,0,0,0,0,0,0,0,0.272792861494154,0.116023812031833,0,0,0,0,0,0,0,0,0,0,0,0,0.0817516730588851,0,-0.152311770759655,0,0,0,0,-0.0411860660063593,0,0,0.0755288628488897,0,0,0,0,0,0,0,0,0,0,0,0.0155569174118466,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.0143404341345843,0.0399988739974997,0,0.157226366363441,0,0.114175272187537,0,0,0,0.0984077511573677,0,0,0,0,0.10189815077778,0,0,0,0,0,0,0,0,0,0,0.0569822980492137,0,0,0.195360153237761,0,0,0,0,0,0,0,0.019014231622325,0,0,0,0,0,0,0,0,-0.00769897818065185,0.00589530280340175,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,-0.0196793773057144,-0.0295078855512847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930922910708415,0,0,-0.16812905087257,0,0,0,0.160319096373816,0,-0.0423698436024758,0,0,0,0,0,0,0,0.037069348108531,0,0,0,0,0.107834814781567,0,0,0,0,0,-0.00542219669220547,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0.257856015649626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148092445096884,0,0.0592641879908269,0,0,0,0,0.104203618701049,0,0,0,0,-0.084228911076556,0,0,0,0.0481127118418366,0,0
X601991.SH,0,0,0,0,0,-0.000665413263534709,0,0,0,0,0,0.0459180941703614,0,2.16840434497101e-19,-0.0347057160742987,0,0,0,0,0,0,0,-0.0269771122394365,0,0,0,0,0,0,0,0,0,0,0.0125905669813009,0,0,0.138350171501982,0,0,0.0940146596932099,0.0167992411327587,0,0,0,0,0,0,0,0,0,0,-0.0143526628007751,0.0173352431290541,0,0,0,-0.0268046893483529,0,0
X600795.SH,0,0,0,0,0,0,0,-0.0328209448021787,-0.00414234120116461,0,0,0,0,0,-0.0198081459734486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066759879327466,0,0,0,0,0,0.084025093096307,0,0,0,0,0,0.00543330332779087,0,0,0,0,0,0,0,0,0,-0.00973345319082419,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0.0688023732498392,0.0576822501726378,0.170358474066729,0,0,0,0,0.104608040114587,0,0,0,0,0,0,0,0,0.0253748746210905,0,0,0,8.67361737988404e-19,0,0,0,0.109881783254769,0,0,0.269066597463946,0,0.0118843145329137,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286018775211487,0,0,-0.0249782614334502,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0.696891456765381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444864112713347,0.0461211839355329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143886770333498,0,0,0.0482575842614671,0,0,0,0,0,-0.0465858775994695,0,0,-0.00951138202073493,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0.39824909641211,0,0,0,0,0,0,0,0,0,0,0,0.00630076661481144,0,0,0,0.0610706997668112,0,0,0,0,0,0.0491898190518674,0,0,0,0,0,0,0,0,0,0.132497234970355,0.0198513966077959,0,0,0.0171504925479434,0,0,0,0,0,-0.00176719106910331,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0.121816789385672,0,0,0,0,0,0.0702903142517111,0,0.0788191424393901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153523618811274,0,0,0,0,0,0,0,0,0.0589193237719538,0,0,-0.0374361192170166,-0.00965757898305214,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0.0959754084111108,0,0,0,0,0,0,0.320786361429898,0.175723542359026,0.175908001108896,0,0,0,0,0.183788385055073,0,0.0455011941460511,0,0,0,0,0,0,0.102442985346269,-0.092459924151146,0,0,0,0,0,0,0.0508366293134789,0,0,-0.231450470004634,0,0,0,0,0,0,0,0,0,0,0,-0.0388854026351532,0,0,0,0,0,0
