,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002466.SZ,X600886.SH,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X002271.SZ,X600362.SH,X601699.SH,X000983.SZ,X600803.SH,X600027.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X600985.SH,X000408.SZ,X600219.SH,X000933.SZ,X000629.SZ,X300037.SZ,X600688.SH,X600612.SH,X000723.SZ,X600096.SH,X600157.SH,X002128.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.656840781613918,0.188002213154988,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.129840690368564,0,0,0,0,0,0,0,-0.10333911990793,0,0,0,0,0,0,0,0,0,-0.0324037452883008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047863040213247,0,0.00105238817825717,0.00433930286976811,0,0,0,0,0,0
X600028.SH,0.481015179135349,0,0,0,0,0.0621194552278391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676638108310276,0,0.0322044623671752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000820293149953165,0,0,0,0,0,0,0
X601088.SH,0,0.147549119740313,0,0,0.129256265896387,0,0,0,0.165099692916809,0,0,0,0,0,0.00367445083587637,-0.00634510873026081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930841703190163,0,-0.0223052279503989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110770170888093,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0617270162246989,0,0,0,0,0,0.231572174331123,0,0,0.0345931878982026,0,0,0,0,0,0,0,0,0,0.0463945970580997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277863612173614,0,0,0,0,-0.168496657747427,0,0
X600188.SH,0,0,0,0,0,0.0440811258509161,0,0,0.260468457009438,0,0,0,0,0,0,0,0,0,0,0,0,0.0943100363943355,0,0,0,0.189743490253169,0.4290329188696,0,0,0,0,0,0,0,0,0,0,0.018041421678349,0,0,0,0,-0.0714287736646504,0,-0.0490772157725821,0,0,0,0,0,0,0,-0.00166816957675943,0,0,0,0,0,0
X600019.SH,0,0.0775692432041521,0,0,0.0602007257247825,0,0.0998949678835533,0,0,0,0,0,0,0,0.0577212300986175,0,0,0,0.0274069171005758,0,0,0,0.0777289299494902,0,0,0,0,0,0,0,0,0,0,0.0404971111650306,0,0.194866105294435,0,0,0.358035909779917,0.0218817053105727,0,0,-0.201842748920277,0,-0.0930401515063384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0449446320854704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535897056645763,0.336195395731447,0.179322068521121,0,0,0.0540675510812291,0,0,0,0,0.0210803805893788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279084788923881,0,0,0,0,0,0.00306899809617497,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.143914686657883,0,0,0,0,0,0,0,0,0,0,0,0,0.00296653644557304,0.39689902294911,0,0,0.0425810370452914,0,0,0.053017415073689,0,0,-0.0726055836800755,0,0,0,0,0.129046052928635,0,0,0,0,0,0,-0.0854182809326225,0,-0.00772347738101038,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.190199735407947,0.0293320841179524,0,0,0,0.0245948666147084,0,0,0,0.0725186816757559,0,0,0,0,0,0,0,0,0,0,0,0.295195189711593,0,0.123755146264958,0,0,0,0,0,0,0,0,0,0.0391560143306147,0.0827713912055386,0,0,0,-0.0289078560506962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0.0323460714915235,0,0,0,0.0679058653817983,0,0,0,0,0,-0.136313449448344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453397311471073,0,0,-0.00213470638117047,0.0561234470330476,-0.0522124639339599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606609936947306,0,-0.0023828248954706,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0511315385598317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436912777511086,0.32929365095477,0,0,0,0.17489815756476,0,0,0.0657257941732367,0.210880059323299,0,0,0.134031973481218,0,0,0,0,0.0215691649415471,0,0,0.00374282952690263,0,0,0,0,0,0,0
X600660.SH,2.16840434497101e-19,0,0,0,0,0.0747399216599868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318432130006496,0,0,0,0,-0.00656380960905403,0,0,0,-0.0946528360885444,0.170162758467149,0,0.038560270800968,0,0,0.0113222900896789,0,0,0,0,0,0,0,0,0,0,0.0160695728367337,-0.0953781669261654,0,0.0108261015748092,0,0.126845224746489,0,0,0,0
X000792.SZ,0,0,0,0,0,0.15159474254111,0,0,0,0,0,0,0,0.160864671273088,0,0.167844847402327,0,0,0.00998086788355576,0,0,0,0,0,0,0,0.0229037973591578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00359801409241866,-0.0119758718661134,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743972746513406,0,0,0,0,-0.00949154454624353,0,0,0.0745276417797935,0,0,0,0.0203866863549502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253186149417887,0,0.0418734775033039,0.0743973780022839,0,0,0,0,0,0,0.000584511888776623,0,0,0,0,0,0
X600886.SH,0,0.176855800797675,0,0,0,0.00560145240677729,0,0.264490516544331,0,0,0,0,0,0,0,0,0,0,0,0,0.0356772577536462,0,0,0,0,0,0,0.111576317406482,0,0.0580682239186383,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593368263267115,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0224417170366201,0.0574394247484533,0,0,0,0,0
X002460.SZ,0.106947022037818,0,0,0,0,0,0,0,0,0,0,0,0,0.793131363776597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325816681377705,0,-0.00272278868753636,0,0,0,0,0,0,0.133557877040613,0,-0.0825799177164381,0,0,0,0,0,0,0.0136372942067437,-0.0299449162196426,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,-0.0406521657653985,0,0,0,0,0.0385340528627296,0,0,0.278014282324207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128934156225222,0.106509479790948,0,0,0,0,0,0.0600664688548822,0,0,0,0,0,0,0.0543260260677578,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0303726144582253,0.058290726145547,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825715942553894,0,0.0158092164421786,0.295161524007292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326612093846086,0,0,0,0.0552003034674346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710477424801978,0,0.00387089469124426,0,0,0,0,0,0,0
X000708.SZ,0.141256063943849,0,0,0,0.0914573314969147,0.177561852044547,0.0980193077393615,0,0,0,0,0,0,0,0,0.153939500928297,0,0,0,0,0.10463995207801,0,0.0150786805728804,0.162817345203502,0,0,0,0,0,0,0,0.0375724387423808,0,-0.157727438828023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121515078413201,0.0111816749601387,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.0529464355878931,0,0,0.217384602431584,0,0.0222418246479925,0,0,0,0,0,0,0,0.0300968970176889,0,0.0281129973548391,0,0,0,0,0.0205183446490205,0,0,0,0,0,0,0,0,0,0,0,0,0.03228721135964,0.0680040385551895,0,0,0,0,0.117678963826051,0.0322277246310522,0,-0.00566646152655681,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.127503087688797,0,0,0.0791662583364463,0,0,0.201910902893113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689892870260528,0,0.319177691668831,0,0,-0.0801655114588816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00718686566179195,-0.0289611992745863,0,0.0149974477784021,-0.17301933057078,0,0,0,0,0
X600426.SH,0,0,0,0,0.205442781036318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224230729390243,0,0,0,0,0.13910643730402,0,0,-6.93889390390723e-18,0,0,0.00446171489799897,-3.46944695195361e-18,0,0,0,0,0.26446135900658,0,0,0,0,0,0,-0.0961826231980483,0,-0.0502785123054499,0,-0.0290310337421039,0.0455072160112915,0,0,0,-0.12502942210671,0,0
X000877.SZ,0,0,0,0,0,0,0.419845466769367,0,0,0,0,0,0,0,-0.00983030821137329,0.00685097046700288,0.0804393562296399,0,0,0,0,0,0,0,0,0,0.199718600711957,0,0,-0.121825005167821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101709062374737,0,0,0,-0.0553249143868392,0,-0.0283196475352686,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0286341956271111,0,0,0.495871756390603,0,0,0,0,-0.0352088308715267,0,0.195485561183675,0,0,0,0,0,0,-0.162502784866488,0,0.0608154363573719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834607846851395,0,0,0,0.025262720050636,0.175845823390155,0,0,0,0,0,0,0,0.00620168240510137,-0.00384270339996966,-0.0101065613182247,0,0,0,0,0,0
X600362.SH,0,0,0,0.0848179938955012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843650682356958,0,0,0,0,0.0859559219267903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18094492812542,0,0.109497849926094,0.0309790877867458,0,0,0,0,0.0649554882666206,0,0.00363683318356114,0,0,0,0,0,0,0
X601699.SH,0.0262527215831053,0,0,0,0.367026714046396,0,0,0,0.263332477193877,0,0,-0.0192207038602191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257158102682145,0,0,0,0,0,0,-0.0119910699872696,0,0,0,0,0,0,0.175095081290358,0,0,0,0.0606928274697606,0,0,0,0,-1.73472347597681e-18,0,-0.0165109332057854,0.0302153112871343,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.217414661980175,0,0.0411398941469497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125668670189464,0,0.280665913858921,0,0,-0.109443643504375,0,0,0,0,-2.71050543121376e-20,0,0,0,0.104460971045799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00331291994388408,0.0125705568436486,0,0,0.0868943578424625,0,0
X600803.SH,0,0,0,0,0,0,0,0,0.0474738916511531,0,0,0,0,0,0,0,0.299208532632806,0,0,0,0,0,0,0,0,0.284084371779813,0,0,0,0,0.402771997501146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750810956098936,0.311541236425407,-0.000741177937990373,-0.0063273083398184,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.369325430478434,0,0,0,0,0,0,0,0.059448136040177,0,0,0,0,0,0,0,0,0,0,-0.0147883307265693,0,0,0.207968246411965,0.149344432662851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00537766371993402,-0.0335949411786612,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.0150257240222603,0.632002358142371,0.145857569518878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104108343772225,0,0,0,0,0,0,-0.00504097786341533,-0.000940465465452122,0,0,0,-0.0119551526562103,0,0
X601991.SH,0,0,0,0,0,0,0,0.0173087904799382,0,0,0,0,0,0,0,0,0,0.0213011957841954,0,0,0.0560499150997381,0,0,0,0,0,0,0.215837217007977,0.378102427877795,0,0,0,0,0,0,0,0,0.0206900473060834,0,0,0,0,0,0,0.0212240235448015,0.055172086747506,0,0,0,0.045382649050601,0,0,-0.0160313581083688,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.15333930310821,0.188547932809508,0,0,0,0.0337097972861353,0,0,0,0,0,0,0,0,0,0,0,0,0.025408795387135,0,0,0,0,0.136540462634629,0,0,0,0.115749813227462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015347562448326,0,0,0,0,0.0902142319762811,0,0
X000807.SZ,0,0,0,0,0,0,0,-0.0697281548094301,0,0,0.524836578597849,0,0,-0.0293559519702932,0,1.73472347597681e-18,0,0,0,0,0,-0.00792030418336749,0,0,0,0.0613517122359771,0,0,-0.207561095982879,0,0,0.154697226569357,0,0,0,0,0,0,0,0,0.0575781234594553,0,0,0,0,0,0,0,0,0,0,-0.00921752175356585,0,0,0,0,0,0,0
X000786.SZ,0.153588535320089,0,0,0,0,0.116674443355559,0,0,0,0,0,0.203428379457697,0,0,0,0,0,0,0,0,0,0,0.0151432871552896,0,0,0,0.263742115209703,0,0,-0.0495093431179978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021689681883688,0.00553281423299652,0,0,0,0.0789467181136342,0,0
X600160.SH,-0.142220474949103,0,-0.263644954176457,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.21609534778027,0,0,0,0,0,0,0.487179408196293,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0626991058036208,0,0,0,0,0,0,0,0,0,0,0,0.244792596437681,0.0813945715935635,0,0,0,-0.195102982532479,0,0.0390090581409641,-0.0593492875279347,0.202964209522576,0,0,0.145391928569169,0,0
X000932.SZ,0,0,0,0,0,0.41361178206203,0.109966613315117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138611994904449,0,0,0.01902201704114,0,0,0,0.165311356937103,0,0,0,0,0,0,0.00745801598605182,0,0,0,0,-0.0625541109652156,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0.335796558195734,0,0,0,0,0.0876433722915219,0,0,0,0,0,0,0,0,0,0.128837604114213,0,0.0957355951081594,0,0,0.0298199112851639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00446951128303805,-0.00115331333563044,0,0,0,0,0,0
X600985.SH,0,0,0,0,0.0528058278767933,0,0,0,0.264159990356642,0,0,0,0,0,0,-0.00101129927142977,0,0,0,0,0,0,0.373999317236793,0.0223477214944161,0,0.0684448336715432,0.116588851535178,0,0,0,0,0,0,0,-0.109114499444816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358389562245283,0.0242791849781276,-0.121754790239896,0,0,0,0,0
X000408.SZ,0.063659904043674,0,0,0,0,0.0357538262372003,0,0,0,0,0,0,0,0.218029282907269,0,0.0505239325639404,0,0,0.0565932943369828,0,0,0,0,0,0,0,0,0,0,0.0291806507648452,0,0.0127943508370191,0,0.0791186088718804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255622308792151,0,-0.000685541459179223,-0.0177604928916138,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0.0286029135759401,0,0,0,0,0.19472877522777,0,0,0.0244941876843449,0,0.0477826979709001,0.0166342642849923,0,0.0751501612940324,0,0,0.0545576485465233,0,0,0,0,0,0.053062722618971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0145079182708892,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0.208122372065109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029963401036351,0,0,0,0,0.0813451083830033,0,0,0,0,0,0.356481164510993,0,0,0.0855718256789275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676288777594785,0,0,0,0,-0.0277084813351504,0,0
X000629.SZ,0,0,0,0,0,0,0.0344318070378388,0,0,0,0.0497261667664946,0,0,0.145705160251617,0,0,0.0859012438041887,0,0,0.222252146605345,0.0461215123036804,0,0,0.0523056765868958,0,0,0,0,0,0,0.00542248366710953,0,0.0224141937185184,0,0.0352912722016448,0,0,0,0,0,0,0,0,0,0.0476644458937113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300037.SZ,0,0,0,0,-0.166091711222027,0,0,0.0671175121330998,0,0,0,0,0,0,0,0.0407292771677637,0,0,0,0,0,0,0,0.225086618626103,0,0,-0.0494802069650343,0.0291744376162727,0,0,0,0,0,0,0.0632577389192046,0,0,0,0,0,0,0,0,0,-0.0381832378209849,0,0,0,0,-0.0210699512600911,0,-0.094148795467997,0.128801633543137,0,0,0,-0.152151707386154,0,0
X600688.SH,0.0455905758744399,0,0,0,0,0.135645315918918,0,0,0,0,0,0,0,0.0395967681658251,0,0,0,0,0,0.0283981658647329,0.060782672006841,0,0.12269950854645,0,0,0,0,0,0.0823120297455212,0,0.0229244414728806,0,0,0,0,0,0,0,0,0,0,0.179536121381394,0,0,0,0.0981993161075877,0,0,0.0228133757743945,0.0886915302593743,0,0.0233000757724582,-0.0376986504429066,0,0,0,0,0,0
X600612.SH,0,0,0,0,-0.200834802322474,-0.0800959176246878,0,0.142168336676569,0,0,0,-0.0543840319946625,0,0,0,0,0,0,0,0.297461511572303,0,0,0,0,0.0283690482044632,0,0,-0.0584161492212932,0,0.0613947286408611,0,0,0.0141734532380186,0,0,0,0,0,0,0,0,0.0184936956080759,0,0,0,0,0,0,0,0.0902508187016771,0,0.0375397806152004,-0.0487314411628123,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227442507345018,0,0,0,0,0,0.0142634711296314,0,0,0,0.0757137981856591,0,0,0,0,0,0,0,0.0962758377690059,0,0,0.0328948129283701,0,0,0,0.0108498510428948,0,0.147496411780197,0,0,0.137564974870762,0,0,0,0,-0.0181966668958765,0,0,0,0,0,0,0
X600096.SH,0,0,0,0.0286927017908616,0,0,0,0,0,0,0.187793081505977,0,0,0.18009819571014,0,0,0.191475884625171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00734651121302321,0,0,0,0,0,0,0,0.0350869257442021,0,0.028208815811116,0,0,0.15712691440935,0,0,0,0,-0.0067594051903848,-0.0053708185091959,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120557849711967,0,0,0,0,0,0,0,0,0,0,0,0,0.0546990678230505,0,0,0,0.126604041150853,0,0,0,0,0.0645359532835649,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206732969756936,0,0.00117176014249155,-0.0249394208229918,0,0,0,-0.0316375791774518,0,0
X002128.SZ,0.0530898694419396,0,0,0,0,0,0,0,0.331225199351947,0,0.0620129604939347,0,0,0,0,0,0,0,0,0,0.00523825161954519,0,0,0,0,0,0.151207956595992,0,0,0.051643364898977,0,0,0,0,0.00943815335101363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328912317822447,-0.00730234060597097,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0.351961039056472,0,0,0,0,0,-0.154128712230909,0.0649556819269812,0,0,0.385439165329509,0,0,0,0,0,0,-0.0494832273759139,0.249307841786753,0,0,0,0,0,0,-0.314936332955931,0,0,0,0,0,0,0,0.191537471194957,0.0402327057803926,0.295008039096463,0,0,0,0,0,0,0.0151349098945617,0,0,0,0,0,0,0
