,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X600362.SH,X600011.SH,X600426.SH,X000301.SZ,X601898.SH,X601600.SH,X600886.SH,X600111.SH,X600010.SH,X600188.SH,X600352.SH,X600801.SH,X600486.SH,X601991.SH,X600219.SH,X002080.SZ,X600795.SH,X002353.SZ,X600489.SH,X600688.SH,X600803.SH,X601168.SH,X300037.SZ,X600027.SH,X600399.SH,X601992.SH,X600299.SH,X002409.SZ,X000830.SZ,X000932.SZ,X000027.SZ,X600157.SH,X000898.SZ,X600516.SH,X300073.SZ,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.062630956864702,0.0634805854699128,0,0,0,0,-0.0090591451569806,0,-0.0124812624349777,0,0,0,0,0.0400084828315463,0,0,0.0281184478804809,0,0,0,0,0,0.0918388211939099,0,0,0,0,0,0.00221412865543939,0,0,0,0,0,0.0547910830227374,0,0,0,0,0,0,-0.0276174131835,0,0,0,0,0,0,0,0,0.000612703589202299,0,0,0,0,0.00189931991176829,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.0593248484773917,0,-0.0258385509388788,0,0,0,0,0.00996969357049903,0.00298868674584601,0,0,0,0.00519417303269186,0,0.0242517599021898,0,0,0,0,0,0.121624645892594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103326985737631,0,0,0,0,-0.000559879876483039,0,0,0,0,-0.0108740765655166,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894227354438082,0,0,0,0.120045638043767,0,0,0,0,0.39260224877974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105748698301226,0,0,0,0,-0.00657493642979613,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.158448745900718,0,0,0,0,0,0,0,0.0296538742360628,0,0,0,0,0,0,0,0,0,0.0820437644716558,0,0,0.0308970725226265,0,0,0,0,0,0.0195887741420206,0,0,0,0,0,0.0413803372679948,0,0,0,0,0.0431116090350408,0,0,0,0,0.0338836227841611,0.000971510847679921,0,0,0,0.00885076843970694,0,0
X600585.SH,0,0,0,0,0,0.0376688238149727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083055609559272,0,0,0,0,0,0,-0.0268763132441387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341992177279582,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0875129897809352,0,0,0,0.373046439674112,0,0,0,0,0,0.0471280714021205,0,-0.292057583830836,0,0,0,0,0,0,-0.0572554561926974,0,0,0,0,0,0,0,0,0.190095759326139,0.33155087000769,0,0.0496744928968714,0,0,-0.0820733819613649,0,0,0,0,0,0,0,0.366357440461914,0,-1.73472347597681e-18,-0.0258178526915903,0,0,0,-0.00754226288893747,0,0
X600019.SH,0,0,0,0,0,0,0,-0.00786299709157561,0,0,0,0,0,0,0.261879977309297,0,-0.0607111004190277,0,0,0,0,0,0,0,0,0,0,0,0.0493452532185623,0.0802245441381616,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580539205135846,0,0,0,0.109260943238035,0,0,-0.0366762737490667,0,0.0248370999934342,0,0,0,0,0.00030332308555554,0,0
X600660.SH,0,0,0,0,0,0.115871035810563,0,0,0,0,0,-0.0347296431505113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480595368438696,0,0,0,0,0,0.0249387563745699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228491656030275,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769750729932614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945749141809658,0,0,0,0,0,0,0.0522607028410721,0,0,0,0,0,0,0,0.0147075570717845,0,0.215132741080496,0,0,0,-0.028193015456143,0,0,0.0149566968973967,0,0,0,-0.00432324454592956,0,0
X002271.SZ,0,0,0.0250673431722155,0,0,0.0456840999166811,0,0.0339518898184555,0,0,0,0,0,0.166291032415844,-0.0904951559686621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306828675465232,0,0,0,0,0,0,0,0.00795104485524235,0,0
X600547.SH,0,0,0,0,0,0,0.042360326517011,0,0,0,0,-0.031571805997797,0,-0.0561763235854319,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662057314201988,0,0,0.0042218460300796,0.0426019057199062,0,0.0187752940692545,0,0,0,0,0,0,0,0,0,0,0,0,0.00142319621539845,0.00692964608993994,0,0,0,0.00601081833867439,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211674193620645,0,-0.369702470928367,0,0,0,0,0.0959794933564025,0,0,0,0,0,0,0,0.131231621202901,-0.413368768961081,0,0,0.091622229874386,0.176427926802618,0,0.0214404035346589,0,0,0,0,0.0229954995490925,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.0618203292532089,0,0,-0.109758014594621,0,0,0,-0.0266528143018232,0,0.0864462496193615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358607939277831,0,0,0,0,0,0,-0.0240317070570123,0,0,0,0,0.0903537443500289,0,0,0,0,0.00180260479515745,0,0,0,0,0.011725686324277,0,0
X600176.SH,0,0,0,0,0.237115881397977,0,0.0245874236818312,0,0,0,0,-0.139349569707119,0.0486084938045463,0,0,-0.0707834407552245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032196902071773,0,0,0,0,0,0,0,0,-0.0562345373851415,0,0,0,0.239118972209702,0,0.106692534332885,0,0,0,0.348657488748993,0,0,0.0178606563989794,0,0,0,0,0.0118984770445679,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999549946502437,0,0.166001597486367,0.216349034086763,0,0,0,0.0700936654191095,0,0,0,0,0.243689860993228,0,0,0,0,0,0,0.0103074356091703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110257907065679,0,0,0,-0.00389521270373394,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0540969397916404,0,0,0,0,0,0.188264624104848,0,0,0,0,0,0,0.00156166522608576,0,0,0,0,0.046573781760353,0,0,0,0.0332857136487763,0,0,0,0,0,-0.0605943387120573,0,0,0,0,0,0,0,0.147291881227027,0,0,0.0120225142634565,0,0,0,0.0311109364425468,-0.0315989106283583,0,0,0,0.00886323748098797,0,0
X600426.SH,0,0,0,0.261581316266688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315386944893497,0,0,0,0,0,0,0,0,0.0631671003974333,0,0,0.0543340075934139,0,0,0,0,0,0.041163385111949,0,0,0,0,0,0,0.17533526073872,0,0,0,0,0,0,-0.0234002805717113,0,0,0.00298470264356913,0,0,0,-0.000644145141624008,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704499456675303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844191966021923,0,0,0.150011524828675,0,0,0,0,0,0,0.217184530498111,0,0,-0.154797298575297,0,0,-0.296767405909284,0.324681111827898,-0.221016027683379,0,0,0,0,0,0,0,0,0,-0.0221370929063055,0,0
X601898.SH,0,0,0.225054358364654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628878044349315,0,0,0,0.104553418552391,0,0,0.161779327582586,0,0.144612054462768,0.0382837021648742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264288587164,-0.00636775099630264,0,0,0,-0.00364137671614291,0,0
X601600.SH,0,0,0,0,0,0,0.151819586548294,0,0,0,0,0,0,0,0.211836603871274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223772086664799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923758835369079,0,-0.0248427438093127,-0.0160116144858154,0,0,0,-0.0103609767867047,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0401595631247327,0,0,0,0.0967156690811219,0,0,0,0.00781601516740852,0,0.0558915297472269,0,0,0,0,0.0476625729533373,0,5.24220848787359e-06,0.0955364328223724,0,0,0,0.113319493807131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421539865043957,-0.044039733125724,0,0,0,0.000207553806090796,0,0
X600111.SH,0,0,0,0,0,0.0470148155046956,0,0,0,0,0,0,0,0,0.0352329118796654,0.0901044863422158,0,0.173783124828202,0,0.442073557786969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214017400241524,0,0,0,0,0,0,0.0222474793138779,0,0,0,0,-0.0103147298601794,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562863385063677,0,0,0,0,0,0,0.00707793998568846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393558731758458,0,0,0,0,0,0,0,0.00880948573645836,0,0.12150032220411,0,0.0468423002547279,0,0,0,0.00811852751921284,-0.00881238507986677,0,0,0,-0.00346409575528704,0,0
X600188.SH,0,0,0.316717653435194,0,0.0458647365813772,0.0261861447073644,0,0,0,0,0,0.0296398627088791,0,0,-6.93889390390723e-18,0,0,0,0.169900271862729,0,0,0.126749913997488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650924405073178,0,0,0,0,0,0,0.0849933651452241,0.0638267363682362,0,0,0,0,0,0,0,-0.012186722220012,1.73472347597681e-18,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0808544297950629,0,0,0.00217568109795305,0.0475405399683251,0,0,0,0,0,-0.0323673535291245,0,0,0,0,0,0,0,0,0,0,0.185079163543951,0,0,0.066564441234404,0,0,0,0,0.166600047205377,0,0.0263529876050744,0,0,0,0,0,0,0,0,0,0.0198525945162706,0,0,0,0.00516867302159481,0,0
X600801.SH,0,0,0,0,0.0855575289680216,0,0,0,0,0,0,0,-0.0927156592173627,0,0,0,0,0,-0.098024043369794,0,0,0,0,0,0,0,0,0,-0.0564051749387947,0,0,0,0,0,0,0.0833893216844904,-0.0533386738847282,0,0,0,0,0,0,0.261235698888293,0,0,0,0,0,0,0,-0.0318542866740966,0.036477170136895,0,0,0,0,0,0
X600486.SH,0,0,0,0,0,0,0,0,0,0,0,0.0650040334282048,0,0,0,0,0,0.003072047982094,0.0252456746886916,0.0164055260283348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016603875205811,0,0,0,0.195462729805853,0,0,0,0,0,0,0,0,-0.0391803832439527,0.0604402548053018,0,0,0,-0.00141854952399505,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517134092076168,0,0.00972745807901476,0,0,0,0.133101223931725,0,0,0,0,0,0,0,0.0844557834712331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966337923101955,0,0,0,0,0,0,-0.0225936926502343,-0.000285926159968092,0,0,0,-0.0021296680294117,0,0
X600219.SH,0,0,0,0,0,0,0.236443147704896,0,0,0,0,0.0581407623558541,0,0,0.18150341339481,0,0,0,0,0.0500611449155297,0,0,0,0,0,0,0.0378844430198117,0,0,0,0,0,0,0,0,0.0588147885462614,0,0,0.10716048520578,0,0,0,0,0,0,0,0,0,0.028291622714709,0,0,0,0,0,0,0,-0.0026485250497251,0,0
X002080.SZ,0,0.244126885034961,0,0,0,-0.0590759216292822,0.0588418475016441,-0.0623328296613325,0,0,0,0,0,0,0,0,0,-0.0378073591690579,0,0,0,0,0,0,0,0,0,0.168948039127431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363807209171552,0,0,0.223718831236632,0,0.0495593878703527,-0.126709745288103,0,0,0,0.0417334214944592,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,-0.023005555524509,0,0.0469098711432081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27423680987484,0,0,0,0,0,0,-0.0258489181876992,0,-0.044580891575524,0,0.0131360561187066,0,0,0,0,0,0.0400730947805941,0,0,0.0248654873571077,0,0,0,-0.00289124092673445,-0.00557854450505757,0,0,0,-0.00641756608379891,0,0
X002353.SZ,0,0,0,0,0,0,0,-0.102682730754105,0,0.0268816867095536,0,-0.00558533501699158,0,0,0,0,0,0,0,0,0,0.305770661537618,0,0,0,0,0.13498427821893,0,0,0,0,0,0,0,0.239738606655979,0.040494061432535,-0.024097983340119,0,-0.154903204934891,0,0,0,0,-0.187571429997109,0,0,0,0,0,0.00174542389752683,0,0.0062858434462239,1.73472347597681e-18,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0.719313331525571,1.73472347597681e-18,0,0,0,0,0,-0.0342685010644803,0,0,0.12657372837211,0,0,0,0,0,0,0,0.0284128280660502,0.0461835085806498,0,0,0,0,0,0.0376198353317317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261688879855425,0,-0.0115890051474349,0,0,0,0,0,0,0
X600688.SH,0,0,0.0219181703545065,0.0360630201033708,0.112983758350858,0,0,0,0,0,0,-0.0335188489260272,0,0,-0.0279071137444865,0,0,0,0,0,0,0,0,0,0,0,0.0283373118748066,0,0,0,0,0.0439516273750591,0,0,0,-8.67361737988404e-19,-0.000879008604931129,0,-0.010305431539212,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0191459937664609,-0.0324438506534485,0,0,0,-0.00086008252486515,0,0
X600803.SH,0,0,0,0,0,-0.00256054913886623,0,0,0,0,0,0,0.038321189098119,0,0,0,0,0.0879104277627319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144745712567565,0,0,0,0,0.0564550938858247,0,0,0,0,0,0,-0.0526169349265848,-2.16840434497101e-19,0,0.0146352884080333,0.0185588185570353,0,0,0,-0.0046539908646598,0,0
X601168.SH,0,0,0,0,0,0.175341207515138,0,0,0,0,0,0,0,0,0.578872151304574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298983279194974,0,0,0,0,0,0,0,0,-0.0288804452769305,0,0,0,0,-0.004014376351972,0,0
X300037.SZ,0,0,0,0,-0.210504355701074,0.091206820705776,0,0,0,0,0,0.0390745377441486,0,0,0,-0.385308172168376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288534023844494,0,0,0,0,0,0,0.340628921961439,0,0,-0.0960834841676039,0.0696300897448943,0,0,0,-0.0151206106846758,0,0
X600027.SH,0,0,0,0,0,0,0.0603569817467212,-0.0253164731943025,0,0,0,-0.00924142380563737,0,0,0,0,0,0,0,0.00027461278657006,0,0.0886068592824419,0,0,0,0,0,0,0,0,0,0,0,0,0.0743573036755761,0,-0.027674339063638,0,0.0154484496134019,0,0,0,0,0,0.152884701249487,0,0,0,0,0,0,-0.0128402612977684,0.0104430690540467,0,0,0,-0.000715402929663806,0,0
X600399.SH,0,0,0,0,0,0.130740388319002,0,0.0799974143934816,0,0,0.228912340426657,-0.101751896485227,0,0,0,0,0,-0.0288407591129535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979209978654793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231492941731102,0,0,0,-0.0315629995552879,0,0
X601992.SH,0,0,0,0,0,0,0,-0.0471918909656081,0,0,0,0,0,-0.016810295168955,0,0.0191600623543278,0,-0.0313618665358528,0,0,0,0,0,0,0,0.172465269068131,0,0,0,0,0,0.0281967133185136,0,0,0,0.0441538705858499,-0.0313473557530318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00798643158486337,-0.00167215525678692,0,0,0,-0.00131606191744091,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0.0591476945759198,0,0,0.00308152027208396,0.0214238961128506,0,-0.123228949651937,0,0,0,0,0,0,0,0,-0.157752300389162,0,0,0,0,0.0972858354650628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172877857497947,0,0,0.0167907628007607,0,0,0,0,0,0
X002409.SZ,0,0,0,0,0,0,0,0,0,0.129028849194053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171095689705229,0,0,0.0830831028322056,0,0,0.130618911634257,0,0.0656769632430646,0,0,0,0,0,0,0,0,0,0,0,0.200573003707629,0,0,-0.0251705416246372,0.0414801654655214,0,0,0,0.0031800597829031,0,0
X000830.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178388759257014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615869636762077,0.0863315729483673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612179471321913,0,0,0,-0.0149966064471361,0,0
X000932.SZ,0,0,0,0,0,0,0.148923212837835,0,0,0,0,0.0353804298951219,0,0,0.103488892194951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724813228724231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00491525011737622,0,0,0.0270505226222416,0,0,0,0,-0.0060660365273841,0,0
X000027.SZ,0,0,0,0,0,0.048370507116424,0,0,0,0,0,0,0,0,0,0.017782929970487,0,0,0,0,0,0.186106231751972,0,0,0,0,0,0.161970212212538,0,0,0,0,0,0,0,0,0,0.115972898458334,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252893023899172,0,0,0,0,-0.0069952988602039,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0323840363266545,0,0,0,0,0,0.0480348301909736,0,0,0,0,0,0,0,0,0,0,0,0,0.0348532449826812,0,0,0,0,0,0,0,0,0,0.114894123332318,0,0,0.112691461828922,0,0,0,0,0,0,0,0,0,0,0.00104156830471001,0,0,0,-0.00411835160024969,0,0
X000898.SZ,0,0,0,0,0,0,0.0481826211645211,0,0,0,0,0,0,0,0,0,0,0,0,0.157581239016167,0,0,0,0,0,0,0,0,0,0.118895245071683,0,0,0,0,0,-0.0228807521708423,0,0,0,0,0,0,0,0.352416140243559,0,0,0,0,0,0,0,-0.00226230325625836,-0.00983456053273286,0,0,0,-0.0147689776661492,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232382022441416,0,0,0.0144288439635255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060311787593115,0.118933750570499,0,0,0,0,0.0495300822939443,0,0,0,0,0,0,0.0110761176988701,8.67361737988404e-19,0,0.0084091885748821,2.16840434497101e-19,0,0,0,-0.0131793344206,0,0
X300073.SZ,0,0,0,0,0,0,0,0.0410793432682927,0,0.220680926349064,0,0.140243698792957,0,0,0,0,0,0,0.056621778127242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378948734376496,0.442055127799393,0,0,0,0,0,0,0.0932686862449503,0,0,0,0,0,0,0,0,-0.0287733507519718,0,0,0,-0.0123728907869663,0,0
X002497.SZ,0,0,0,0,0,0.434521215960526,0,0,0,0,0,0.0131330682391918,0,0,0.21788069320978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440649863134494,0.169621228161919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123240742562724,0,0,0,-0.00316094933816297,0,0
Change_TY3M,0,0,0,0,0,0,0,0,-0.0760108477932524,0,0,0.0235106600761846,0,0,0,0,0,-0.0587006758190981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307775514102999,0.0597417622151386,0,0,0,0,0,0,0,0,-0.0153510117794533,-0.0396983259710106,0,0,0,-0.0216442137419044,0,0
Slope,0,0,0,0,0,0,-0.0919175454890607,0,0,0,0,-0.0119818074160443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.239506713098284,0,0,0,0,0,0.0576600403359531,0,0,1.53206992599092,0,0,0,0.0555219330091201,0,0
TED,0,0,0,0,0,-0.275019564642514,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.70084644391387,0,0,0,-0.363564768064643,0,0,0,0,0,-0.128047632504118,0,0,0,0,0,0,0,0.249576502863059,0,0,0.262039507852071,0,0.283840485034563,0,0,0,0,0,0,0,0,0,-0.961157562678736,0.445168036095016,0,0,0,0,0.0754770284311905,0,0
RealEstate_excess,0,0,0,0,0,0,-0.0895022762218959,0.0480461675123705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304990971345904,0,0,0,0,-0.0170523580285506,0,0.043237524817814,0,0,0,0,0,0,0,-0.0683946149972466,0,0,0.0123765302759282,0,-0.00650817903530251,0,0,0,0,0,0,0
MKreturn,0,0,0,0,0,-0.0501824931262937,0,-0.0245906379036932,0.000382848695392866,0,0,0.0186369462150947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475698483098071,0,0,0,0,0,0.0137253207208263,-0.0145388088180906,-0.119114238835725,0,0,0,0,0,0,0,0,-0.0596340618056391,0,0,0,0,-0.004445789234766,0,0,0,0,-0.000269370341706584,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210259952747842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000492905443936781,0,0,0,0,-0.00184589179540884,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50031314069808,1.0539328297914,0,0,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,0,0.00106030192374549,0,0,0,0,0,0,-0.00100046731733216,-0.00123902137408423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109908494977062,0,-0.00371666897561134,0,0,0,0,-0.00167929931659415,0,0
CarbonVol_Hubei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000190464510733309,-0.00203352295705997,0,0,0,0.00121054060281694,0,0
